AIRPORT,DATE,FLTS,TOT_A100,TOT_REF,TOT_ADD,AVG_ADD,REF_YEAR
SBSP,2022-07,7890,223510.81666666668,193198.92208333334,30311.894583333342,3.841811734262781,2023
SBSP,2022-08,7956,239425.88333333333,192707.47166666665,46718.41166666668,5.872097997318588,2023
SBSP,2022-09,7577,227220.35,182752.94958333333,44467.40041666667,5.868734382561261,2023
SBSP,2022-10,7992,235366.68333333332,193143.13333333333,42223.54999999999,5.283226976976976,2023
SBSP,2022-11,7258,222274.16666666666,173357.5925,48916.57416666666,6.739676793423348,2023
SBSP,2022-12,8310,251816.13333333333,201276.54249999998,50539.59083333335,6.08177988367429,2023
SBSP,2023-01,8465,251189.06666666668,206051.54583333334,45137.52083333334,5.332252904114984,2023
SBSP,2023-02,7337,226323.6,180286.175,46037.42500000002,6.274693335150609,2023
SBSP,2023-03,8316,257136.85,201857.755,55279.095,6.647317821067821,2023
SBSP,2023-04,7921,246610.3,191022.39666666667,55587.90333333332,7.0177885788831365,2023
SBSP,2023-05,9273,278133.0833333333,223062.32083333333,55070.76249999998,5.938829127574677,2023
SBSP,2023-06,8376,256427.68333333332,204546.69958333333,51880.983749999985,6.194004745702004,2023
SBSP,2023-07,9164,281845.48333333334,222508.27666666667,59337.206666666665,6.475033464280518,2023
SBSP,2023-08,9293,290714.75,224929.97833333333,65784.77166666667,7.078959611176872,2023
SBSP,2023-09,8605,260943.86666666667,208338.9325,52604.93416666667,6.113298566724773,2023
SBSP,2023-10,8939,276130.81666666665,216223.14208333334,59907.67458333331,6.701831813774842,2023
SBSP,2023-11,8254,249823.5,200864.86125,48958.63875000001,5.931504573540104,2023
SBSP,2023-12,8913,264252.43333333335,214927.99625,49324.43708333335,5.53398822880437,2023
SBSP,2024-01,8465,257036.78333333333,205221.8975,51814.885833333334,6.121073341208899,2023
SBSP,2024-02,8058,244874.5,194801.60708333334,50072.892916666664,6.214059681889633,2023
SBSP,2024-03,8812,267074.01666666666,211954.9925,55119.02416666667,6.254995933575428,2023
SBSP,2024-04,8274,247732.83333333334,200246.17208333334,47486.661250000005,5.739262901861252,2023
SBSP,2024-05,8227,247938.08333333334,202538.52125,45399.56208333335,5.518361745877398,2023
SBSP,2024-06,7361,219515.98333333334,182164.31375,37351.669583333336,5.074265668161029,2023
SBSP,2024-07,7519,216083.13333333333,182404.43666666665,33678.696666666685,4.479145719732236,2023
SBSP,2024-08,7990,235533.83333333334,195795.35333333333,39738.48000000001,4.9735269086357965,2023
SBSP,2024-09,8301,247428.46666666667,202077.81916666665,45350.64750000002,5.463275207806291,2023
SBSP,2024-10,8822,265175.85,212910.06083333332,52265.789166666655,5.924483015944984,2023
SBSP,2024-11,8213,251765.81666666668,198928.05958333332,52837.75708333336,6.433429573034623,2023
SBSP,2024-12,6324,191947.71666666667,153182.9875,38764.729166666686,6.129780070630406,2023
SBKP,2021-02,6,146.75,133.95,12.800000000000011,2.133333333333335,2023
SBKP,2021-03,1895,46462.38333333333,42482.541666666664,3979.841666666667,2.100180299032542,2023
SBKP,2021-04,1882,45148.6,42110.85291666667,3037.747083333328,1.614105782855116,2023
SBKP,2021-05,2533,62156.61666666667,56808.88333333333,5347.733333333337,2.1112251612054234,2023
SBKP,2021-06,2566,65367.88333333333,57590.2975,7777.585833333331,3.0310155235125995,2023
SBKP,2021-07,2611,68361.06666666667,58588.63458333333,9772.432083333333,3.7427928316098558,2023
SBKP,2021-08,3164,83427.65,70982.6,12445.049999999988,3.9333280657395666,2023
SBKP,2021-09,3151,81665,70537.90958333334,11127.090416666659,3.5312886120808185,2023
SBKP,2021-10,2958,78134.9,66181.385,11953.515,4.041080121703854,2023
SBKP,2021-11,3314,88927.2,74223.33333333333,14703.866666666669,4.4368939851136595,2023
SBKP,2021-12,3039,80666.23333333334,68212.60791666666,12453.625416666677,4.097935313151259,2023
SBKP,2022-01,2274,61926.11666666667,51200.01583333333,10726.100833333338,4.71684293462328,2023
SBKP,2022-02,2476,65362.51666666667,55845.85291666667,9516.66375,3.843563711631664,2023
SBKP,2022-03,3296,89810.56666666667,74170.61375,15639.952916666662,4.74513134607605,2023
SBKP,2022-04,2834,76107.18333333333,63713.43041666667,12393.752916666665,4.37323673841449,2023
SBKP,2022-05,3706,100817.73333333334,83501.16458333333,17316.568750000006,4.672576565029683,2023
SBKP,2022-06,2971,78461.93333333333,66958.8525,11503.08083333334,3.871787557500283,2023
SBKP,2022-07,3537,93956.46666666666,79538.68000000001,14417.786666666652,4.076275563094898,2023
SBKP,2022-08,3639,98474.13333333333,81878.3575,16595.775833333333,4.560531968489512,2023
SBKP,2022-09,3689,98905.65,83273.16208333333,15632.487916666665,4.237594989608747,2023
SBKP,2022-10,3910,106562.68333333333,88349.875,18212.808333333334,4.658007246376812,2023
SBKP,2022-11,3196,86400.86666666667,72114.45916666667,14286.407500000001,4.4700899561952445,2023
SBKP,2022-12,3627,100341.63333333333,81866.72583333333,18474.9075,5.093715880893301,2023
SBKP,2023-01,3617,98393.86666666667,81668.13333333333,16725.733333333337,4.6242005345129495,2023
SBKP,2023-02,3131,84967.13333333333,70798.14,14168.993333333332,4.525389119557117,2023
SBKP,2023-03,3347,90194.06666666667,75637.35041666667,14556.716249999998,4.349183223782491,2023
SBKP,2023-04,3227,84795.15,72877.86875,11917.28125,3.692990780911063,2023
SBKP,2023-05,3398,88352.13333333333,76726.60833333334,11625.524999999994,3.4212845791642126,2023
SBKP,2023-06,3119,80879.85,70370.06791666667,10509.782083333339,3.3695998984717344,2023
SBKP,2023-07,3318,86744.88333333333,74731.18208333333,12013.701249999998,3.620765898131404,2023
SBKP,2023-08,3349,86589.53333333334,75787.3175,10802.215833333335,3.2255048770777353,2023
SBKP,2023-09,3051,78591.11666666667,68972.34958333333,9618.76708333334,3.1526604665137135,2023
SBKP,2023-10,3280,85119.38333333333,74066.85416666667,11052.52916666666,3.369673526422762,2023
SBKP,2023-11,3210,83781.26666666666,72512.63375,11268.63291666667,3.5104775441329186,2023
SBKP,2023-12,3124,80500.03333333334,70627.68791666666,9872.345416666678,3.1601617851045702,2023
SBKP,2024-01,2678,69367.91666666667,60721.15541666667,8646.761250000003,3.228813013442869,2023
SBKP,2024-02,2755,69589.9,62522.66333333334,7067.236666666657,2.565240169388986,2023
SBKP,2024-03,3045,77338.56666666667,68787.26333333334,8551.30333333333,2.80830979748221,2023
SBKP,2024-04,2843,72336.71666666666,64093.6075,8243.109166666662,2.899440438503926,2023
SBKP,2024-05,3083,78973.25,69290.01708333334,9683.23291666666,3.1408475240566527,2023
SBKP,2024-06,2914,75367.41666666667,65671.11166666666,9696.305000000008,3.327489704873029,2023
SBKP,2024-07,2918,74553.43333333333,65770.6825,8782.750833333339,3.0098529243774292,2023
SBKP,2024-08,3023,77575.53333333334,68256.34291666666,9319.190416666679,3.0827622946300623,2023
