AIRPORT,DATE,FLTS,TOT_A100,TOT_REF,TOT_ADD,AVG_ADD,REF_YEAR
SBKP,2024-09,3062,78829.3,69239.10916666666,9590.190833333341,3.132002231656872,2023
SBKP,2024-10,3119,80958.91666666667,70641.24791666667,10317.668749999997,3.308005370310996,2023
SBKP,2024-11,2994,77870.45,67964.17166666666,9906.278333333335,3.308710198174127,2023
SBKP,2024-12,2293,59797.9,51919.76708333333,7878.132916666669,3.435731756069197,2023
SBBR,2021-02,1,22.483333333333334,20.066666666666666,2.416666666666668,2.416666666666668,2023
SBBR,2021-03,2166,54145.85,45867.854999999996,8277.995000000003,3.821789012003695,2023
SBBR,2021-04,2141,54471.4,45640.25083333333,8831.14916666667,4.124777751829365,2023
SBBR,2021-05,3208,80181.06666666667,68412.50875,11768.557916666672,3.668503091230259,2023
SBBR,2021-06,3468,87070.83333333333,73930.08125,13140.752083333326,3.789144199346403,2023
SBBR,2021-07,3911,98395.31666666667,83050.57083333333,15344.745833333334,3.9234839768175234,2023
SBBR,2021-08,4364,110179.95,92598.36291666667,17581.587083333332,4.028777975099297,2023
