APT,PHASE,DATE,MVTS,ADD_TIME,AVG_ADD_TIME
SBSP,TXOT,2021-01-14,110,312.34,2.839454545454545
SBKP,TXOT,2021-01-14,140,605.22,4.323
SBPA,TXOT,2021-01-14,67,148.14,2.2110447761194028
SBSV,TXOT,2021-01-14,78,378,4.846153846153846
SBRJ,TXOT,2021-01-15,99,307.73,3.1083838383838387
SBCF,TXOT,2021-01-15,107,228.28,2.1334579439252335
SBGR,TXOT,2021-01-15,266,963.59,3.6225187969924812
SBCT,TXOT,2021-01-15,42,75.43,1.7959523809523812
SBBR,TXOT,2021-01-15,124,483.36,3.898064516129032
SBSP,TXOT,2021-01-15,119,375.26,3.1534453781512606
SBGL,TXOT,2021-01-15,43,87.84,2.042790697674419
SBKP,TXOT,2021-01-15,143,383.24,2.68
SBPA,TXOT,2021-01-15,64,129.66,2.0259375
SBSV,TXOT,2021-01-15,88,318.61,3.620568181818182
SBRJ,TXOT,2021-01-16,87,195.65,2.2488505747126437
SBCF,TXOT,2021-01-16,90,171.27,1.903
SBBR,TXOT,2021-01-16,119,354.23,2.9767226890756304
SBCT,TXOT,2021-01-16,37,44.57,1.2045945945945946
SBGR,TXOT,2021-01-16,245,1027.78,4.195020408163265
SBGL,TXOT,2021-01-16,44,91.25,2.0738636363636362
SBSP,TXOT,2021-01-16,114,236.15,2.0714912280701756
SBKP,TXOT,2021-01-16,111,327.89,2.9539639639639637
SBPA,TXOT,2021-01-16,54,89.28,1.6533333333333333
SBSV,TXOT,2021-01-16,80,312.85,3.9106250000000005
SBRJ,TXOT,2021-01-17,73,200.63,2.7483561643835617
SBBR,TXOT,2021-01-17,112,405.33,3.619017857142857
SBCF,TXOT,2021-01-17,77,124.05,1.611038961038961
SBGR,TXOT,2021-01-17,207,576.65,2.7857487922705313
SBSP,TXOT,2021-01-17,104,226.71,2.179903846153846
SBGL,TXOT,2021-01-17,35,88.97,2.542
SBKP,TXOT,2021-01-17,117,376.68,3.2194871794871793
SBSV,TXOT,2021-01-17,75,492.92,6.572266666666667
SBPA,TXOT,2021-01-17,43,64.04,1.4893023255813955
SBCT,TXOT,2021-01-17,30,55.96,1.8653333333333333
SBPA,TXOT,2021-01-18,62,88.9,1.4338709677419357
SBCT,TXOT,2021-01-18,44,80.75,1.8352272727272727
SBSP,TXOT,2021-01-18,115,283.35,2.4639130434782612
SBBR,TXOT,2021-01-18,117,440.49,3.764871794871795
SBRJ,TXOT,2021-01-18,93,353.76,3.8038709677419353
SBGR,TXOT,2021-01-18,213,944.69,4.435164319248827
SBCF,TXOT,2021-01-18,104,290.13,2.7897115384615385
SBKP,TXOT,2021-01-18,143,545.75,3.8164335664335662
SBSV,TXOT,2021-01-18,82,365.87,4.461829268292683
SBGL,TXOT,2021-01-18,32,99.38,3.105625
SBSP,TXOT,2021-01-19,106,270.11,2.5482075471698113
SBRJ,TXOT,2021-01-19,91,327.68,3.600879120879121
SBCF,TXOT,2021-01-19,106,220.17,2.0770754716981132
SBBR,TXOT,2021-01-19,113,398.15999999999997,3.5235398230088495
SBGR,TXOT,2021-01-19,236,832.16,3.526101694915254
SBCT,TXOT,2021-01-19,36,57.08,1.5855555555555556
SBPA,TXOT,2021-01-19,51,127.72,2.504313725490196
SBGL,TXOT,2021-01-19,28,137.63,4.915357142857142
SBKP,TXOT,2021-01-19,144,567.87,3.9435416666666665
SBSV,TXOT,2021-01-19,68,225.49,3.3160294117647062
SBRJ,TXOT,2021-01-20,94,196.52,2.0906382978723403
SBPA,TXOT,2021-01-20,60,103.35,1.7225
SBGR,TXOT,2021-01-20,239,552.7,2.3125523012552303
SBBR,TXOT,2021-01-20,118,387.87,3.2870338983050846
SBCT,TXOT,2021-01-20,37,94.62,2.5572972972972976
SBCF,TXOT,2021-01-20,102,153.28,1.5027450980392156
SBSP,TXOT,2021-01-20,101,186.22,1.8437623762376238
SBGL,TXOT,2021-01-20,31,100.1,3.229032258064516
SBKP,TXOT,2021-01-20,143,435.72,3.046993006993007
SBSV,TXOT,2021-01-20,79,321.44,4.0688607594936705
SBBR,TXOT,2021-01-21,111,355.08,3.1989189189189187
SBRJ,TXOT,2021-01-21,88,225.99,2.568068181818182
SBGR,TXOT,2021-01-21,238,757.37,3.1822268907563025
SBCF,TXOT,2021-01-21,103,230.96,2.2423300970873785
SBGL,TXOT,2021-01-21,23,84.28,3.6643478260869564
SBCT,TXOT,2021-01-21,36,46.31,1.286388888888889
SBKP,TXOT,2021-01-21,148,573.18,3.8728378378378374
SBPA,TXOT,2021-01-21,57,89.06,1.5624561403508772
SBSP,TXOT,2021-01-21,103,257.48,2.4998058252427184
SBSV,TXOT,2021-01-21,60,137.92000000000002,2.298666666666667
SBBR,TXOT,2021-01-22,124,530.28,4.276451612903226
SBGR,TXOT,2021-01-22,249,791.56,3.1789558232931725
SBCF,TXOT,2021-01-22,107,208.65,1.95
SBCT,TXOT,2021-01-22,40,63.1,1.5775000000000001
SBGL,TXOT,2021-01-22,31,75.92,2.4490322580645163
SBRJ,TXOT,2021-01-22,92,227.42,2.47195652173913
SBSP,TXOT,2021-01-22,116,218.51,1.883706896551724
SBKP,TXOT,2021-01-22,143,449.88,3.146013986013986
SBPA,TXOT,2021-01-22,62,182.2,2.9387096774193546
SBSV,TXOT,2021-01-22,82,326.07,3.9764634146341464
SBBR,TXOT,2021-01-23,112,371.68,3.3185714285714285
SBCF,TXOT,2021-01-23,87,152.59,1.7539080459770116
SBPA,TXOT,2021-01-23,51,82.98,1.627058823529412
SBRJ,TXOT,2021-01-23,82,278.05,3.3908536585365856
SBGR,TXOT,2021-01-23,246,952.71,3.8728048780487807
SBCT,TXOT,2021-01-23,32,49.23,1.5384375
SBGL,TXOT,2021-01-23,39,163.26,4.186153846153846
SBSP,TXOT,2021-01-23,112,249.65,2.2290178571428574
SBKP,TXOT,2021-01-23,113,291.99,2.583982300884956
SBSV,TXOT,2021-01-23,77,215.79,2.8024675324675323
SBCF,TXOT,2021-01-24,78,121.64,1.5594871794871794
SBBR,TXOT,2021-01-24,100,306.77,3.0677
SBRJ,TXOT,2021-01-24,70,135.24,1.9320000000000002
SBCT,TXOT,2021-01-24,29,45.61,1.572758620689655
SBGR,TXOT,2021-01-24,191,569.01,2.979109947643979
SBSV,TXOT,2021-01-24,70,292.39,4.177
SBGL,TXOT,2021-01-24,34,81.23,2.3891176470588236
SBKP,TXOT,2021-01-24,110,250.68,2.278909090909091
SBSP,TXOT,2021-01-24,93,166.15,1.7865591397849463
SBPA,TXOT,2021-01-24,41,92.57000000000001,2.2578048780487805
SBGR,TXOT,2021-01-25,244,852.71,3.4947131147540986
SBBR,TXOT,2021-01-25,113,588.46,5.207610619469027
SBRJ,TXOT,2021-01-25,99,194.09,1.9605050505050505
SBCF,TXOT,2021-01-25,99,129.79,1.311010101010101
SBSV,TXOT,2021-01-25,73,310.68,4.255890410958904
SBCT,TXOT,2021-01-25,42,119.54,2.8461904761904764
SBGL,TXOT,2021-01-25,35,185.53,5.300857142857143
SBSP,TXOT,2021-01-25,120,240.42,2.0035
SBKP,TXOT,2021-01-25,143,295.47,2.0662237762237763
SBPA,TXOT,2021-01-25,61,132.91,2.1788524590163934
SBCF,TXOT,2021-01-26,101,193.82,1.919009900990099
SBSP,TXOT,2021-01-26,106,263.55,2.4863207547169814
SBRJ,TXOT,2021-01-26,95,284.84,2.998315789473684
SBBR,TXOT,2021-01-26,123,496.63,4.037642276422765
SBPA,TXOT,2021-01-26,61,155.65,2.5516393442622953
SBGR,TXOT,2021-01-26,242,842.44,3.4811570247933887
SBCT,TXOT,2021-01-26,35,38.25,1.0928571428571427
SBKP,TXOT,2021-01-26,145,518.26,3.574206896551724
SBGL,TXOT,2021-01-26,31,105.92,3.4167741935483873
SBSV,TXOT,2021-01-26,74,158.26,2.1386486486486485
SBSP,TXOT,2021-01-27,93,180.52,1.9410752688172044
SBKP,TXOT,2021-01-27,141,455.41,3.229858156028369
SBCF,TXOT,2021-01-27,101,211.25,2.0915841584158414
SBGR,TXOT,2021-01-27,242,714.67,2.953181818181818
SBRJ,TXOT,2021-01-27,85,261.34,3.0745882352941174
SBBR,TXOT,2021-01-27,113,459,4.061946902654867
SBCT,TXOT,2021-01-27,33,68.27,2.068787878787879
SBGL,TXOT,2021-01-27,28,90.3,3.225
SBPA,TXOT,2021-01-27,53,114.03,2.1515094339622642
SBSV,TXOT,2021-01-27,75,297.82,3.9709333333333334
SBBR,TXOT,2021-01-28,125,446.42,3.5713600000000003
SBRJ,TXOT,2021-01-28,91,333.85,3.668681318681319
SBCF,TXOT,2021-01-28,105,347.71,3.3115238095238095
SBGR,TXOT,2021-01-28,239,656.51,2.7469037656903765
SBCT,TXOT,2021-01-28,36,71.8,1.9944444444444445
SBGL,TXOT,2021-01-28,30,80.96,2.6986666666666665
SBSP,TXOT,2021-01-28,99,221.35,2.235858585858586
SBKP,TXOT,2021-01-28,145,437.98,3.020551724137931
SBPA,TXOT,2021-01-28,59,131.56,2.2298305084745764
SBSV,TXOT,2021-01-28,68,285.14,4.193235294117647
SBCT,TXOT,2021-01-29,36,41.94,1.165
SBCF,TXOT,2021-01-29,107,145.02,1.3553271028037384
SBRJ,TXOT,2021-01-29,95,297.7,3.1336842105263156
SBGR,TXOT,2021-01-29,235,821.02,3.4937021276595743
SBBR,TXOT,2021-01-29,116,487.61,4.203534482758621
SBGL,TXOT,2021-01-29,34,141.48000000000002,4.161176470588236
SBSP,TXOT,2021-01-29,101,220.9,2.1871287128712873
SBKP,TXOT,2021-01-29,140,323.18,2.3084285714285713
SBPA,TXOT,2021-01-29,57,108.76,1.9080701754385965
SBSV,TXOT,2021-01-29,81,287.01,3.543333333333333
SBRJ,TXOT,2021-01-30,74,252.18,3.407837837837838
SBGL,TXOT,2021-01-30,31,80.73,2.604193548387097
SBBR,TXOT,2021-01-30,101,373.86,3.7015841584158418
SBKP,TXOT,2021-01-30,115,239.11,2.079217391304348
SBSP,TXOT,2021-01-30,93,164.99,1.7740860215053764
SBGR,TXOT,2021-01-30,230,1131.3,4.918695652173913
SBCF,TXOT,2021-01-30,85,146.71,1.7260000000000002
SBPA,TXOT,2021-01-30,44,97.33,2.2120454545454544
SBCT,TXOT,2021-01-30,34,50.72,1.4917647058823529
SBSV,TXOT,2021-01-30,70,272.21999999999997,3.8888571428571423
SBRJ,TXOT,2021-01-31,72,208.68,2.8983333333333334
SBGR,TXOT,2021-01-31,183,555.32,3.0345355191256833
SBBR,TXOT,2021-01-31,93,428.08,4.603010752688172
SBCF,TXOT,2021-01-31,74,112.92,1.525945945945946
SBSV,TXOT,2021-01-31,69,435.26,6.308115942028985
SBKP,TXOT,2021-01-31,109,312.05,2.862844036697248
SBGL,TXOT,2021-01-31,33,65.94,1.998181818181818
SBSP,TXOT,2021-01-31,98,262.45,2.6780612244897957
SBPA,TXOT,2021-01-31,40,60.879999999999995,1.5219999999999998
SBCT,TXOT,2021-01-31,25,30.56,1.2224
SBBR,TXOT,2021-02-01,106,413.99,3.905566037735849
SBCF,TXOT,2021-02-01,84,133.51,1.5894047619047618
SBCT,TXOT,2021-02-01,38,61.71,1.6239473684210526
SBSP,TXOT,2021-02-01,108,281.11,2.6028703703703706
SBRJ,TXOT,2021-02-01,94,330.17,3.5124468085106386
SBGR,TXOT,2021-02-01,210,945.87,4.504142857142857
SBKP,TXOT,2021-02-01,131,357.1,2.7259541984732825
SBPA,TXOT,2021-02-01,57,117.47,2.0608771929824563
SBSV,TXOT,2021-02-01,66,204.93,3.105
SBGL,TXOT,2021-02-01,25,84.64,3.3856
SBCT,TXOT,2021-02-02,37,72.53,1.9602702702702703
SBSP,TXOT,2021-02-02,95,152.48,1.6050526315789473
SBBR,TXOT,2021-02-02,117,360.67,3.0826495726495726
SBRJ,TXOT,2021-02-02,86,318.1,3.698837209302326
SBGR,TXOT,2021-02-02,220,886.86,4.031181818181818
SBCF,TXOT,2021-02-02,86,134.71,1.5663953488372093
SBKP,TXOT,2021-02-02,141,460.87,3.268581560283688
SBSV,TXOT,2021-02-02,62,183.60999999999999,2.961451612903226
SBGL,TXOT,2021-02-02,32,72.96,2.28
SBPA,TXOT,2021-02-02,47,112.66,2.3970212765957446
SBSP,TXOT,2021-02-03,95,267.5,2.8157894736842106
SBCF,TXOT,2021-02-03,84,130.39000000000001,1.5522619047619048
SBGR,TXOT,2021-02-03,224,872.61,3.8955803571428573
SBCT,TXOT,2021-02-03,35,55.64,1.5897142857142856
SBBR,TXOT,2021-02-03,94,456.21,4.853297872340425
SBRJ,TXOT,2021-02-03,77,179.63,2.3328571428571427
SBKP,TXOT,2021-02-03,136,341.38,2.5101470588235295
SBPA,TXOT,2021-02-03,53,147.55,2.7839622641509436
SBGL,TXOT,2021-02-03,29,68.98,2.3786206896551727
SBSV,TXOT,2021-02-03,67,166.74,2.4886567164179105
SBRJ,TXOT,2021-02-04,83,260.24,3.135421686746988
SBGR,TXOT,2021-02-04,222,800.63,3.6064414414414414
SBSP,TXOT,2021-02-04,92,178.5,1.940217391304348
SBCT,TXOT,2021-02-04,35,71.01,2.028857142857143
SBBR,TXOT,2021-02-04,104,389.75,3.7475961538461537
SBCF,TXOT,2021-02-04,83,146.15,1.760843373493976
SBKP,TXOT,2021-02-04,139,346.39,2.4920143884892085
SBGL,TXOT,2021-02-04,26,95.48,3.6723076923076925
SBPA,TXOT,2021-02-04,42,94.4,2.2476190476190476
SBSV,TXOT,2021-02-04,64,179.27,2.80109375
SBSP,TXOT,2021-02-05,102,179.87,1.7634313725490196
SBBR,TXOT,2021-02-05,123,417.15,3.391463414634146
SBCF,TXOT,2021-02-05,81,150.67000000000002,1.8601234567901237
SBPA,TXOT,2021-02-05,50,136.94,2.7388
SBRJ,TXOT,2021-02-05,80,465.77,5.822125
SBGR,TXOT,2021-02-05,232,989.98,4.267155172413793
SBCT,TXOT,2021-02-05,35,80.61,2.303142857142857
SBKP,TXOT,2021-02-05,131,328.13,2.5048091603053435
SBGL,TXOT,2021-02-05,31,148.24,4.781935483870968
SBSV,TXOT,2021-02-05,69,255.23,3.698985507246377
SBCT,TXOT,2021-02-06,32,89.34,2.791875
SBCF,TXOT,2021-02-06,72,237.17,3.2940277777777776
SBGR,TXOT,2021-02-06,179,643.71,3.5961452513966483
SBBR,TXOT,2021-02-06,94,339.7,3.6138297872340424
SBRJ,TXOT,2021-02-06,66,229.53,3.4777272727272726
SBSP,TXOT,2021-02-06,86,104.6,1.2162790697674417
SBKP,TXOT,2021-02-06,111,207.06,1.8654054054054054
SBPA,TXOT,2021-02-06,42,131.95,3.1416666666666666
SBSV,TXOT,2021-02-06,56,159.55,2.849107142857143
SBGL,TXOT,2021-02-06,26,86.03,3.308846153846154
SBCT,TXOT,2021-02-07,29,40.3,1.389655172413793
SBCF,TXOT,2021-02-07,54,115.7,2.142592592592593
SBGR,TXOT,2021-02-07,178,595.11,3.3433146067415733
SBKP,TXOT,2021-02-07,111,160.94,1.44990990990991
SBSP,TXOT,2021-02-07,88,159.92,1.8172727272727272
SBRJ,TXOT,2021-02-07,73,175.75,2.4075342465753424
SBBR,TXOT,2021-02-07,74,215.5,2.9121621621621623
SBSV,TXOT,2021-02-07,57,174.31,3.0580701754385964
SBGL,TXOT,2021-02-07,22,24.64,1.12
SBPA,TXOT,2021-02-07,43,98.15,2.282558139534884
SBKP,TXOT,2021-02-08,144,371.73,2.5814583333333334
SBSP,TXOT,2021-02-08,111,135.41,1.2199099099099098
SBBR,TXOT,2021-02-08,121,405.69,3.352809917355372
SBRJ,TXOT,2021-02-08,94,361.49,3.8456382978723407
SBGR,TXOT,2021-02-08,212,626.03,2.9529716981132075
SBCT,TXOT,2021-02-08,41,133.62,3.2590243902439027
SBCF,TXOT,2021-02-08,84,259.43,3.088452380952381
SBPA,TXOT,2021-02-08,55,170.85,3.1063636363636364
SBGL,TXOT,2021-02-08,30,159.54,5.318
SBSV,TXOT,2021-02-08,63,204.27,3.2423809523809526
SBGR,TXOT,2021-02-09,197,515.54,2.616954314720812
SBCF,TXOT,2021-02-09,88,140.2,1.593181818181818
SBCT,TXOT,2021-02-09,34,62.660000000000004,1.8429411764705883
SBRJ,TXOT,2021-02-09,80,175.3,2.19125
SBBR,TXOT,2021-02-09,101,263.76,2.6114851485148516
SBKP,TXOT,2021-02-09,137,310.94,2.2696350364963505
SBSP,TXOT,2021-02-09,87,174.48,2.00551724137931
SBSV,TXOT,2021-02-09,61,146.38,2.399672131147541
SBPA,TXOT,2021-02-09,47,108.34,2.3051063829787233
SBGL,TXOT,2021-02-09,29,128.03,4.414827586206896
SBRJ,TXOT,2021-02-10,84,263.92,3.141904761904762
SBCT,TXOT,2021-02-10,35,73.14,2.089714285714286
SBSP,TXOT,2021-02-10,99,112.53,1.1366666666666667
SBCF,TXOT,2021-02-10,85,134.72,1.5849411764705883
SBBR,TXOT,2021-02-10,100,335.57,3.3557
SBGR,TXOT,2021-02-10,215,568.08,2.642232558139535
SBKP,TXOT,2021-02-10,140,313.17,2.2369285714285714
SBGL,TXOT,2021-02-10,27,40.58,1.5029629629629628
SBSV,TXOT,2021-02-10,68,208.33,3.0636764705882356
SBPA,TXOT,2021-02-10,54,119.41,2.2112962962962963
SBSP,TXOT,2021-02-11,106,235.38,2.220566037735849
SBRJ,TXOT,2021-02-11,87,268.98,3.0917241379310347
SBBR,TXOT,2021-02-11,107,441.3,4.124299065420561
SBGR,TXOT,2021-02-11,225,638.64,2.8384
SBCT,TXOT,2021-02-11,34,60.26,1.7723529411764705
SBCF,TXOT,2021-02-11,89,167.15,1.8780898876404495
SBKP,TXOT,2021-02-11,139,459.04,3.302446043165468
SBGL,TXOT,2021-02-11,33,119.13,3.61
SBPA,TXOT,2021-02-11,52,134.16,2.58
SBSV,TXOT,2021-02-11,66,188.24,2.852121212121212
SBRJ,TXOT,2021-02-12,97,373.53000000000003,3.8508247422680415
SBBR,TXOT,2021-02-12,121,452.75,3.7417355371900825
SBSP,TXOT,2021-02-12,116,297.98,2.568793103448276
SBGR,TXOT,2021-02-12,233,636.96,2.7337339055793994
SBKP,TXOT,2021-02-12,135,299.64,2.2195555555555555
SBCF,TXOT,2021-02-12,95,170.89,1.7988421052631578
SBCT,TXOT,2021-02-12,46,148.52,3.228695652173913
SBPA,TXOT,2021-02-12,57,85.54,1.500701754385965
SBGL,TXOT,2021-02-12,35,73.51,2.1002857142857145
SBSV,TXOT,2021-02-12,74,260.57,3.521216216216216
SBGR,TXOT,2021-02-13,188,632.86,3.3662765957446807
SBKP,TXOT,2021-02-13,114,323.06,2.833859649122807
SBSP,TXOT,2021-02-13,86,193.57,2.250813953488372
SBRJ,TXOT,2021-02-13,68,267.23,3.929852941176471
SBBR,TXOT,2021-02-13,92,262.14,2.8493478260869565
SBCT,TXOT,2021-02-13,37,61.17,1.6532432432432433
SBCF,TXOT,2021-02-13,78,150.87,1.9342307692307692
SBSV,TXOT,2021-02-13,63,157.04,2.4926984126984126
SBPA,TXOT,2021-02-13,46,103.33,2.246304347826087
SBGL,TXOT,2021-02-13,24,52.21,2.1754166666666666
SBCT,TXOT,2021-02-14,20,24.87,1.2435
SBCF,TXOT,2021-02-14,41,38.62,0.9419512195121951
SBKP,TXOT,2021-02-14,79,129.61,1.6406329113924052
SBGR,TXOT,2021-02-14,162,731.63,4.516234567901234
SBSP,TXOT,2021-02-14,66,71.56,1.0842424242424242
SBBR,TXOT,2021-02-14,62,125.82,2.0293548387096774
SBSV,TXOT,2021-02-14,38,71.31,1.8765789473684211
SBRJ,TXOT,2021-02-14,53,87.08,1.6430188679245283
SBGL,TXOT,2021-02-14,16,28.189999999999998,1.7618749999999999
SBPA,TXOT,2021-02-14,30,57.26,1.9086666666666665
SBGL,TXOT,2021-02-15,17,42.14,2.478823529411765
SBRJ,TXOT,2021-02-15,59,107.61,1.8238983050847457
SBCF,TXOT,2021-02-15,45,30.45,0.6766666666666666
SBGR,TXOT,2021-02-15,173,292.33,1.6897687861271675
SBBR,TXOT,2021-02-15,85,140.19,1.6492941176470588
SBCT,TXOT,2021-02-15,24,42.86,1.7858333333333334
SBKP,TXOT,2021-02-15,81,161.24,1.9906172839506173
SBSV,TXOT,2021-02-15,44,96.78,2.1995454545454547
SBPA,TXOT,2021-02-15,32,34.49,1.0778125
SBSP,TXOT,2021-02-15,68,77.26,1.1361764705882353
SBRJ,TXOT,2021-02-16,57,105.72,1.8547368421052632
SBBR,TXOT,2021-02-16,77,134.63,1.7484415584415585
SBCF,TXOT,2021-02-16,66,46.62,0.7063636363636363
SBCT,TXOT,2021-02-16,27,67.25,2.490740740740741
SBKP,TXOT,2021-02-16,102,190.84,1.8709803921568628
SBGR,TXOT,2021-02-16,182,470.75,2.5865384615384617
SBGL,TXOT,2021-02-16,20,15.940000000000001,0.797
SBPA,TXOT,2021-02-16,43,95.37,2.217906976744186
SBSV,TXOT,2021-02-16,47,119.93,2.5517021276595746
SBSP,TXOT,2021-02-16,72,115.11,1.59875
SBKP,TXOT,2021-02-17,112,253.06,2.259464285714286
SBCF,TXOT,2021-02-17,78,128.04,1.6415384615384614
SBSP,TXOT,2021-02-17,98,182.39,1.8611224489795917
SBRJ,TXOT,2021-02-17,76,167.51,2.204078947368421
SBBR,TXOT,2021-02-17,94,314.25,3.3430851063829787
SBCT,TXOT,2021-02-17,38,65.51,1.7239473684210527
SBGR,TXOT,2021-02-17,222,729.26,3.284954954954955
SBPA,TXOT,2021-02-17,53,129.92,2.451320754716981
SBGL,TXOT,2021-02-17,25,36.03,1.4412
SBSV,TXOT,2021-02-17,67,203,3.029850746268657
SBRJ,TXOT,2021-02-18,65,140.21,2.1570769230769233
SBGR,TXOT,2021-02-18,191,756.58,3.9611518324607333
SBCF,TXOT,2021-02-18,79,147.95,1.872784810126582
SBBR,TXOT,2021-02-18,92,258.52,2.8099999999999996
SBSP,TXOT,2021-02-18,82,211.8,2.5829268292682928
SBCT,TXOT,2021-02-18,38,91.62,2.4110526315789476
SBKP,TXOT,2021-02-18,110,305.01,2.772818181818182
SBGL,TXOT,2021-02-18,27,55.1,2.0407407407407407
SBPA,TXOT,2021-02-18,47,81.1,1.7255319148936168
SBSV,TXOT,2021-02-18,53,109.11,2.058679245283019
SBBR,TXOT,2021-02-19,92,210.19,2.2846739130434783
SBRJ,TXOT,2021-02-19,75,140.68,1.8757333333333335
SBCT,TXOT,2021-02-19,39,99.81,2.559230769230769
SBCF,TXOT,2021-02-19,74,133.39,1.8025675675675674
SBKP,TXOT,2021-02-19,110,239.97,2.1815454545454545
SBSP,TXOT,2021-02-19,85,154.47,1.8172941176470587
SBGR,TXOT,2021-02-19,210,563.4,2.682857142857143
SBGL,TXOT,2021-02-19,31,56.3,1.8161290322580643
SBPA,TXOT,2021-02-19,48,121.97,2.5410416666666666
SBSV,TXOT,2021-02-19,55,127.57,2.3194545454545454
SBCF,TXOT,2021-02-20,74,100.49,1.3579729729729728
SBRJ,TXOT,2021-02-20,64,153.65,2.40078125
SBGR,TXOT,2021-02-20,176,414.35,2.354261363636364
SBSP,TXOT,2021-02-20,75,93.92,1.2522666666666666
SBKP,TXOT,2021-02-20,109,209.71,1.9239449541284404
SBCT,TXOT,2021-02-20,34,74.07000000000001,2.178529411764706
SBBR,TXOT,2021-02-20,93,206.17000000000002,2.216881720430108
SBPA,TXOT,2021-02-20,44,72.39,1.6452272727272728
SBSV,TXOT,2021-02-20,49,81.7,1.6673469387755102
SBGL,TXOT,2021-02-20,27,41.28,1.528888888888889
SBCF,TXOT,2021-02-21,64,66.82,1.0440625
SBCT,TXOT,2021-02-21,29,49.01,1.69
SBGR,TXOT,2021-02-21,172,501.94,2.9182558139534884
SBKP,TXOT,2021-02-21,117,207.28,1.7716239316239317
SBRJ,TXOT,2021-02-21,69,178.68,2.5895652173913044
SBBR,TXOT,2021-02-21,75,150.95,2.0126666666666666
SBSP,TXOT,2021-02-21,87,171.77,1.9743678160919542
SBSV,TXOT,2021-02-21,56,162.43,2.900535714285714
SBGL,TXOT,2021-02-21,20,51.58,2.5789999999999997
SBPA,TXOT,2021-02-21,44,100.62,2.286818181818182
SBSP,TXOT,2021-02-22,110,176.75,1.606818181818182
SBCF,TXOT,2021-02-22,82,239.44,2.92
SBGR,TXOT,2021-02-22,212,612.8,2.890566037735849
SBKP,TXOT,2021-02-22,136,322.15,2.36875
SBBR,TXOT,2021-02-22,111,312.62,2.8163963963963963
SBRJ,TXOT,2021-02-22,87,254.57,2.9260919540229886
SBCT,TXOT,2021-02-22,47,81.45,1.7329787234042553
SBGL,TXOT,2021-02-22,29,80.54,2.777241379310345
SBPA,TXOT,2021-02-22,55,175.19,3.1852727272727273
SBSV,TXOT,2021-02-22,64,168.56,2.63375
SBRJ,TXOT,2021-02-23,79,171.29,2.1682278481012656
SBGR,TXOT,2021-02-23,207,591.42,2.857101449275362
SBBR,TXOT,2021-02-23,106,396.58,3.741320754716981
SBCT,TXOT,2021-02-23,37,66.92999999999999,1.8089189189189188
SBCF,TXOT,2021-02-23,81,110.89,1.3690123456790124
SBKP,TXOT,2021-02-23,139,422.19,3.037338129496403
SBSP,TXOT,2021-02-23,86,153.71,1.787325581395349
SBGL,TXOT,2021-02-23,30,84.98,2.832666666666667
SBPA,TXOT,2021-02-23,46,100.56,2.186086956521739
SBSV,TXOT,2021-02-23,63,139.22,2.2098412698412697
SBRJ,TXOT,2021-02-24,79,251.38,3.182025316455696
SBCT,TXOT,2021-02-24,34,59.53,1.7508823529411766
SBCF,TXOT,2021-02-24,81,132.04,1.6301234567901233
SBBR,TXOT,2021-02-24,100,337.06,3.3706
SBSP,TXOT,2021-02-24,91,136.5,1.5
SBGR,TXOT,2021-02-24,204,721.92,3.5388235294117645
SBKP,TXOT,2021-02-24,140,323.73,2.312357142857143
SBPA,TXOT,2021-02-24,50,93.93,1.8786
SBSV,TXOT,2021-02-24,60,314.95,5.2491666666666665
SBGL,TXOT,2021-02-24,27,58.96,2.1837037037037037
SBBR,TXOT,2021-02-25,98,275.3,2.809183673469388
SBRJ,TXOT,2021-02-25,81,228.56,2.8217283950617285
SBGR,TXOT,2021-02-25,206,717.49,3.4829611650485437
SBCF,TXOT,2021-02-25,80,164.7,2.05875
SBSP,TXOT,2021-02-25,90,139.61,1.5512222222222223
SBKP,TXOT,2021-02-25,132,327.96999999999997,2.484621212121212
SBGL,TXOT,2021-02-25,29,84.48,2.913103448275862
SBSV,TXOT,2021-02-25,58,157.61,2.7174137931034483
SBPA,TXOT,2021-02-25,44,89.18,2.026818181818182
SBCT,TXOT,2021-02-25,37,82.25,2.222972972972973
SBBR,TXOT,2021-02-26,105,402.53000000000003,3.833619047619048
SBSP,TXOT,2021-02-26,104,239.6,2.3038461538461537
SBCF,TXOT,2021-02-26,84,158.77,1.8901190476190477
SBRJ,TXOT,2021-02-26,86,248.85,2.8936046511627906
SBGR,TXOT,2021-02-26,216,715.93,3.3144907407407405
SBPA,TXOT,2021-02-26,52,82.49,1.5863461538461539
SBKP,TXOT,2021-02-26,135,299.19,2.216222222222222
SBGL,TXOT,2021-02-26,30,82.3,2.743333333333333
SBSV,TXOT,2021-02-26,69,214.52,3.108985507246377
SBCT,TXOT,2021-02-26,35,80.5,2.3
SBSP,TXOT,2021-02-27,83,145.01,1.7471084337349396
SBRJ,TXOT,2021-02-27,63,159.71,2.535079365079365
SBGR,TXOT,2021-02-27,179,380.61,2.1263128491620114
SBCT,TXOT,2021-02-27,31,40.97,1.3216129032258064
SBBR,TXOT,2021-02-27,91,225.13,2.473956043956044
SBPA,TXOT,2021-02-27,40,73.67,1.84175
SBCF,TXOT,2021-02-27,71,120.06,1.6909859154929578
SBKP,TXOT,2021-02-27,111,314.3,2.8315315315315317
SBSV,TXOT,2021-02-27,55,132.42,2.4076363636363634
