APT,PHASE,DATE,MVTS,ADD_TIME,AVG_ADD_TIME
SBSP,TXOT,2020-11-09,89,73.03,0.820561797752809
SBBR,TXOT,2020-11-09,122,466.83,3.8264754098360654
SBCT,TXOT,2020-11-09,44,71.54,1.625909090909091
SBRJ,TXOT,2020-11-09,79,282.16,3.5716455696202534
SBGR,TXOT,2020-11-09,218,582.39,2.6715137614678897
SBKP,TXOT,2020-11-09,133,415.3,3.1225563909774436
SBPA,TXOT,2020-11-09,49,89.36,1.823673469387755
SBSV,TXOT,2020-11-09,55,162.07,2.9467272727272724
SBGL,TXOT,2020-11-09,32,321.78,10.055625
SBCF,TXOT,2020-11-10,92,174.85,1.9005434782608694
SBBR,TXOT,2020-11-10,109,354.17,3.249266055045872
SBSP,TXOT,2020-11-10,82,155.43,1.8954878048780488
SBCT,TXOT,2020-11-10,44,96.43,2.1915909090909094
SBRJ,TXOT,2020-11-10,76,176.75,2.325657894736842
SBGR,TXOT,2020-11-10,213,568.48,2.6689201877934274
SBKP,TXOT,2020-11-10,140,577.88,4.127714285714286
SBPA,TXOT,2020-11-10,50,128.06,2.5612
SBSV,TXOT,2020-11-10,48,145.85999999999999,3.03875
SBGL,TXOT,2020-11-10,27,57.65,2.1351851851851853
SBCF,TXOT,2020-11-11,86,319.58,3.7160465116279067
SBRJ,TXOT,2020-11-11,78,218.32999999999998,2.7991025641025638
SBBR,TXOT,2020-11-11,105,330.54,3.148
SBSP,TXOT,2020-11-11,85,179.41,2.110705882352941
SBCT,TXOT,2020-11-11,38,63.72,1.676842105263158
SBGR,TXOT,2020-11-11,220,721.06,3.277545454545454
SBPA,TXOT,2020-11-11,50,110.8,2.2159999999999997
SBKP,TXOT,2020-11-11,142,773.2,5.445070422535212
SBSV,TXOT,2020-11-11,54,132.46,2.452962962962963
SBGL,TXOT,2020-11-11,31,273.41,8.81967741935484
SBGR,TXOT,2020-11-12,203,544.26,2.6810837438423647
SBCF,TXOT,2020-11-12,80,403.51,5.043875
SBRJ,TXOT,2020-11-12,88,178.07,2.023522727272727
SBBR,TXOT,2020-11-12,108,486.11,4.501018518518519
SBCT,TXOT,2020-11-12,43,96.37,2.2411627906976745
SBKP,TXOT,2020-11-12,141,528.43,3.7477304964539004
SBPA,TXOT,2020-11-12,50,105.52,2.1104
SBSP,TXOT,2020-11-12,84,140.97,1.6782142857142857
SBSV,TXOT,2020-11-12,51,133.79,2.623333333333333
SBGL,TXOT,2020-11-12,30,222.01,7.400333333333333
SBCF,TXOT,2020-11-13,92,196.94,2.1406521739130433
SBBR,TXOT,2020-11-13,117,802.01,6.854786324786325
SBCT,TXOT,2020-11-13,44,94.2,2.140909090909091
SBRJ,TXOT,2020-11-13,97,247.52,2.5517525773195877
SBSP,TXOT,2020-11-13,93,209.89,2.2568817204301075
SBGR,TXOT,2020-11-13,237,896.94,3.7845569620253166
SBKP,TXOT,2020-11-13,146,530.23,3.6317123287671236
SBPA,TXOT,2020-11-13,54,145.38,2.692222222222222
SBSV,TXOT,2020-11-13,58,262.18,4.520344827586207
SBGL,TXOT,2020-11-13,34,247.2,7.270588235294118
SBRJ,TXOT,2020-11-14,59,97.17999999999999,1.6471186440677965
SBCF,TXOT,2020-11-14,60,93.29,1.5548333333333335
SBGR,TXOT,2020-11-14,207,682.22,3.2957487922705315
SBSP,TXOT,2020-11-14,66,153.44,2.3248484848484847
SBBR,TXOT,2020-11-14,96,440.71,4.590729166666667
SBCT,TXOT,2020-11-14,29,63.41,2.186551724137931
SBSV,TXOT,2020-11-14,39,97.33,2.4956410256410257
SBKP,TXOT,2020-11-14,100,317.36,3.1736
SBPA,TXOT,2020-11-14,38,59.43,1.5639473684210525
SBGL,TXOT,2020-11-14,23,27.07,1.1769565217391305
SBPA,TXOT,2020-11-15,35,41.47,1.1848571428571428
SBBR,TXOT,2020-11-15,70,350.07,5.001
SBKP,TXOT,2020-11-15,100,318.2,3.182
SBRJ,TXOT,2020-11-15,60,122.17,2.036166666666667
SBCT,TXOT,2020-11-15,22,18.04,0.82
SBCF,TXOT,2020-11-15,39,32.54,0.8343589743589743
SBSV,TXOT,2020-11-15,43,137.93,3.2076744186046513
SBSP,TXOT,2020-11-15,72,91.07,1.264861111111111
SBGR,TXOT,2020-11-15,159,409.55,2.5757861635220127
SBGL,TXOT,2020-11-15,21,148.27,7.060476190476191
SBPA,TXOT,2020-11-16,50,95.84,1.9168
SBRJ,TXOT,2020-11-16,93,263.67,2.835161290322581
SBCF,TXOT,2020-11-16,83,192.31,2.316987951807229
SBBR,TXOT,2020-11-16,103,676.58,6.56873786407767
SBCT,TXOT,2020-11-16,43,102.22,2.3772093023255816
SBGR,TXOT,2020-11-16,224,711.82,3.1777678571428574
SBSP,TXOT,2020-11-16,93,280.9,3.0204301075268813
SBKP,TXOT,2020-11-16,146,412.26,2.8236986301369864
SBSV,TXOT,2020-11-16,53,203.45,3.8386792452830187
SBGL,TXOT,2020-11-16,29,82.63,2.849310344827586
SBGR,TXOT,2020-11-17,216,655.23,3.033472222222222
SBRJ,TXOT,2020-11-17,86,397.3,4.619767441860465
SBCT,TXOT,2020-11-17,38,92.33,2.429736842105263
SBPA,TXOT,2020-11-17,53,152.99,2.886603773584906
SBCF,TXOT,2020-11-17,91,395.45,4.345604395604395
SBSP,TXOT,2020-11-17,81,148.59,1.8344444444444445
SBBR,TXOT,2020-11-17,116,481.75,4.1530172413793105
SBKP,TXOT,2020-11-17,137,775.3,5.65912408759124
SBSV,TXOT,2020-11-17,48,111.2,2.316666666666667
SBGL,TXOT,2020-11-17,31,139.25,4.491935483870968
SBSP,TXOT,2020-11-18,85,166.27,1.9561176470588237
SBCF,TXOT,2020-11-18,78,102.3,1.3115384615384615
SBBR,TXOT,2020-11-18,105,420.09,4.000857142857143
SBGR,TXOT,2020-11-18,223,939.46,4.212825112107623
SBCT,TXOT,2020-11-18,39,57.28,1.4687179487179487
SBRJ,TXOT,2020-11-18,84,312.95,3.725595238095238
SBKP,TXOT,2020-11-18,132,397.94,3.0146969696969697
SBPA,TXOT,2020-11-18,49,104.79,2.138571428571429
SBSV,TXOT,2020-11-18,55,159.42,2.8985454545454545
SBGL,TXOT,2020-11-18,31,124.1,4.003225806451613
SBBR,TXOT,2020-11-19,112,559.69,4.997232142857143
SBKP,TXOT,2020-11-19,146,547.94,3.7530136986301375
SBCF,TXOT,2020-11-19,86,115.59,1.3440697674418605
SBGR,TXOT,2020-11-19,226,983.58,4.3521238938053095
SBSP,TXOT,2020-11-19,84,236.6,2.8166666666666664
SBRJ,TXOT,2020-11-19,80,321.17,4.0146250000000006
SBCT,TXOT,2020-11-19,39,62.79,1.6099999999999999
SBPA,TXOT,2020-11-19,52,154.53,2.9717307692307693
SBSV,TXOT,2020-11-19,51,108.71,2.13156862745098
SBGL,TXOT,2020-11-19,36,382.91,10.63638888888889
SBBR,TXOT,2020-11-20,114,494.44,4.33719298245614
SBCT,TXOT,2020-11-20,41,46.97,1.1456097560975609
SBGR,TXOT,2020-11-20,239,797.18,3.3354811715481167
SBCF,TXOT,2020-11-20,82,109.04,1.3297560975609757
SBRJ,TXOT,2020-11-20,80,234.88,2.936
SBSP,TXOT,2020-11-20,84,167.14000000000001,1.9897619047619048
SBKP,TXOT,2020-11-20,127,323.5,2.547244094488189
SBPA,TXOT,2020-11-20,52,162.71,3.1290384615384617
SBSV,TXOT,2020-11-20,59,161.71,2.740847457627119
SBGL,TXOT,2020-11-20,34,128.77,3.787352941176471
SBRJ,TXOT,2020-11-21,54,140.23,2.5968518518518517
SBCF,TXOT,2020-11-21,62,120.17,1.938225806451613
SBBR,TXOT,2020-11-21,90,347.34,3.859333333333333
SBCT,TXOT,2020-11-21,29,43.98,1.516551724137931
SBGR,TXOT,2020-11-21,200,712.45,3.56225
SBSP,TXOT,2020-11-21,60,94.29,1.5715000000000001
SBKP,TXOT,2020-11-21,99,281.55,2.843939393939394
SBPA,TXOT,2020-11-21,39,71.31,1.8284615384615386
SBGL,TXOT,2020-11-21,23,40.18,1.7469565217391305
SBSV,TXOT,2020-11-21,38,87.73,2.308684210526316
SBBR,TXOT,2020-11-22,65,177.6,2.732307692307692
SBRJ,TXOT,2020-11-22,57,148.07,2.597719298245614
SBCT,TXOT,2020-11-22,25,54.11,2.1644
SBKP,TXOT,2020-11-22,100,206.69,2.0669
SBGR,TXOT,2020-11-22,160,389.7,2.435625
SBGL,TXOT,2020-11-22,27,101.03999999999999,3.742222222222222
SBCF,TXOT,2020-11-22,41,66.02,1.6102439024390243
SBSV,TXOT,2020-11-22,43,213.62,4.967906976744186
SBSP,TXOT,2020-11-22,70,169.08,2.4154285714285715
SBPA,TXOT,2020-11-22,38,68.35,1.7986842105263157
SBPA,TXOT,2020-11-23,54,114.4,2.1185185185185187
SBRJ,TXOT,2020-11-23,101,278.6,2.7584158415841586
SBGR,TXOT,2020-11-23,229,993.39,4.337947598253275
SBCF,TXOT,2020-11-23,85,219.6,2.583529411764706
SBBR,TXOT,2020-11-23,120,711.15,5.92625
SBCT,TXOT,2020-11-23,43,97.12,2.258604651162791
SBSP,TXOT,2020-11-23,94,208.88,2.222127659574468
SBKP,TXOT,2020-11-23,142,371.33,2.6149999999999998
SBSV,TXOT,2020-11-23,56,167.96,2.9992857142857146
SBGL,TXOT,2020-11-23,31,209.93,6.771935483870968
SBSP,TXOT,2020-11-24,86,192.44,2.237674418604651
SBCF,TXOT,2020-11-24,92,224.33,2.4383695652173913
SBBR,TXOT,2020-11-24,116,568.34,4.89948275862069
SBRJ,TXOT,2020-11-24,86,208.27,2.421744186046512
SBCT,TXOT,2020-11-24,43,63.949999999999996,1.4872093023255812
SBGR,TXOT,2020-11-24,221,541.89,2.4519909502262442
SBPA,TXOT,2020-11-24,52,140.83,2.708269230769231
SBKP,TXOT,2020-11-24,143,486.73,3.4037062937062936
SBSV,TXOT,2020-11-24,49,107.19,2.187551020408163
SBGL,TXOT,2020-11-24,27,66.62,2.4674074074074075
SBRJ,TXOT,2020-11-25,85,217.24,2.555764705882353
SBCF,TXOT,2020-11-25,87,133.62,1.5358620689655174
SBCT,TXOT,2020-11-25,37,55.01,1.4867567567567568
SBSP,TXOT,2020-11-25,85,260.21999999999997,3.061411764705882
SBBR,TXOT,2020-11-25,104,431.29,4.147019230769231
SBGR,TXOT,2020-11-25,224,671.17,2.996294642857143
SBGL,TXOT,2020-11-25,34,177.57,5.222647058823529
SBPA,TXOT,2020-11-25,51,123.14999999999999,2.414705882352941
SBKP,TXOT,2020-11-25,141,360.32,2.5554609929078014
SBSV,TXOT,2020-11-25,56,202.31,3.6126785714285714
SBSP,TXOT,2020-11-26,89,267.56,3.006292134831461
SBRJ,TXOT,2020-11-26,90,262.25,2.9138888888888888
SBBR,TXOT,2020-11-26,115,386.1,3.3573913043478263
SBCF,TXOT,2020-11-26,92,99.2,1.0782608695652174
SBCT,TXOT,2020-11-26,43,93.17999999999999,2.166976744186046
SBGR,TXOT,2020-11-26,223,782.17,3.507488789237668
SBKP,TXOT,2020-11-26,144,632.11,4.389652777777778
SBPA,TXOT,2020-11-26,52,102,1.9615384615384615
SBSV,TXOT,2020-11-26,51,115.72,2.2690196078431373
SBGL,TXOT,2020-11-26,30,105.48,3.516
SBRJ,TXOT,2020-11-27,100,321.45,3.2144999999999997
SBCF,TXOT,2020-11-27,86,127.15,1.4784883720930233
SBCT,TXOT,2020-11-27,45,79.09,1.7575555555555555
SBBR,TXOT,2020-11-27,112,558.22,4.984107142857143
SBSP,TXOT,2020-11-27,95,256.78,2.7029473684210523
SBKP,TXOT,2020-11-27,145,525.41,3.62351724137931
SBGR,TXOT,2020-11-27,240,658.62,2.74425
SBPA,TXOT,2020-11-27,54,60.78,1.1255555555555556
SBSV,TXOT,2020-11-27,57,181.73,3.1882456140350874
SBGL,TXOT,2020-11-27,35,146.22,4.177714285714286
SBCF,TXOT,2020-11-28,64,51.02,0.7971875
SBRJ,TXOT,2020-11-28,58,147.8,2.548275862068966
SBBR,TXOT,2020-11-28,95,313.08,3.295578947368421
SBCT,TXOT,2020-11-28,29,45.199999999999996,1.5586206896551722
SBSP,TXOT,2020-11-28,65,95.35,1.4669230769230768
SBGR,TXOT,2020-11-28,209,727.89,3.4827272727272724
SBKP,TXOT,2020-11-28,99,184.99,1.8685858585858586
SBPA,TXOT,2020-11-28,41,72.77,1.7748780487804876
SBSV,TXOT,2020-11-28,38,90.36,2.377894736842105
SBGL,TXOT,2020-11-28,22,52.47,2.385
SBBR,TXOT,2020-11-29,66,203.39,3.0816666666666666
SBRJ,TXOT,2020-11-29,61,169.17,2.77327868852459
SBCT,TXOT,2020-11-29,26,26.47,1.018076923076923
SBCF,TXOT,2020-11-29,40,36.39,0.9097500000000001
SBKP,TXOT,2020-11-29,98,185.36,1.8914285714285715
SBGR,TXOT,2020-11-29,161,441.79,2.7440372670807456
SBSV,TXOT,2020-11-29,46,132.28,2.8756521739130436
SBSP,TXOT,2020-11-29,72,100.01,1.3890277777777778
SBPA,TXOT,2020-11-29,36,26.03,0.7230555555555556
SBGL,TXOT,2020-11-29,20,51.8,2.59
SBCF,TXOT,2020-11-30,82,117.37,1.4313414634146342
SBBR,TXOT,2020-11-30,112,546.9,4.883035714285714
SBPA,TXOT,2020-11-30,48,60.6,1.2625
SBRJ,TXOT,2020-11-30,90,466.65,5.185
SBCT,TXOT,2020-11-30,41,109.74,2.6765853658536582
SBSP,TXOT,2020-11-30,95,225.31,2.3716842105263156
SBGR,TXOT,2020-11-30,220,723.21,3.287318181818182
SBKP,TXOT,2020-11-30,137,351.17,2.563284671532847
SBSV,TXOT,2020-11-30,55,208.97,3.7994545454545454
SBGL,TXOT,2020-11-30,26,101.07,3.887307692307692
SBBR,TXOT,2020-12-01,122,572.04,4.688852459016394
SBRJ,TXOT,2020-12-01,97,283.73,2.9250515463917526
SBCF,TXOT,2020-12-01,95,273.69,2.8809473684210527
SBGR,TXOT,2020-12-01,231,673.86,2.9171428571428573
SBCT,TXOT,2020-12-01,40,89.62,2.2405
SBSV,TXOT,2020-12-01,55,225.04,4.091636363636363
SBPA,TXOT,2020-12-01,52,93.32,1.7946153846153845
SBSP,TXOT,2020-12-01,91,219.06,2.4072527472527474
SBKP,TXOT,2020-12-01,137,463.03,3.37978102189781
SBGL,TXOT,2020-12-01,30,125.78,4.192666666666667
SBCF,TXOT,2020-12-02,99,149.63,1.5114141414141413
SBSP,TXOT,2020-12-02,89,129.68,1.4570786516853933
SBGR,TXOT,2020-12-02,234,679.95,2.905769230769231
SBBR,TXOT,2020-12-02,123,783.3,6.368292682926829
SBKP,TXOT,2020-12-02,137,534.19,3.8991970802919713
SBCT,TXOT,2020-12-02,40,83.45,2.08625
SBRJ,TXOT,2020-12-02,95,229.04,2.4109473684210525
SBPA,TXOT,2020-12-02,49,104.36,2.1297959183673467
SBSV,TXOT,2020-12-02,60,197.67,3.2944999999999998
SBGL,TXOT,2020-12-02,35,146.18,4.176571428571429
SBSP,TXOT,2020-12-03,94,274.2,2.9170212765957446
SBBR,TXOT,2020-12-03,127,803.41,6.326062992125984
SBCF,TXOT,2020-12-03,98,218.99,2.234591836734694
SBGR,TXOT,2020-12-03,246,836.8,3.4016260162601624
SBRJ,TXOT,2020-12-03,100,317.35,3.1735
SBCT,TXOT,2020-12-03,41,92.68,2.260487804878049
SBPA,TXOT,2020-12-03,53,99.69,1.880943396226415
SBKP,TXOT,2020-12-03,142,765.3199999999999,5.389577464788732
SBSV,TXOT,2020-12-03,59,226.34,3.836271186440678
SBGL,TXOT,2020-12-03,36,104.43,2.9008333333333334
SBCF,TXOT,2020-12-04,98,237.1,2.419387755102041
SBBR,TXOT,2020-12-04,132,765.15,5.796590909090909
SBSP,TXOT,2020-12-04,93,179.83,1.9336559139784948
SBGR,TXOT,2020-12-04,255,1118.54,4.386431372549019
SBRJ,TXOT,2020-12-04,104,297.18,2.8575
SBCT,TXOT,2020-12-04,42,77.87,1.8540476190476192
SBKP,TXOT,2020-12-04,145,542.33,3.7402068965517246
SBPA,TXOT,2020-12-04,55,145.41,2.643818181818182
SBSV,TXOT,2020-12-04,62,323.84,5.223225806451612
SBGL,TXOT,2020-12-04,37,263.31,7.116486486486487
SBSP,TXOT,2020-12-05,71,196.76,2.7712676056338026
SBCF,TXOT,2020-12-05,67,109.7,1.637313432835821
SBRJ,TXOT,2020-12-05,70,132.68,1.8954285714285715
SBBR,TXOT,2020-12-05,109,308.16,2.8271559633027525
SBGR,TXOT,2020-12-05,231,648.3,2.8064935064935064
SBKP,TXOT,2020-12-05,108,151.98,1.4072222222222222
SBCT,TXOT,2020-12-05,34,109.82000000000001,3.2300000000000004
SBPA,TXOT,2020-12-05,41,79.45,1.9378048780487807
SBSV,TXOT,2020-12-05,51,162.31,3.182549019607843
SBGL,TXOT,2020-12-05,25,104.31,4.1724
SBRJ,TXOT,2020-12-06,64,178.51,2.78921875
SBBR,TXOT,2020-12-06,75,245.70000000000002,3.2760000000000002
SBCT,TXOT,2020-12-06,26,32.019999999999996,1.2315384615384615
SBGR,TXOT,2020-12-06,182,411.38,2.2603296703296705
SBKP,TXOT,2020-12-06,96,168.8,1.7583333333333335
SBPA,TXOT,2020-12-06,40,94.65,2.36625
SBCF,TXOT,2020-12-06,45,74.9,1.6644444444444446
SBGL,TXOT,2020-12-06,27,120.02,4.445185185185185
SBSV,TXOT,2020-12-06,45,137.74,3.060888888888889
SBSP,TXOT,2020-12-06,75,167.89000000000001,2.2385333333333337
SBCF,TXOT,2020-12-07,92,272.44,2.9613043478260868
SBRJ,TXOT,2020-12-07,97,294.71,3.038247422680412
SBBR,TXOT,2020-12-07,130,544.89,4.191461538461539
SBGR,TXOT,2020-12-07,236,963.47,4.0825000000000005
SBSP,TXOT,2020-12-07,98,197.04,2.0106122448979593
SBCT,TXOT,2020-12-07,43,88.41,2.056046511627907
SBKP,TXOT,2020-12-07,141,354.91,2.5170921985815604
SBPA,TXOT,2020-12-07,50,88.16,1.7631999999999999
SBSV,TXOT,2020-12-07,61,241.01,3.9509836065573767
SBGL,TXOT,2020-12-07,31,219.9,7.093548387096774
SBRJ,TXOT,2020-12-08,102,314.13,3.079705882352941
SBCF,TXOT,2020-12-08,101,231.15,2.2886138613861386
SBKP,TXOT,2020-12-08,141,375.83,2.6654609929078013
SBBR,TXOT,2020-12-08,121,571.82,4.725785123966943
SBCT,TXOT,2020-12-08,39,77.98,1.9994871794871796
SBGR,TXOT,2020-12-08,239,924.48,3.8681171548117157
SBSP,TXOT,2020-12-08,90,283.69,3.152111111111111
SBPA,TXOT,2020-12-08,58,95.59,1.648103448275862
SBSV,TXOT,2020-12-08,58,142.38,2.4548275862068967
SBGL,TXOT,2020-12-08,31,135.83,4.381612903225807
SBRJ,TXOT,2020-12-09,96,276.94,2.8847916666666666
SBGR,TXOT,2020-12-09,236,717.29,3.039364406779661
SBSP,TXOT,2020-12-09,87,231.72,2.663448275862069
SBBR,TXOT,2020-12-09,123,545.5,4.434959349593496
SBCF,TXOT,2020-12-09,98,252.85,2.5801020408163264
SBKP,TXOT,2020-12-09,150,529.7,3.5313333333333334
SBPA,TXOT,2020-12-09,54,140.45,2.600925925925926
SBCT,TXOT,2020-12-09,40,97.35000000000001,2.4337500000000003
SBSV,TXOT,2020-12-09,59,272.09,4.611694915254237
SBGL,TXOT,2020-12-09,33,193.98,5.878181818181818
SBCF,TXOT,2020-12-10,101,217.77,2.156138613861386
SBSP,TXOT,2020-12-10,93,176.41,1.8968817204301074
SBBR,TXOT,2020-12-10,125,680.59,5.44472
SBCT,TXOT,2020-12-10,43,92,2.13953488372093
SBRJ,TXOT,2020-12-10,102,489.93,4.8032352941176475
SBGR,TXOT,2020-12-10,248,901.45,3.634879032258065
SBSV,TXOT,2020-12-10,61,177.2,2.904918032786885
SBKP,TXOT,2020-12-10,149,447.67,3.004496644295302
SBPA,TXOT,2020-12-10,57,151.54,2.65859649122807
SBGL,TXOT,2020-12-10,36,138.59,3.8497222222222223
SBRJ,TXOT,2020-12-11,105,402.58,3.834095238095238
SBGR,TXOT,2020-12-11,259,834.2,3.220849420849421
SBCF,TXOT,2020-12-11,101,261.78000000000003,2.591881188118812
SBCT,TXOT,2020-12-11,43,85.89,1.9974418604651163
SBSP,TXOT,2020-12-11,94,192.04,2.0429787234042553
SBKP,TXOT,2020-12-11,145,613.19,4.228896551724138
SBBR,TXOT,2020-12-11,133,925.59,6.959323308270677
SBSV,TXOT,2020-12-11,64,365.15999999999997,5.7056249999999995
SBPA,TXOT,2020-12-11,59,133.02,2.254576271186441
SBGL,TXOT,2020-12-11,37,233.95,6.3229729729729724
SBRJ,TXOT,2020-12-12,72,307.15,4.265972222222222
SBCF,TXOT,2020-12-12,66,101.37,1.535909090909091
SBCT,TXOT,2020-12-12,35,52.47,1.499142857142857
SBSP,TXOT,2020-12-12,69,160.62,2.327826086956522
SBBR,TXOT,2020-12-12,109,470.77,4.318990825688073
SBGR,TXOT,2020-12-12,238,972.45,4.085924369747899
SBKP,TXOT,2020-12-12,108,306.71,2.839907407407407
SBPA,TXOT,2020-12-12,43,116.89,2.7183720930232558
SBSV,TXOT,2020-12-12,54,146.96,2.7214814814814816
SBGL,TXOT,2020-12-12,26,76.81,2.954230769230769
SBBR,TXOT,2020-12-13,77,239.25,3.107142857142857
SBGR,TXOT,2020-12-13,181,522.14,2.8847513812154695
SBCT,TXOT,2020-12-13,26,46.24,1.7784615384615385
SBGL,TXOT,2020-12-13,25,50.78,2.0312
SBRJ,TXOT,2020-12-13,65,184.51,2.8386153846153843
SBKP,TXOT,2020-12-13,110,232.94,2.1176363636363638
SBCF,TXOT,2020-12-13,44,44.24,1.0054545454545456
SBSV,TXOT,2020-12-13,45,185.31,4.118
SBPA,TXOT,2020-12-13,37,109.21,2.9516216216216216
SBSP,TXOT,2020-12-13,76,141.97,1.8680263157894736
SBSP,TXOT,2020-12-14,98,300.4,3.0653061224489795
SBRJ,TXOT,2020-12-14,97,487.77,5.0285567010309276
SBCF,TXOT,2020-12-14,99,210.16,2.1228282828282827
SBBR,TXOT,2020-12-14,122,565.58,4.6359016393442625
SBCT,TXOT,2020-12-14,42,94.51,2.250238095238095
SBGR,TXOT,2020-12-14,246,774.21,3.1471951219512198
SBKP,TXOT,2020-12-14,141,713.53,5.060496453900709
SBPA,TXOT,2020-12-14,60,157.57,2.6261666666666668
SBSV,TXOT,2020-12-14,60,164.49,2.7415000000000003
SBGL,TXOT,2020-12-14,35,234.47,6.699142857142857
SBRJ,TXOT,2020-12-15,100,396.52,3.9652
SBCF,TXOT,2020-12-15,100,168.13,1.6813
SBBR,TXOT,2020-12-15,125,492.05,3.9364
SBKP,TXOT,2020-12-15,143,765.31,5.351818181818182
SBGR,TXOT,2020-12-15,253,1158.44,4.578814229249012
SBSP,TXOT,2020-12-15,89,304.96999999999997,3.4266292134831455
SBPA,TXOT,2020-12-15,61,164.57,2.6978688524590164
SBCT,TXOT,2020-12-15,41,68.2,1.6634146341463416
SBSV,TXOT,2020-12-15,59,144.01,2.4408474576271186
SBGL,TXOT,2020-12-15,33,174.85,5.298484848484848
SBRJ,TXOT,2020-12-16,96,309.5,3.2239583333333335
SBCF,TXOT,2020-12-16,101,242.60999999999999,2.4020792079207918
SBBR,TXOT,2020-12-16,115,457.53000000000003,3.978521739130435
SBSP,TXOT,2020-12-16,89,229.62,2.58
SBCT,TXOT,2020-12-16,43,182.26,4.238604651162791
SBGR,TXOT,2020-12-16,222,897.09,4.040945945945946
SBPA,TXOT,2020-12-16,58,136,2.3448275862068964
SBSV,TXOT,2020-12-16,62,174.87,2.8204838709677422
SBGL,TXOT,2020-12-16,37,156.48,4.229189189189189
SBKP,TXOT,2020-12-16,147,692.27,4.709319727891156
SBRJ,TXOT,2020-12-17,104,263.11,2.529903846153846
SBBR,TXOT,2020-12-17,126,433.81,3.442936507936508
SBCF,TXOT,2020-12-17,104,199.54,1.918653846153846
SBGR,TXOT,2020-12-17,262,1069.1,4.080534351145038
SBCT,TXOT,2020-12-17,41,61.21,1.4929268292682927
SBSP,TXOT,2020-12-17,97,312.24,3.2189690721649487
SBGL,TXOT,2020-12-17,42,164.84,3.9247619047619047
SBKP,TXOT,2020-12-17,151,619.83,4.104834437086093
SBPA,TXOT,2020-12-17,58,130.71,2.2536206896551727
SBSV,TXOT,2020-12-17,64,206.02,3.2190625
SBRJ,TXOT,2020-12-18,99,398.98,4.03010101010101
SBSP,TXOT,2020-12-18,103,354.21999999999997,3.439029126213592
SBCF,TXOT,2020-12-18,103,216.51,2.1020388349514563
SBBR,TXOT,2020-12-18,133,615.43,4.627293233082707
SBGR,TXOT,2020-12-18,262,921.76,3.5181679389312976
SBCT,TXOT,2020-12-18,46,102.2,2.221739130434783
SBKP,TXOT,2020-12-18,149,335.61,2.2524161073825506
SBPA,TXOT,2020-12-18,65,154.44,2.376
SBSV,TXOT,2020-12-18,74,235.68,3.1848648648648648
SBGL,TXOT,2020-12-18,38,116.25,3.0592105263157894
SBSP,TXOT,2020-12-19,110,290.37,2.639727272727273
SBGR,TXOT,2020-12-19,256,1136.49,4.4394140625
SBRJ,TXOT,2020-12-19,90,384.94,4.277111111111111
SBBR,TXOT,2020-12-19,121,563.44,4.656528925619835
SBCF,TXOT,2020-12-19,87,150.64000000000001,1.7314942528735633
SBGL,TXOT,2020-12-19,46,137.01,2.978478260869565
SBKP,TXOT,2020-12-19,120,410.74,3.4228333333333336
SBCT,TXOT,2020-12-19,40,67.38,1.6844999999999999
SBSV,TXOT,2020-12-19,78,364.19,4.669102564102564
SBPA,TXOT,2020-12-19,54,103.22,1.9114814814814816
SBBR,TXOT,2020-12-20,111,393.59,3.5458558558558555
SBRJ,TXOT,2020-12-20,73,158.6,2.1726027397260275
SBCT,TXOT,2020-12-20,33,65.45,1.9833333333333334
SBGR,TXOT,2020-12-20,209,1328.46,6.356267942583732
SBCF,TXOT,2020-12-20,63,231.29,3.671269841269841
SBGL,TXOT,2020-12-20,35,97.52,2.786285714285714
SBKP,TXOT,2020-12-20,113,347.69,3.0769026548672564
SBSP,TXOT,2020-12-20,96,401,4.177083333333333
SBPA,TXOT,2020-12-20,48,81.2,1.6916666666666667
SBSV,TXOT,2020-12-20,68,242.95,3.572794117647059
SBSP,TXOT,2020-12-21,114,329.46,2.8899999999999997
SBCT,TXOT,2020-12-21,39,62.01,1.5899999999999999
SBCF,TXOT,2020-12-21,96,124.86,1.300625
SBBR,TXOT,2020-12-21,115,477.13,4.14895652173913
SBGL,TXOT,2020-12-21,41,228.79,5.580243902439024
SBRJ,TXOT,2020-12-21,101,373.56,3.698613861386139
SBGR,TXOT,2020-12-21,252,1224.71,4.859960317460318
SBKP,TXOT,2020-12-21,142,730.3199999999999,5.143098591549295
SBSV,TXOT,2020-12-21,76,268.28,3.53
SBPA,TXOT,2020-12-21,64,158.09,2.47015625
SBSV,TXOT,2020-12-22,81,320.38,3.9553086419753085
SBSP,TXOT,2020-12-22,113,340.14,3.010088495575221
SBGR,TXOT,2020-12-22,269,963.4,3.581412639405204
SBBR,TXOT,2020-12-22,128,451.24,3.5253125
SBCT,TXOT,2020-12-22,47,132.15,2.8117021276595744
SBCF,TXOT,2020-12-22,101,140.19,1.388019801980198
SBRJ,TXOT,2020-12-22,101,346.61,3.431782178217822
SBPA,TXOT,2020-12-22,65,157.16,2.417846153846154
SBGL,TXOT,2020-12-22,45,162.23,3.605111111111111
SBKP,TXOT,2020-12-22,139,410.89,2.956043165467626
SBCT,TXOT,2020-12-23,43,165.68,3.8530232558139534
SBGR,TXOT,2020-12-23,231,646.65,2.7993506493506493
SBCF,TXOT,2020-12-23,103,205.3,1.9932038834951458
SBRJ,TXOT,2020-12-23,98,324.75,3.313775510204082
