DEP_CNTRY,IS_STUDY,DES_CNTRY,TFC_TYPE,DES_PRU,DEPS,REGION,YEAR
NL,TRUE,CZ,regional,Eurocontrol,2508,EUR,2024
CZ,FALSE,CH,regional,Eurocontrol,2506,EUR,2024
ES,TRUE,AE,international,Middle East,2501,EUR,2024
DE,TRUE,BG,regional,Eurocontrol,2493,EUR,2024
PT,FALSE,BE,regional,Eurocontrol,2484,EUR,2024
TR,FALSE,BG,regional,Eurocontrol,2480,EUR,2024
BG,FALSE,TR,regional,Eurocontrol,2479,EUR,2024
NO,FALSE,IT,regional,Eurocontrol,2474,EUR,2024
PL,FALSE,AE,international,Middle East,2466,EUR,2024
MT,FALSE,FR,regional,Eurocontrol,2462,EUR,2024
FR,TRUE,NO,regional,Eurocontrol,2446,EUR,2024
AT,FALSE,DK,regional,Eurocontrol,2443,EUR,2024
DK,FALSE,AT,regional,Eurocontrol,2441,EUR,2024
PL,FALSE,BG,regional,Eurocontrol,2436,EUR,2024
BG,FALSE,PL,regional,Eurocontrol,2431,EUR,2024
PT,TRUE,BE,regional,Eurocontrol,2430,EUR,2024
BE,FALSE,NL,regional,Eurocontrol,2416,EUR,2024
GR,FALSE,US,international,Northern America,2411,EUR,2024
FR,FALSE,LU,regional,Eurocontrol,2407,EUR,2024
DK,FALSE,IS,international,Northern America,2400,EUR,2024
GB,TRUE,SA,international,Middle East,2383,EUR,2024
GB,TRUE,CZ,regional,Eurocontrol,2374,EUR,2024
DE,FALSE,AL,regional,Eurocontrol,2370,EUR,2024
CY,FALSE,PL,regional,Eurocontrol,2368,EUR,2024
FR,TRUE,FI,regional,Eurocontrol,2366,EUR,2024
GB,FALSE,AL,regional,Eurocontrol,2356,EUR,2024
GB,FALSE,QA,international,Middle East,2355,EUR,2024
BG,FALSE,AT,regional,Eurocontrol,2337,EUR,2024
CH,TRUE,PL,regional,Eurocontrol,2335,EUR,2024
HR,FALSE,PL,regional,Eurocontrol,2330,EUR,2024
AT,FALSE,BG,regional,Eurocontrol,2327,EUR,2024
PL,FALSE,HR,regional,Eurocontrol,2326,EUR,2024
GE,FALSE,AE,international,Middle East,2324,EUR,2024
NL,TRUE,CA,international,Northern America,2317,EUR,2024
RO,FALSE,NL,regional,Eurocontrol,2313,EUR,2024
NL,FALSE,NA,NA,NA,2312,EUR,2024
PL,FALSE,CY,regional,Eurocontrol,2301,EUR,2024
DE,FALSE,MK,regional,Eurocontrol,2298,EUR,2024
IT,FALSE,CA,international,Northern America,2291,EUR,2024
GE,FALSE,IL,international,Middle East,2290,EUR,2024
ES,TRUE,CZ,regional,Eurocontrol,2288,EUR,2024
NL,FALSE,PT,regional,Eurocontrol,2273,EUR,2024
GE,FALSE,AZ,international,Asia,2272,EUR,2024
DE,TRUE,QA,international,Middle East,2262,EUR,2024
ES,FALSE,HU,regional,Eurocontrol,2260,EUR,2024
ES,TRUE,QA,international,Middle East,2249,EUR,2024
GR,FALSE,NO,regional,Eurocontrol,2248,EUR,2024
ES,TRUE,AR,international,Southern America,2245,EUR,2024
HU,FALSE,NL,regional,Eurocontrol,2244,EUR,2024
TR,FALSE,KG,international,Asia,2236,EUR,2024
ES,TRUE,HU,regional,Eurocontrol,2235,EUR,2024
CH,FALSE,GR,regional,Eurocontrol,2233,EUR,2024
CY,FALSE,CY,regional,Eurocontrol,2230,EUR,2024
PL,FALSE,LT,regional,Eurocontrol,2230,EUR,2024
GB,TRUE,MT,regional,Eurocontrol,2227,EUR,2024
ES,FALSE,TR,regional,Eurocontrol,2219,EUR,2024
NO,FALSE,GR,regional,Eurocontrol,2217,EUR,2024
ME,FALSE,TR,regional,Eurocontrol,2215,EUR,2024
BG,FALSE,ES,regional,Eurocontrol,2203,EUR,2024
GB,TRUE,HK,international,China,2202,EUR,2024
TR,FALSE,ME,regional,Eurocontrol,2201,EUR,2024
LT,FALSE,LV,regional,Eurocontrol,2198,EUR,2024
GB,TRUE,HR,regional,Eurocontrol,2197,EUR,2024
LV,FALSE,LT,regional,Eurocontrol,2197,EUR,2024
FR,TRUE,IN,international,Asia,2190,EUR,2024
NO,FALSE,TR,regional,Eurocontrol,2190,EUR,2024
IE,FALSE,BE,regional,Eurocontrol,2186,EUR,2024
FI,FALSE,NL,regional,Eurocontrol,2177,EUR,2024
RS,FALSE,CH,regional,Eurocontrol,2161,EUR,2024
AT,FALSE,RS,regional,Eurocontrol,2148,EUR,2024
TR,FALSE,MA,international,Africa,2148,EUR,2024
TR,FALSE,NO,regional,Eurocontrol,2144,EUR,2024
PL,FALSE,HU,regional,Eurocontrol,2140,EUR,2024
RS,FALSE,AT,regional,Eurocontrol,2137,EUR,2024
HU,FALSE,PL,regional,Eurocontrol,2136,EUR,2024
HU,FALSE,GR,regional,Eurocontrol,2126,EUR,2024
GR,FALSE,HU,regional,Eurocontrol,2125,EUR,2024
BA,FALSE,TR,regional,Eurocontrol,2120,EUR,2024
NL,TRUE,FI,regional,Eurocontrol,2115,EUR,2024
TR,FALSE,BA,regional,Eurocontrol,2108,EUR,2024
CY,FALSE,DE,regional,Eurocontrol,2102,EUR,2024
LV,FALSE,GB,regional,Eurocontrol,2092,EUR,2024
TR,FALSE,CN,international,China,2083,EUR,2024
GB,FALSE,FI,regional,Eurocontrol,2078,EUR,2024
BE,FALSE,IE,regional,Eurocontrol,2075,EUR,2024
CH,TRUE,DK,regional,Eurocontrol,2073,EUR,2024
PL,FALSE,PT,regional,Eurocontrol,2070,EUR,2024
CH,FALSE,TR,regional,Eurocontrol,2069,EUR,2024
HU,FALSE,RO,regional,Eurocontrol,2065,EUR,2024
ES,TRUE,CN,international,China,2043,EUR,2024
RO,FALSE,PL,regional,Eurocontrol,2036,EUR,2024
FR,FALSE,XK,NA,NA,2034,EUR,2024
PL,FALSE,RO,regional,Eurocontrol,2032,EUR,2024
DE,TRUE,TN,international,Africa,2025,EUR,2024
NL,TRUE,HR,regional,Eurocontrol,2014,EUR,2024
SI,FALSE,DE,regional,Eurocontrol,2010,EUR,2024
TR,FALSE,BH,international,Middle East,2008,EUR,2024
GB,TRUE,FI,regional,Eurocontrol,2004,EUR,2024
LT,FALSE,PL,regional,Eurocontrol,2001,EUR,2024
ES,TRUE,BR,international,Southern America,1993,EUR,2024
FR,TRUE,CZ,regional,Eurocontrol,1989,EUR,2024
DE,TRUE,RS,regional,Eurocontrol,1980,EUR,2024
IE,FALSE,CH,regional,Eurocontrol,1980,EUR,2024
AL,FALSE,TR,regional,Eurocontrol,1976,EUR,2024
LT,FALSE,DK,regional,Eurocontrol,1975,EUR,2024
NL,FALSE,PL,regional,Eurocontrol,1974,EUR,2024
ES,FALSE,LU,regional,Eurocontrol,1973,EUR,2024
GR,FALSE,FI,regional,Eurocontrol,1970,EUR,2024
TR,FALSE,AL,regional,Eurocontrol,1970,EUR,2024
DK,FALSE,LT,regional,Eurocontrol,1964,EUR,2024
FI,FALSE,GR,regional,Eurocontrol,1963,EUR,2024
PT,FALSE,US,international,Northern America,1954,EUR,2024
EE,FALSE,SE,regional,Eurocontrol,1948,EUR,2024
SE,FALSE,EE,regional,Eurocontrol,1947,EUR,2024
PT,TRUE,CV,international,Africa,1945,EUR,2024
DE,TRUE,KR,international,Asia,1941,EUR,2024
LT,FALSE,TR,regional,Eurocontrol,1937,EUR,2024
RS,FALSE,FR,regional,Eurocontrol,1934,EUR,2024
PT,FALSE,LU,regional,Eurocontrol,1923,EUR,2024
FR,FALSE,MT,regional,Eurocontrol,1917,EUR,2024
GR,FALSE,AE,international,Middle East,1916,EUR,2024
TR,FALSE,IN,international,Asia,1912,EUR,2024
TR,FALSE,LT,regional,Eurocontrol,1909,EUR,2024
CH,TRUE,RS,regional,Eurocontrol,1892,EUR,2024
RS,FALSE,GR,regional,Eurocontrol,1872,EUR,2024
DE,FALSE,TN,international,Africa,1871,EUR,2024
CH,TRUE,SE,regional,Eurocontrol,1868,EUR,2024
GR,FALSE,RS,regional,Eurocontrol,1866,EUR,2024
AT,FALSE,EG,international,Middle East,1855,EUR,2024
IT,FALSE,SA,international,Middle East,1854,EUR,2024
MK,FALSE,TR,regional,Eurocontrol,1852,EUR,2024
TR,FALSE,MK,regional,Eurocontrol,1852,EUR,2024
RO,FALSE,HU,regional,Eurocontrol,1851,EUR,2024
SE,FALSE,AT,regional,Eurocontrol,1849,EUR,2024
AT,FALSE,SE,regional,Eurocontrol,1845,EUR,2024
CZ,FALSE,AT,regional,Eurocontrol,1844,EUR,2024
PT,TRUE,IE,regional,Eurocontrol,1839,EUR,2024
DE,FALSE,QA,international,Middle East,1838,EUR,2024
HR,FALSE,CH,regional,Eurocontrol,1822,EUR,2024
GB,TRUE,HU,regional,Eurocontrol,1812,EUR,2024
HU,FALSE,BE,regional,Eurocontrol,1812,EUR,2024
FR,FALSE,SE,regional,Eurocontrol,1809,EUR,2024
AT,FALSE,CZ,regional,Eurocontrol,1800,EUR,2024
DK,FALSE,PT,regional,Eurocontrol,1800,EUR,2024
NL,TRUE,BE,regional,Eurocontrol,1797,EUR,2024
IT,FALSE,NA,NA,NA,1785,EUR,2024
DE,TRUE,MT,regional,Eurocontrol,1782,EUR,2024
TR,FALSE,TN,international,Africa,1781,EUR,2024
FR,TRUE,RO,regional,Eurocontrol,1777,EUR,2024
NL,TRUE,MA,international,Africa,1775,EUR,2024
SK,FALSE,GB,regional,Eurocontrol,1773,EUR,2024
NO,FALSE,CH,regional,Eurocontrol,1771,EUR,2024
NL,FALSE,DE,regional,Eurocontrol,1764,EUR,2024
GB,FALSE,SK,regional,Eurocontrol,1763,EUR,2024
GB,TRUE,ZA,international,Africa,1762,EUR,2024
DE,TRUE,SG,international,Asia,1761,EUR,2024
LT,FALSE,IT,regional,Eurocontrol,1758,EUR,2024
IT,FALSE,LT,regional,Eurocontrol,1754,EUR,2024
DE,FALSE,LT,regional,Eurocontrol,1752,EUR,2024
HR,FALSE,ES,regional,Eurocontrol,1742,EUR,2024
LT,FALSE,LT,regional,Eurocontrol,1724,EUR,2024
DE,FALSE,LV,regional,Eurocontrol,1722,EUR,2024
CH,TRUE,BE,regional,Eurocontrol,1720,EUR,2024
BE,FALSE,HU,regional,Eurocontrol,1711,EUR,2024
BA,FALSE,DE,regional,Eurocontrol,1710,EUR,2024
PL,FALSE,TN,international,Africa,1709,EUR,2024
EE,FALSE,DE,regional,Eurocontrol,1706,EUR,2024
HU,FALSE,AT,regional,Eurocontrol,1705,EUR,2024
FR,FALSE,CA,international,Northern America,1698,EUR,2024
BE,FALSE,AE,international,Middle East,1696,EUR,2024
GR,FALSE,EG,international,Middle East,1694,EUR,2024
SE,FALSE,LV,regional,Eurocontrol,1692,EUR,2024
GB,TRUE,IS,international,Northern America,1691,EUR,2024
DE,FALSE,IL,international,Middle East,1690,EUR,2024
MD,FALSE,IT,regional,Eurocontrol,1688,EUR,2024
PT,TRUE,CA,international,Northern America,1686,EUR,2024
LV,FALSE,SE,regional,Eurocontrol,1685,EUR,2024
IT,FALSE,MD,regional,Eurocontrol,1679,EUR,2024
TR,FALSE,FI,regional,Eurocontrol,1675,EUR,2024
DK,FALSE,LV,regional,Eurocontrol,1674,EUR,2024
PL,FALSE,US,international,Northern America,1674,EUR,2024
LV,FALSE,DK,regional,Eurocontrol,1671,EUR,2024
ES,TRUE,SE,regional,Eurocontrol,1668,EUR,2024
FR,TRUE,JP,international,Asia,1658,EUR,2024
CH,TRUE,EG,international,Middle East,1655,EUR,2024
FI,FALSE,TR,regional,Eurocontrol,1652,EUR,2024
GB,TRUE,JP,international,Asia,1637,EUR,2024
NL,TRUE,RO,regional,Eurocontrol,1637,EUR,2024
PL,FALSE,AL,regional,Eurocontrol,1627,EUR,2024
AL,FALSE,PL,regional,Eurocontrol,1626,EUR,2024
LU,FALSE,CH,regional,Eurocontrol,1619,EUR,2024
TR,FALSE,OM,international,Middle East,1615,EUR,2024
DE,TRUE,LV,regional,Eurocontrol,1614,EUR,2024
FR,TRUE,BR,international,Southern America,1605,EUR,2024
NL,FALSE,FR,regional,Eurocontrol,1605,EUR,2024
AT,FALSE,HU,regional,Eurocontrol,1603,EUR,2024
CH,FALSE,DK,regional,Eurocontrol,1597,EUR,2024
ES,TRUE,EG,international,Middle East,1592,EUR,2024
TR,FALSE,XK,NA,NA,1588,EUR,2024
DE,TRUE,TH,international,Asia,1587,EUR,2024
HU,FALSE,CH,regional,Eurocontrol,1587,EUR,2024
CH,TRUE,AE,international,Middle East,1583,EUR,2024
CH,TRUE,XK,NA,NA,1579,EUR,2024
TR,FALSE,TH,international,Asia,1579,EUR,2024
FR,TRUE,BE,regional,Eurocontrol,1577,EUR,2024
IT,FALSE,BR,international,Southern America,1576,EUR,2024
RO,FALSE,MD,regional,Eurocontrol,1575,EUR,2024
BE,FALSE,NO,regional,Eurocontrol,1574,EUR,2024
ES,TRUE,IL,international,Middle East,1572,EUR,2024
TR,FALSE,IE,regional,Eurocontrol,1571,EUR,2024
LV,FALSE,EE,regional,Eurocontrol,1570,EUR,2024
FR,TRUE,IL,international,Middle East,1567,EUR,2024
MD,FALSE,RO,regional,Eurocontrol,1567,EUR,2024
EE,FALSE,LV,regional,Eurocontrol,1566,EUR,2024
TR,FALSE,PT,regional,Eurocontrol,1559,EUR,2024
ES,TRUE,PE,international,Southern America,1556,EUR,2024
AT,FALSE,AE,international,Middle East,1548,EUR,2024
NL,TRUE,LU,regional,Eurocontrol,1545,EUR,2024
AT,FALSE,PT,regional,Eurocontrol,1544,EUR,2024
NL,TRUE,HU,regional,Eurocontrol,1544,EUR,2024
CH,FALSE,US,international,Northern America,1538,EUR,2024
ES,TRUE,NO,regional,Eurocontrol,1530,EUR,2024
CH,TRUE,CZ,regional,Eurocontrol,1527,EUR,2024
PL,FALSE,MT,regional,Eurocontrol,1527,EUR,2024
MT,FALSE,PL,regional,Eurocontrol,1522,EUR,2024
GB,FALSE,CA,international,Northern America,1515,EUR,2024
AT,FALSE,US,international,Northern America,1511,EUR,2024
RS,FALSE,HR,regional,Eurocontrol,1511,EUR,2024
IE,FALSE,TR,regional,Eurocontrol,1510,EUR,2024
GB,FALSE,NA,NA,NA,1507,EUR,2024
HR,FALSE,RS,regional,Eurocontrol,1499,EUR,2024
HU,FALSE,CN,international,China,1499,EUR,2024
RO,FALSE,IL,international,Middle East,1499,EUR,2024
AM,FALSE,AE,international,Middle East,1493,EUR,2024
FR,FALSE,NO,regional,Eurocontrol,1493,EUR,2024
FR,TRUE,QA,international,Middle East,1493,EUR,2024
GR,FALSE,BG,regional,Eurocontrol,1493,EUR,2024
GB,FALSE,TN,international,Africa,1478,EUR,2024
CH,FALSE,MA,international,Africa,1468,EUR,2024
RO,FALSE,AE,international,Middle East,1455,EUR,2024
FR,FALSE,AE,international,Middle East,1448,EUR,2024
BG,FALSE,GR,regional,Eurocontrol,1446,EUR,2024
TR,FALSE,PK,international,Asia,1443,EUR,2024
GB,FALSE,CN,international,China,1437,EUR,2024
DE,TRUE,SI,regional,Eurocontrol,1432,EUR,2024
DE,FALSE,LU,regional,Eurocontrol,1431,EUR,2024
RS,FALSE,RU,international,Russia,1428,EUR,2024
LV,FALSE,NO,regional,Eurocontrol,1424,EUR,2024
MT,FALSE,ES,regional,Eurocontrol,1424,EUR,2024
BE,FALSE,QA,international,Middle East,1422,EUR,2024
DE,TRUE,IL,international,Middle East,1422,EUR,2024
NO,FALSE,LV,regional,Eurocontrol,1420,EUR,2024
IE,FALSE,CA,international,Northern America,1414,EUR,2024
BE,FALSE,CZ,regional,Eurocontrol,1411,EUR,2024
CZ,FALSE,BE,regional,Eurocontrol,1411,EUR,2024
GI,FALSE,GB,regional,Eurocontrol,1409,EUR,2024
EE,FALSE,PL,regional,Eurocontrol,1408,EUR,2024
SK,FALSE,SK,regional,Eurocontrol,1407,EUR,2024
NL,FALSE,GR,regional,Eurocontrol,1405,EUR,2024
FI,FALSE,BE,regional,Eurocontrol,1404,EUR,2024
FI,FALSE,LT,regional,Eurocontrol,1394,EUR,2024
SE,FALSE,NA,NA,NA,1392,EUR,2024
GB,FALSE,LV,regional,Eurocontrol,1384,EUR,2024
HU,FALSE,IL,international,Middle East,1381,EUR,2024
RS,FALSE,NL,regional,Eurocontrol,1377,EUR,2024
AL,FALSE,FR,regional,Eurocontrol,1373,EUR,2024
LU,FALSE,NL,regional,Eurocontrol,1369,EUR,2024
TR,FALSE,HR,regional,Eurocontrol,1362,EUR,2024
NL,TRUE,QA,international,Middle East,1360,EUR,2024
AT,FALSE,AL,regional,Eurocontrol,1358,EUR,2024
DE,TRUE,MX,international,Southern America,1358,EUR,2024
CH,TRUE,NO,regional,Eurocontrol,1355,EUR,2024
AL,FALSE,AT,regional,Eurocontrol,1354,EUR,2024
BG,FALSE,FR,regional,Eurocontrol,1354,EUR,2024
FR,TRUE,MX,international,Southern America,1354,EUR,2024
IT,FALSE,LV,regional,Eurocontrol,1353,EUR,2024
FI,FALSE,CH,regional,Eurocontrol,1351,EUR,2024
DE,FALSE,CY,regional,Eurocontrol,1350,EUR,2024
ES,TRUE,DO,international,Southern America,1348,EUR,2024
BE,FALSE,HR,regional,Eurocontrol,1345,EUR,2024
NL,FALSE,MA,international,Africa,1344,EUR,2024
BG,FALSE,CZ,regional,Eurocontrol,1342,EUR,2024
TR,FALSE,SK,regional,Eurocontrol,1342,EUR,2024
LV,FALSE,IT,regional,Eurocontrol,1341,EUR,2024
FR,FALSE,AL,regional,Eurocontrol,1340,EUR,2024
HR,FALSE,BE,regional,Eurocontrol,1338,EUR,2024
CZ,FALSE,BG,regional,Eurocontrol,1337,EUR,2024
SK,FALSE,TR,regional,Eurocontrol,1334,EUR,2024
AT,FALSE,NA,NA,NA,1331,EUR,2024
CH,TRUE,HR,regional,Eurocontrol,1331,EUR,2024
GR,FALSE,AL,regional,Eurocontrol,1331,EUR,2024
NL,TRUE,AN,NA,NA,1327,EUR,2024
FR,FALSE,RE,international,Africa,1326,EUR,2024
LT,FALSE,FI,regional,Eurocontrol,1325,EUR,2024
FR,TRUE,HR,regional,Eurocontrol,1320,EUR,2024
CH,TRUE,IE,regional,Eurocontrol,1319,EUR,2024
GE,FALSE,DE,regional,Eurocontrol,1314,EUR,2024
ES,TRUE,DZ,international,Africa,1310,EUR,2024
PL,FALSE,NA,NA,NA,1310,EUR,2024
BE,FALSE,FI,regional,Eurocontrol,1308,EUR,2024
PT,FALSE,NA,NA,NA,1308,EUR,2024
HR,FALSE,SE,regional,Eurocontrol,1301,EUR,2024
HR,FALSE,TR,regional,Eurocontrol,1300,EUR,2024
ES,TRUE,BG,regional,Eurocontrol,1291,EUR,2024
GB,TRUE,NG,international,Africa,1290,EUR,2024
DE,TRUE,EE,regional,Eurocontrol,1286,EUR,2024
SE,FALSE,HR,regional,Eurocontrol,1286,EUR,2024
NL,TRUE,IN,international,Asia,1284,EUR,2024
AL,FALSE,GR,regional,Eurocontrol,1281,EUR,2024
DE,FALSE,IS,international,Northern America,1277,EUR,2024
CZ,FALSE,SK,regional,Eurocontrol,1272,EUR,2024
LV,FALSE,PL,regional,Eurocontrol,1268,EUR,2024
DE,TRUE,IS,international,Northern America,1267,EUR,2024
GB,TRUE,RO,regional,Eurocontrol,1262,EUR,2024
PL,FALSE,LV,regional,Eurocontrol,1258,EUR,2024
RS,FALSE,SI,regional,Eurocontrol,1257,EUR,2024
DK,FALSE,HU,regional,Eurocontrol,1255,EUR,2024
BE,FALSE,EG,international,Middle East,1254,EUR,2024
DE,FALSE,BA,regional,Eurocontrol,1254,EUR,2024
SI,FALSE,RS,regional,Eurocontrol,1251,EUR,2024
HU,FALSE,DK,regional,Eurocontrol,1250,EUR,2024
SK,FALSE,CZ,regional,Eurocontrol,1249,EUR,2024
CZ,FALSE,IL,international,Middle East,1241,EUR,2024
CY,FALSE,AT,regional,Eurocontrol,1237,EUR,2024
ES,TRUE,CA,international,Northern America,1236,EUR,2024
NO,FALSE,BE,regional,Eurocontrol,1234,EUR,2024
CH,FALSE,AE,international,Middle East,1232,EUR,2024
GR,FALSE,IE,regional,Eurocontrol,1231,EUR,2024
FR,TRUE,SG,international,Asia,1230,EUR,2024
RS,FALSE,ES,regional,Eurocontrol,1228,EUR,2024
NL,FALSE,TR,regional,Eurocontrol,1227,EUR,2024
AT,FALSE,CY,regional,Eurocontrol,1224,EUR,2024
FR,FALSE,RS,regional,Eurocontrol,1221,EUR,2024
IE,FALSE,GR,regional,Eurocontrol,1221,EUR,2024
GB,TRUE,MX,international,Southern America,1216,EUR,2024
DE,FALSE,CN,international,China,1212,EUR,2024
IT,FALSE,KR,international,Asia,1210,EUR,2024
LV,FALSE,ES,regional,Eurocontrol,1209,EUR,2024
TR,FALSE,BY,international,Asia,1206,EUR,2024
BG,FALSE,NL,regional,Eurocontrol,1200,EUR,2024
RO,FALSE,EG,international,Middle East,1198,EUR,2024
LT,FALSE,ES,regional,Eurocontrol,1193,EUR,2024
NL,TRUE,IS,international,Northern America,1192,EUR,2024
ES,TRUE,CL,international,Southern America,1189,EUR,2024
NO,FALSE,IS,international,Northern America,1186,EUR,2024
PL,FALSE,EE,regional,Eurocontrol,1185,EUR,2024
LT,FALSE,SE,regional,Eurocontrol,1182,EUR,2024
SE,FALSE,LT,regional,Eurocontrol,1179,EUR,2024
DE,TRUE,SA,international,Middle East,1172,EUR,2024
HU,FALSE,AE,international,Middle East,1171,EUR,2024
ES,TRUE,LU,regional,Eurocontrol,1170,EUR,2024
PT,FALSE,PL,regional,Eurocontrol,1170,EUR,2024
CH,TRUE,HU,regional,Eurocontrol,1166,EUR,2024
BG,FALSE,IL,international,Middle East,1165,EUR,2024
GB,TRUE,BB,international,Southern America,1163,EUR,2024
IE,FALSE,AE,international,Middle East,1161,EUR,2024
FR,TRUE,HU,regional,Eurocontrol,1158,EUR,2024
NL,TRUE,RS,regional,Eurocontrol,1154,EUR,2024
RO,FALSE,CH,regional,Eurocontrol,1153,EUR,2024
MD,FALSE,DE,regional,Eurocontrol,1152,EUR,2024
FR,TRUE,KR,international,Asia,1147,EUR,2024
LV,FALSE,LV,regional,Eurocontrol,1143,EUR,2024
DE,TRUE,BR,international,Southern America,1138,EUR,2024
FR,TRUE,EG,international,Middle East,1133,EUR,2024
BE,FALSE,TN,international,Africa,1131,EUR,2024
GE,FALSE,KZ,international,Asia,1131,EUR,2024
IT,FALSE,IS,international,Northern America,1128,EUR,2024
FR,FALSE,EG,international,Middle East,1127,EUR,2024
HU,FALSE,HU,regional,Eurocontrol,1115,EUR,2024
CY,FALSE,IT,regional,Eurocontrol,1113,EUR,2024
GB,TRUE,TH,international,Asia,1113,EUR,2024
RO,FALSE,IE,regional,Eurocontrol,1113,EUR,2024
TR,FALSE,LV,regional,Eurocontrol,1112,EUR,2024
IE,FALSE,RO,regional,Eurocontrol,1110,EUR,2024
LV,FALSE,TR,regional,Eurocontrol,1101,EUR,2024
DE,TRUE,MA,international,Africa,1099,EUR,2024
PT,TRUE,LU,regional,Eurocontrol,1095,EUR,2024
BA,FALSE,HR,regional,Eurocontrol,1091,EUR,2024
ES,TRUE,HR,regional,Eurocontrol,1089,EUR,2024
FR,TRUE,IS,international,Northern America,1089,EUR,2024
DK,FALSE,HR,regional,Eurocontrol,1086,EUR,2024
HR,FALSE,DK,regional,Eurocontrol,1082,EUR,2024
HR,FALSE,BA,regional,Eurocontrol,1077,EUR,2024
GB,TRUE,BR,international,Southern America,1075,EUR,2024
IT,FALSE,CY,regional,Eurocontrol,1071,EUR,2024
PT,TRUE,AO,international,Africa,1071,EUR,2024
DE,TRUE,LT,regional,Eurocontrol,1060,EUR,2024
IT,FALSE,DZ,international,Africa,1058,EUR,2024
CY,FALSE,FR,regional,Eurocontrol,1057,EUR,2024
TR,FALSE,TM,international,Asia,1057,EUR,2024
CZ,FALSE,AE,international,Middle East,1053,EUR,2024
DE,TRUE,CY,regional,Eurocontrol,1052,EUR,2024
TR,FALSE,KR,international,Asia,1047,EUR,2024
PL,FALSE,IL,international,Middle East,1044,EUR,2024
DK,FALSE,IE,regional,Eurocontrol,1042,EUR,2024
GB,TRUE,BH,international,Middle East,1042,EUR,2024
IE,FALSE,DK,regional,Eurocontrol,1036,EUR,2024
HR,FALSE,IE,regional,Eurocontrol,1035,EUR,2024
MD,FALSE,GB,regional,Eurocontrol,1028,EUR,2024
GB,FALSE,MD,regional,Eurocontrol,1027,EUR,2024
DE,FALSE,MT,regional,Eurocontrol,1022,EUR,2024
TR,FALSE,JP,international,Asia,1021,EUR,2024
NL,TRUE,EG,international,Middle East,1020,EUR,2024
