ICAO,DATE,PHASE,MVTS,TXXT,ADD_TIME,AVG_ADD_TIME
LPPT,2020-01-25,TXIT,253,1531.5166666666669,300.94666666666666,1.189512516469038
LPPT,2020-01-25,TXOT,254,3099.566666666667,301.14333333333343,1.1856036745406828
LPPT,2020-01-26,TXIT,272,1378.5666666666662,219.27333333333334,0.8061519607843137
LPPT,2020-01-26,TXOT,272,4604.716666666668,1181.3299999999988,4.343124999999995
LPPT,2020-01-27,TXIT,277,1362.3333333333333,197.75666666666677,0.7139229843561977
LPPT,2020-01-27,TXOT,272,4387,927.9900000000002,3.4117279411764714
LPPT,2020-01-28,TXIT,232,1162.9666666666672,175.23000000000002,0.7553017241379311
LPPT,2020-01-28,TXOT,234,3098.749999999999,125.10999999999987,0.5346581196581192
LPPT,2020-01-29,TXIT,241,1144.000000000001,126.23333333333335,0.5237897648686031
LPPT,2020-01-29,TXOT,241,3281.2833333333347,231.76999999999992,0.9617012448132777
LPPT,2020-01-30,TXIT,262,1309.1666666666665,188.08333333333337,0.7178753180661579
LPPT,2020-01-30,TXOT,263,3979.3333333333344,651.6866666666666,2.477896070975919
LPPT,2020-01-31,TXIT,293,1512.7500000000011,268.3700000000001,0.9159385665529014
LPPT,2020-01-31,TXOT,292,4773.716666666669,1091.9499999999998,3.739554794520547
LPPT,2020-02-01,TXIT,261,1255.533333333333,128.67000000000004,0.4929885057471266
LPPT,2020-02-01,TXOT,260,3679,416.45333333333326,1.6017435897435894
LPPT,2020-02-02,TXIT,279,1600.7833333333322,274.64999999999986,0.9844086021505372
LPPT,2020-02-02,TXOT,279,3715,535.9366666666667,1.920919952210275
LPPT,2020-02-03,TXIT,278,1519.2333333333336,213.6333333333334,0.7684652278177461
LPPT,2020-02-03,TXOT,272,3680,508.3499999999997,1.8689338235294106
LPPT,2020-02-04,TXIT,232,1322.116666666666,226.52666666666676,0.9764080459770119
LPPT,2020-02-04,TXOT,236,3018,346.7833333333329,1.4694209039548005
LPPT,2020-02-05,TXIT,243,1441.6333333333337,268.12000000000006,1.103374485596708
LPPT,2020-02-05,TXOT,245,2930,172.66666666666666,0.7047619047619047
LPPT,2020-02-06,TXIT,260,1532.8333333333333,276.8933333333331,1.064974358974358
LPPT,2020-02-06,TXOT,266,3327,325.72,1.2245112781954888
LPPT,2020-02-07,TXIT,295,1610.6166666666672,257.9933333333333,0.874553672316384
LPPT,2020-02-07,TXOT,298,4201,652.2533333333337,2.1887695749440725
LPPT,2020-02-08,TXIT,270,1380.233333333333,173.54666666666668,0.6427654320987655
LPPT,2020-02-08,TXOT,266,3738,489.1433333333336,1.8388847117794496
LPPT,2020-02-09,TXIT,277,1604.633333333333,234.37666666666675,0.8461251504211796
LPPT,2020-02-09,TXOT,276,3419,392.24666666666656,1.4211835748792268
LPPT,2020-02-10,TXIT,280,1523.5500000000006,186.33999999999992,0.6654999999999998
LPPT,2020-02-10,TXOT,273,3708,586.4733333333338,2.14825396825397
LPPT,2020-02-11,TXIT,247,1452.950000000001,222.32000000000002,0.9000809716599191
LPPT,2020-02-11,TXOT,246,3192,483.08333333333337,1.9637533875338755
LPPT,2020-02-12,TXIT,243,1375.5,183.33666666666667,0.7544718792866941
LPPT,2020-02-12,TXOT,245,2867,165.82999999999984,0.6768571428571422
LPPT,2020-02-13,TXIT,273,1579.6000000000004,274.90333333333325,1.0069719169719167
LPPT,2020-02-13,TXOT,276,3494,340.7666666666663,1.234661835748791
LPPT,2020-02-14,TXIT,291,1708.1666666666679,310.07666666666677,1.0655555555555558
LPPT,2020-02-14,TXOT,298,4848,1504.3666666666677,5.048210290827744
LPPT,2020-02-15,TXIT,276,1292.6999999999998,108.31666666666666,0.392451690821256
LPPT,2020-02-15,TXOT,271,3841,424.0099999999998,1.5646125461254605
LPPT,2020-02-16,TXIT,286,1570.1499999999992,323.28999999999985,1.1303846153846149
LPPT,2020-02-16,TXOT,288,4731,1170.4700000000003,4.064131944444445
LPPT,2020-02-17,TXIT,295,1681.1333333333325,236.2766666666665,0.8009378531073441
LPPT,2020-02-17,TXOT,285,3884,723.7733333333333,2.5395555555555553
LPPT,2020-02-18,TXIT,251,1499.1500000000005,260.22,1.0367330677290838
LPPT,2020-02-18,TXOT,253,3504,739.1700000000003,2.921620553359685
LPPT,2020-02-19,TXIT,263,1554.666666666665,259.02666666666687,0.9848922686945508
LPPT,2020-02-19,TXOT,270,3516,566.8466666666666,2.0994320987654316
LPPT,2020-02-20,TXIT,272,1582.683333333334,233.76666666666662,0.8594362745098038
LPPT,2020-02-20,TXOT,275,3434,417.9333333333334,1.519757575757576
LPPT,2020-02-21,TXIT,308,1975.8999999999996,442.99999999999983,1.4383116883116878
LPPT,2020-02-21,TXOT,308,4104,737.9366666666665,2.395898268398268
LPPT,2020-02-22,TXIT,279,1558.616666666667,180.13333333333324,0.6456391875746711
LPPT,2020-02-22,TXOT,281,3656,584.3466666666669,2.0795255041518397
LPPT,2020-02-23,TXIT,298,1782.916666666667,304.04333333333346,1.020279642058166
LPPT,2020-02-23,TXOT,297,3990,734.4700000000003,2.472962962962964
LPPT,2020-02-24,TXIT,297,1769.3000000000006,289.6733333333335,0.9753310886644226
LPPT,2020-02-24,TXOT,288,3836,706.5033333333337,2.453136574074075
LPPT,2020-02-25,TXIT,265,1600.116666666667,287.25000000000006,1.0839622641509437
LPPT,2020-02-25,TXOT,266,3341,422.65999999999997,1.5889473684210524
LPPT,2020-02-26,TXIT,267,1504.0666666666668,184.1299999999999,0.6896254681647936
LPPT,2020-02-26,TXOT,272,3403,458.2600000000001,1.6847794117647064
LPPT,2020-02-27,TXIT,279,1600.7333333333343,210.90333333333328,0.7559259259259258
LPPT,2020-02-27,TXOT,278,3547,519.6266666666666,1.8691606714628293
LPPT,2020-02-28,TXIT,309,1586.8166666666657,181.03333333333336,0.5858683926645093
LPPT,2020-02-28,TXOT,309,4537,841.6666666666666,2.7238403451995685
LPPT,2020-02-29,TXIT,272,1308.0833333333342,145.60333333333318,0.535306372549019
LPPT,2020-02-29,TXOT,278,3979,475.97999999999985,1.7121582733812943
LPPT,2020-03-01,TXIT,293,1414.166666666667,164.10999999999999,0.5601023890784983
LPPT,2020-03-01,TXOT,289,4314.7999999999965,673.0766666666663,2.328985005767011
LPPT,2020-03-02,TXIT,292,1791.7499999999982,336.0333333333334,1.1507990867579911
LPPT,2020-03-02,TXOT,283,3516.7666666666655,437.3466666666664,1.545394581861012
LPPT,2020-03-03,TXIT,256,1230.9333333333334,152.78999999999994,0.5968359374999997
LPPT,2020-03-03,TXOT,265,3747.0500000000025,378.8599999999994,1.4296603773584882
LPPT,2020-03-04,TXIT,262,1190.933333333333,75.74333333333333,0.28909669211195926
LPPT,2020-03-04,TXOT,259,3588.566666666668,300.4866666666668,1.1601801801801808
LPPT,2020-03-05,TXIT,274,1570.9833333333331,232.02999999999994,0.846824817518248
LPPT,2020-03-05,TXOT,279,3602.499999999999,510.1100000000001,1.8283512544802871
LPPT,2020-03-06,TXIT,307,1823.7666666666662,291.55,0.9496742671009772
LPPT,2020-03-06,TXOT,306,4153.599999999998,773.5400000000003,2.527908496732027
LPPT,2020-03-07,TXIT,266,1558.666666666666,239.48333333333332,0.90031328320802
LPPT,2020-03-07,TXOT,270,3332.2166666666653,364.4733333333335,1.349901234567902
LPPT,2020-03-08,TXIT,298,1690.3166666666662,205.5033333333334,0.6896085011185684
LPPT,2020-03-08,TXOT,296,3549.8833333333314,328.21333333333314,1.1088288288288282
LPPT,2020-03-09,TXIT,294,1715.849999999999,247.45666666666673,0.8416893424036284
LPPT,2020-03-09,TXOT,280,3729.4499999999966,649.2799999999999,2.3188571428571425
LPPT,2020-03-10,TXIT,255,1512.0499999999997,235.79999999999984,0.9247058823529406
LPPT,2020-03-10,TXOT,255,3280.1833333333298,486.10999999999996,1.9063137254901958
LPPT,2020-03-11,TXIT,234,1344.4333333333338,195.9199999999999,0.8372649572649569
LPPT,2020-03-11,TXOT,237,2668.9333333333316,69.4766666666667,0.2931504922644165
LPPT,2020-03-12,TXIT,253,1461.6166666666666,195.2666666666666,0.771805006587615
LPPT,2020-03-12,TXOT,259,3000.916666666667,179.7766666666666,0.6941184041184039
LPPT,2020-03-13,TXIT,291,1720.1333333333312,269.69999999999976,0.9268041237113394
LPPT,2020-03-13,TXOT,291,3731.6666666666647,538.9933333333335,1.8522107674684998
LPPT,2020-03-14,TXIT,258,1524.166666666667,236.18000000000004,0.9154263565891474
LPPT,2020-03-14,TXOT,259,3089.1499999999987,201.54000000000002,0.7781467181467182
LPPT,2020-03-15,TXIT,265,1640.6833333333327,326.42333333333335,1.2317861635220126
LPPT,2020-03-15,TXOT,256,3022.0333333333338,195.16333333333338,0.7623567708333335
LPPT,2020-03-16,TXIT,235,1381.3999999999994,201.24333333333348,0.8563546099290786
LPPT,2020-03-16,TXOT,230,3061.15,533.8599999999999,2.3211304347826083
LPPT,2020-03-17,TXIT,157,959.3166666666664,177.29999999999993,1.1292993630573245
LPPT,2020-03-17,TXOT,166,1842.5333333333333,11.12666666666664,0.06702811244979903
LPPT,2020-03-18,TXIT,149,883.6333333333333,132.14666666666656,0.8868903803131984
LPPT,2020-03-18,TXOT,141,1585.0833333333335,31.483333333333324,0.2232860520094562
LPPT,2020-03-19,TXIT,117,682.5166666666665,106.40666666666664,0.9094586894586892
LPPT,2020-03-19,TXOT,115,1188.3166666666666,-61.39666666666668,-0.5338840579710147
LPPT,2020-03-20,TXIT,127,715.3166666666666,132.04000000000002,1.039685039370079
LPPT,2020-03-20,TXOT,128,1400.9833333333336,-55.376666666666694,-0.43263020833333354
LPPT,2020-03-21,TXIT,87,471.15000000000015,62.013333333333314,0.7127969348659001
LPPT,2020-03-21,TXOT,87,880.766666666667,-113.00999999999996,-1.298965517241379
LPPT,2020-03-22,TXIT,87,495.5666666666666,66.31,0.762183908045977
LPPT,2020-03-22,TXOT,88,826.0833333333336,-126.2166666666667,-1.4342803030303033
LPPT,2020-03-23,TXIT,58,316.76666666666665,35.94333333333333,0.6197126436781608
LPPT,2020-03-23,TXOT,49,459.54999999999995,-65.10333333333337,-1.3286394557823136
LPPT,2020-03-24,TXIT,46,244.88333333333333,15.326666666666666,0.33318840579710146
LPPT,2020-03-24,TXOT,50,463.9666666666667,-93.24000000000001,-1.8648000000000002
LPPT,2020-03-25,TXIT,31,195.03333333333333,52.63333333333333,1.6978494623655913
LPPT,2020-03-25,TXOT,33,348.9833333333333,-35.81666666666668,-1.0853535353535357
LPPT,2020-03-26,TXIT,35,204.4,46.559999999999995,1.330285714285714
LPPT,2020-03-26,TXOT,32,376.8999999999999,-2.3666666666666707,-0.07395833333333346
LPPT,2020-03-27,TXIT,40,212.61666666666667,17.35333333333333,0.4338333333333333
LPPT,2020-03-27,TXOT,37,372.9333333333334,-58.486666666666686,-1.5807207207207212
LPPT,2020-03-28,TXIT,25,144.40000000000003,30.233333333333324,1.209333333333333
LPPT,2020-03-28,TXOT,29,313.66666666666663,-25.520000000000003,-0.8800000000000001
LPPT,2020-03-29,TXIT,26,117.50000000000001,7.209999999999999,0.27730769230769226
LPPT,2020-03-29,TXOT,28,323.05,-13.92999999999999,-0.49749999999999966
LPPT,2020-03-30,TXIT,26,148.01666666666668,11.866666666666662,0.45641025641025623
LPPT,2020-03-30,TXOT,25,268.34999999999997,-31.36,-1.2544
LPPT,2020-03-31,TXIT,32,166.55,12.656666666666665,0.39552083333333327
LPPT,2020-03-31,TXOT,26,293.45,-30.88666666666667,-1.187948717948718
LPPT,2020-04-01,TXIT,18,80.86666666666667,3.276666666666666,0.182037037037037
LPPT,2020-04-01,TXOT,17,184.30000000000004,-33.99666666666667,-1.9998039215686276
LPPT,2020-04-02,TXIT,13,73.03333333333333,9.8,0.7538461538461539
LPPT,2020-04-02,TXOT,13,139.65,-14.566666666666666,-1.1205128205128205
LPPT,2020-04-03,TXIT,18,105.96666666666665,10.66,0.5922222222222222
LPPT,2020-04-03,TXOT,18,223.4,-9.263333333333343,-0.5146296296296301
LPPT,2020-04-04,TXIT,17,89.46666666666665,9.553333333333331,0.5619607843137253
LPPT,2020-04-04,TXOT,17,204.23333333333335,9.103333333333332,0.5354901960784313
LPPT,2020-04-05,TXIT,13,89.95,17.616666666666664,1.355128205128205
LPPT,2020-04-05,TXOT,11,112.16666666666667,-26.740000000000002,-2.430909090909091
LPPT,2020-04-06,TXIT,20,104.03333333333335,2.5100000000000007,0.12550000000000003
LPPT,2020-04-06,TXOT,19,242.88333333333333,-34.780000000000015,-1.8305263157894744
LPPT,2020-04-07,TXIT,12,70.03333333333333,-1.3433333333333337,-0.11194444444444447
LPPT,2020-04-07,TXOT,14,131.8,-32.28,-2.3057142857142856
LPPT,2020-04-08,TXIT,20,112.23333333333335,11.199999999999998,0.5599999999999998
LPPT,2020-04-08,TXOT,20,211.4,-53.35333333333334,-2.667666666666667
LPPT,2020-04-09,TXIT,17,97.35000000000001,12.226666666666667,0.7192156862745098
LPPT,2020-04-09,TXOT,18,217.63333333333335,-28.669999999999995,-1.5927777777777774
LPPT,2020-04-10,TXIT,8,40.516666666666666,1.6500000000000004,0.20625000000000004
LPPT,2020-04-10,TXOT,9,113.01666666666667,11.616666666666667,1.2907407407407407
LPPT,2020-04-11,TXIT,4,42.833333333333336,4.016666666666665,1.0041666666666662
LPPT,2020-04-11,TXOT,5,68.53333333333333,-2.2500000000000036,-0.45000000000000073
LPPT,2020-04-12,TXIT,4,26.066666666666666,2.799999999999999,0.6999999999999997
LPPT,2020-04-12,TXOT,3,22.833333333333336,-8.933333333333335,-2.9777777777777783
LPPT,2020-04-13,TXIT,8,65.65,15.41666666666667,1.9270833333333337
LPPT,2020-04-13,TXOT,7,62.366666666666674,-25.369999999999997,-3.624285714285714
LPPT,2020-04-14,TXIT,19,99.06666666666668,7.6400000000000015,0.4021052631578948
LPPT,2020-04-14,TXOT,17,286.5,53.010000000000005,3.1182352941176474
LPPT,2020-04-15,TXIT,19,108.8,4.106666666666667,0.21614035087719302
LPPT,2020-04-15,TXOT,22,255.24999999999994,-51.40000000000001,-2.336363636363637
LPPT,2020-04-16,TXIT,20,126.4,15.23333333333333,0.7616666666666665
LPPT,2020-04-16,TXOT,21,256.98333333333335,-32.93333333333334,-1.5682539682539685
LPPT,2020-04-17,TXIT,19,100.86666666666667,9.083333333333334,0.47807017543859653
LPPT,2020-04-17,TXOT,26,319.41666666666663,-19.920000000000016,-0.7661538461538467
LPPT,2020-04-18,TXIT,11,58.70000000000001,2.2166666666666672,0.20151515151515156
LPPT,2020-04-18,TXOT,14,136.60000000000002,-23.53333333333334,-1.6809523809523814
LPPT,2020-04-19,TXIT,14,67.26666666666667,-2.433333333333332,-0.1738095238095237
LPPT,2020-04-19,TXOT,12,108.51666666666668,-25.496666666666677,-2.124722222222223
LPPT,2020-04-20,TXIT,14,81.05,4.243333333333334,0.30309523809523814
LPPT,2020-04-20,TXOT,15,183.8666666666667,-34.87333333333334,-2.3248888888888897
LPPT,2020-04-21,TXIT,19,163.23333333333338,47.81666666666666,2.5166666666666666
LPPT,2020-04-21,TXOT,19,232.8,-4.366666666666678,-0.22982456140350935
LPPT,2020-04-22,TXIT,14,75.19999999999999,2.716666666666665,0.19404761904761894
LPPT,2020-04-22,TXOT,17,177.1166666666667,-23.310000000000016,-1.3711764705882363
LPPT,2020-04-23,TXIT,15,85.4,8.316666666666665,0.5544444444444443
LPPT,2020-04-23,TXOT,16,175.15,-13.366666666666676,-0.8354166666666673
LPPT,2020-04-24,TXIT,19,102.58333333333333,10.799999999999999,0.5684210526315789
LPPT,2020-04-24,TXOT,16,184.09999999999997,-2.4766666666666755,-0.15479166666666722
LPPT,2020-04-25,TXIT,11,60.2,5.133333333333333,0.4666666666666666
LPPT,2020-04-25,TXOT,11,102.53333333333332,-31.466666666666676,-2.8606060606060613
LPPT,2020-04-26,TXIT,11,45.266666666666666,-4.59,-0.41727272727272724
LPPT,2020-04-26,TXOT,13,169.10000000000002,5.569999999999997,0.4284615384615382
LPPT,2020-04-27,TXIT,13,70.38333333333333,2.7033333333333327,0.2079487179487179
LPPT,2020-04-27,TXOT,16,178.1166666666667,-5.210000000000001,-0.32562500000000005
LPPT,2020-04-28,TXIT,15,73.55,-7.713333333333333,-0.5142222222222222
LPPT,2020-04-28,TXOT,17,152.4,-48.940000000000005,-2.878823529411765
LPPT,2020-04-29,TXIT,16,85.08333333333334,-1.4533333333333314,-0.09083333333333321
LPPT,2020-04-29,TXOT,15,157.6,-51.60666666666666,-3.440444444444444
LPPT,2020-04-30,TXIT,22,115.78333333333333,14.899999999999999,0.6772727272727272
LPPT,2020-04-30,TXOT,21,215.75,-53.20333333333333,-2.5334920634920635
LPPT,2020-05-01,TXIT,12,60.13333333333334,2.910000000000001,0.24250000000000008
LPPT,2020-05-01,TXOT,12,163.13333333333335,-20.950000000000003,-1.7458333333333336
LPPT,2020-05-02,TXIT,17,80.96666666666667,-1.8666666666666663,-0.10980392156862742
LPPT,2020-05-02,TXOT,17,196.01666666666668,-22.21333333333334,-1.3066666666666669
LPPT,2020-05-03,TXIT,13,67.41666666666667,5.846666666666664,0.4497435897435895
LPPT,2020-05-03,TXOT,12,122.3,-20.176666666666673,-1.6813888888888895
LPPT,2020-05-04,TXIT,15,88.08333333333334,3.46,0.23066666666666666
LPPT,2020-05-04,TXOT,18,223.6166666666667,-49.50666666666666,-2.75037037037037
LPPT,2020-05-05,TXIT,21,111.03333333333335,6.080000000000003,0.28952380952380963
LPPT,2020-05-05,TXOT,20,183.4,-60.18666666666666,-3.009333333333333
LPPT,2020-05-06,TXIT,22,139.90000000000003,20.05,0.9113636363636364
LPPT,2020-05-06,TXOT,20,202.05,-49.64000000000001,-2.482
LPPT,2020-05-07,TXIT,13,67.56666666666666,3.949999999999999,0.30384615384615377
LPPT,2020-05-07,TXOT,16,156.48333333333335,-43.92000000000001,-2.7450000000000006
LPPT,2020-05-08,TXIT,25,129.68333333333334,4.966666666666667,0.19866666666666666
LPPT,2020-05-08,TXOT,22,237.26666666666668,-21.340000000000003,-0.9700000000000002
LPPT,2020-05-09,TXIT,15,77.48333333333333,5.883333333333333,0.3922222222222222
LPPT,2020-05-09,TXOT,16,152.0666666666667,-54.543333333333344,-3.408958333333334
LPPT,2020-05-10,TXIT,14,67.73333333333332,-4.413333333333336,-0.31523809523809543
LPPT,2020-05-10,TXOT,13,168.96666666666667,-27.806666666666658,-2.1389743589743584
LPPT,2020-05-11,TXIT,23,116.03333333333333,3.186666666666667,0.13855072463768117
LPPT,2020-05-11,TXOT,25,264.58333333333337,-65.99,-2.6395999999999997
LPPT,2020-05-12,TXIT,17,91.94999999999999,1.893333333333334,0.11137254901960789
LPPT,2020-05-12,TXOT,15,169.45000000000002,-46.43666666666666,-3.0957777777777773
LPPT,2020-05-13,TXIT,17,90.9833333333333,-1.8699999999999988,-0.10999999999999993
LPPT,2020-05-13,TXOT,17,161.4,-46.40333333333333,-2.729607843137255
LPPT,2020-05-14,TXIT,25,133.41666666666666,12.466666666666669,0.49866666666666676
LPPT,2020-05-14,TXOT,25,251.03333333333333,-36.11333333333334,-1.4445333333333334
LPPT,2020-05-15,TXIT,24,122.19999999999999,9.783333333333335,0.40763888888888894
LPPT,2020-05-15,TXOT,25,324.2833333333334,35.32666666666666,1.4130666666666665
LPPT,2020-05-16,TXIT,18,119.66666666666669,28.050000000000004,1.5583333333333336
LPPT,2020-05-16,TXOT,17,150.38333333333335,-40.55000000000001,-2.3852941176470597
LPPT,2020-05-17,TXIT,13,84.05,3.226666666666663,0.2482051282051279
LPPT,2020-05-17,TXOT,12,127.36666666666667,-16.49666666666666,-1.3747222222222215
LPPT,2020-05-18,TXIT,22,110.43333333333334,4.650000000000004,0.21136363636363653
LPPT,2020-05-18,TXOT,21,221.63333333333333,-27.436666666666675,-1.3065079365079368
LPPT,2020-05-19,TXIT,16,127.06666666666668,18.150000000000002,1.1343750000000001
LPPT,2020-05-19,TXOT,17,183.85,-25.40000000000001,-1.494117647058824
LPPT,2020-05-20,TXIT,19,124.61666666666667,8.533333333333335,0.4491228070175439
LPPT,2020-05-20,TXOT,19,194.49999999999997,-37.61666666666669,-1.97982456140351
LPPT,2020-05-21,TXIT,30,180.3166666666667,28.083333333333336,0.9361111111111112
LPPT,2020-05-21,TXOT,30,353.8666666666666,-12.820000000000011,-0.4273333333333337
LPPT,2020-05-22,TXIT,27,158.43333333333334,15.350000000000001,0.5685185185185185
LPPT,2020-05-22,TXOT,28,344.91666666666674,10.429999999999986,0.3724999999999995
LPPT,2020-05-23,TXIT,22,118.80000000000001,17.41,0.7913636363636364
LPPT,2020-05-23,TXOT,21,263.3333333333333,14.313333333333315,0.6815873015873007
LPPT,2020-05-24,TXIT,17,100.10000000000001,7.586666666666666,0.4462745098039215
LPPT,2020-05-24,TXOT,17,189.20000000000002,-8.936666666666673,-0.5256862745098043
LPPT,2020-05-25,TXIT,21,111.8,12.599999999999998,0.5999999999999999
LPPT,2020-05-25,TXOT,21,208.3,-31.073333333333345,-1.4796825396825402
LPPT,2020-05-26,TXIT,20,132.66666666666669,14.983333333333333,0.7491666666666666
LPPT,2020-05-26,TXOT,19,191.46666666666667,-43.45000000000001,-2.2868421052631582
LPPT,2020-05-27,TXIT,24,123.6,9.366666666666667,0.3902777777777778
LPPT,2020-05-27,TXOT,25,260.6833333333334,-25.310000000000002,-1.0124000000000002
LPPT,2020-05-28,TXIT,20,113.25000000000001,12.149999999999999,0.6074999999999999
LPPT,2020-05-28,TXOT,23,278.06666666666666,4.50666666666665,0.19594202898550653
LPPT,2020-05-29,TXIT,32,156.81666666666666,1.8633333333333355,0.058229166666666735
LPPT,2020-05-29,TXOT,26,311.95,-0.29333333333334544,-0.011282051282051748
LPPT,2020-05-30,TXIT,23,127.95,14.693333333333335,0.638840579710145
LPPT,2020-05-30,TXOT,22,234.8,-23.406666666666666,-1.063939393939394
LPPT,2020-05-31,TXIT,17,101.44999999999999,13.816666666666666,0.8127450980392157
LPPT,2020-05-31,TXOT,18,227.91666666666663,-4.940000000000003,-0.2744444444444446
LPPT,2020-06-01,TXIT,23,118.98333333333332,14.566666666666666,0.6333333333333333
LPPT,2020-06-01,TXOT,24,284.7,3.530000000000011,0.1470833333333338
LPPT,2020-06-02,TXIT,21,133.05,7.986666666666667,0.38031746031746033
LPPT,2020-06-02,TXOT,25,266.6166666666667,-56.75,-2.27
LPPT,2020-06-03,TXIT,25,127.53333333333333,4.739999999999998,0.18959999999999994
LPPT,2020-06-03,TXOT,23,261.26666666666665,-39.78333333333332,-1.7297101449275356
LPPT,2020-06-04,TXIT,33,169.31666666666672,14.216666666666665,0.43080808080808075
LPPT,2020-06-04,TXOT,33,341.44999999999993,-44.720000000000006,-1.3551515151515154
LPPT,2020-06-05,TXIT,32,174.64999999999998,8.209999999999997,0.2565624999999999
LPPT,2020-06-05,TXOT,25,275.20000000000005,-11.930000000000017,-0.4772000000000007
LPPT,2020-06-06,TXIT,23,106.08333333333334,0.9766666666666657,0.042463768115941984
LPPT,2020-06-06,TXOT,26,280.35,-32.306666666666665,-1.2425641025641025
LPPT,2020-06-07,TXIT,30,151.5166666666667,7.366666666666667,0.24555555555555558
LPPT,2020-06-07,TXOT,31,333.3333333333333,-26.403333333333332,-0.8517204301075268
LPPT,2020-06-08,TXIT,25,141.51666666666662,12.79333333333333,0.5117333333333332
LPPT,2020-06-08,TXOT,27,252.9333333333333,-54.52000000000001,-2.0192592592592598
LPPT,2020-06-09,TXIT,24,145.95000000000002,12.100000000000001,0.5041666666666668
LPPT,2020-06-09,TXOT,26,295.7166666666667,-15.986666666666668,-0.6148717948717949
LPPT,2020-06-10,TXIT,25,145.93333333333334,28.726666666666667,1.1490666666666667
LPPT,2020-06-10,TXOT,25,240.33333333333334,-47.16666666666667,-1.886666666666667
LPPT,2020-06-11,TXIT,26,122.91666666666667,4.516666666666666,0.17371794871794868
LPPT,2020-06-11,TXOT,29,309.99999999999994,-36.53999999999999,-1.2599999999999998
LPPT,2020-06-12,TXIT,30,148.61666666666667,-2.3900000000000023,-0.07966666666666675
LPPT,2020-06-12,TXOT,29,297.30000000000007,-59.96666666666667,-2.067816091954023
LPPT,2020-06-13,TXIT,21,88.21666666666665,-0.22666666666666524,-0.010793650793650725
LPPT,2020-06-13,TXOT,21,198.88333333333333,-53.53,-2.5490476190476192
LPPT,2020-06-14,TXIT,30,154.13333333333335,10.826666666666664,0.3608888888888888
LPPT,2020-06-14,TXOT,29,310.21666666666664,-39.27000000000001,-1.3541379310344832
LPPT,2020-06-15,TXIT,36,180.76666666666668,12.976666666666667,0.360462962962963
LPPT,2020-06-15,TXOT,35,331.59999999999997,-66.92,-1.9120000000000001
LPPT,2020-06-16,TXIT,32,160.38333333333335,5.22666666666667,0.16333333333333344
LPPT,2020-06-16,TXOT,32,320.95,-60.536666666666676,-1.8917708333333336
LPPT,2020-06-17,TXIT,29,137.01666666666662,4.25,0.14655172413793102
LPPT,2020-06-17,TXOT,30,302.75000000000006,-38.260000000000005,-1.2753333333333334
LPPT,2020-06-18,TXIT,40,231.8666666666667,19.733333333333334,0.49333333333333335
LPPT,2020-06-18,TXOT,42,449.3666666666667,-47.56000000000002,-1.1323809523809527
LPPT,2020-06-19,TXIT,37,196.48333333333332,16.029999999999998,0.4332432432432432
LPPT,2020-06-19,TXOT,36,377.7666666666667,-33.85333333333335,-0.940370370370371
LPPT,2020-06-20,TXIT,30,151.9,9.93333333333333,0.331111111111111
LPPT,2020-06-20,TXOT,28,301.6333333333333,-24.916666666666664,-0.8898809523809523
LPPT,2020-06-21,TXIT,36,203.09999999999997,24.266666666666666,0.674074074074074
LPPT,2020-06-21,TXOT,34,350.4,-32.51666666666665,-0.9563725490196074
LPPT,2020-06-22,TXIT,41,207.7833333333333,20.966666666666665,0.5113821138211382
LPPT,2020-06-22,TXOT,44,439.2666666666667,-51.08999999999999,-1.1611363636363634
LPPT,2020-06-23,TXIT,36,188.04999999999998,25.27,0.7019444444444445
LPPT,2020-06-23,TXOT,30,296.78333333333336,-47.410000000000004,-1.5803333333333334
LPPT,2020-06-24,TXIT,30,162.16666666666669,12.766666666666666,0.4255555555555555
LPPT,2020-06-24,TXOT,31,290.6666666666667,-69.98000000000002,-2.2574193548387105
LPPT,2020-06-25,TXIT,35,165.55,7.45,0.21285714285714286
LPPT,2020-06-25,TXOT,42,449.8833333333333,-32.10333333333331,-0.7643650793650788
LPPT,2020-06-26,TXIT,41,211.59999999999994,8.61,0.21
LPPT,2020-06-26,TXOT,39,354.6666666666666,-80.01,-2.0515384615384615
LPPT,2020-06-27,TXIT,36,188.08333333333334,21.43333333333333,0.5953703703703703
LPPT,2020-06-27,TXOT,35,358.03333333333336,-22.60000000000001,-0.6457142857142859
LPPT,2020-06-28,TXIT,42,206.23333333333332,8.099999999999994,0.19285714285714273
LPPT,2020-06-28,TXOT,43,410.56666666666666,-66.42666666666668,-1.5448062015503878
LPPT,2020-06-29,TXIT,48,264.16666666666663,43.826666666666654,0.9130555555555553
LPPT,2020-06-29,TXOT,46,493.51666666666665,-12.810000000000008,-0.2784782608695654
LPPT,2020-06-30,TXIT,41,204.53333333333336,11.433333333333334,0.2788617886178862
LPPT,2020-06-30,TXOT,36,321.90000000000003,-81.65,-2.2680555555555557
LPPT,2020-07-01,TXIT,74,410.9499999999999,64.87000000000002,0.8766216216216218
LPPT,2020-07-01,TXOT,81,850.5666666666668,-52.82333333333336,-0.6521399176954735
LPPT,2020-07-02,TXIT,87,466.4999999999999,57.139999999999986,0.6567816091954022
LPPT,2020-07-02,TXOT,88,926.9666666666666,-64.56666666666665,-0.733712121212121
LPPT,2020-07-03,TXIT,102,579.7333333333333,92.34333333333332,0.9053267973856208
