ICAO,DATE,PHASE,MVTS,TXXT,ADD_TIME,AVG_ADD_TIME
LPPT,2019-01-18,TXIT,279,1476.866666666667,158.1366666666666,0.5667980884109914
LPPT,2019-01-18,TXOT,283,3522.3833333333355,225.92999999999998,0.7983392226148409
LPPT,2019-01-19,TXIT,242,1244.7666666666667,169.03666666666666,0.6984986225895317
LPPT,2019-01-19,TXOT,237,3160.083333333331,271.32666666666665,1.1448382559774963
LPPT,2019-01-20,TXIT,275,1487.2333333333327,132.19666666666657,0.48071515151515115
LPPT,2019-01-20,TXOT,281,3449.2999999999997,384.2799999999999,1.367544483985765
LPPT,2019-01-21,TXIT,274,1476.0666666666655,123.70333333333333,0.4514720194647202
LPPT,2019-01-21,TXOT,265,3155.9166666666665,252.39999999999995,0.9524528301886791
LPPT,2019-01-22,TXIT,240,1280.5333333333333,96.91999999999996,0.40383333333333316
LPPT,2019-01-22,TXOT,232,2698.633333333334,161.24666666666667,0.6950287356321839
LPPT,2019-01-23,TXIT,241,1281.65,98.44000000000007,0.4084647302904567
LPPT,2019-01-23,TXOT,251,2848.333333333333,100.30333333333333,0.3996148738379814
LPPT,2019-01-24,TXIT,249,1424.5833333333321,204.77333333333328,0.8223828647925031
LPPT,2019-01-24,TXOT,251,2974.5666666666666,234.40666666666667,0.9338911022576362
LPPT,2019-01-25,TXIT,283,1570.0499999999995,168.41333333333333,0.5951001177856301
LPPT,2019-01-25,TXOT,285,3531.3166666666684,415.61999999999983,1.4583157894736836
LPPT,2019-01-26,TXIT,243,1338.7333333333327,153.20333333333338,0.6304663923182443
LPPT,2019-01-26,TXOT,237,2759.2666666666664,143.0266666666666,0.6034880450070321
LPPT,2019-01-27,TXIT,262,1412.5166666666664,120.2166666666667,0.45884223918575073
LPPT,2019-01-27,TXOT,269,3061.516666666667,109.86666666666645,0.4084262701363065
LPPT,2019-01-28,TXIT,270,1534.3166666666666,194.68333333333328,0.7210493827160492
LPPT,2019-01-28,TXOT,261,3008.6833333333334,173.25333333333325,0.6638058748403572
LPPT,2019-01-29,TXIT,244,1395.5999999999997,238.65666666666658,0.9781010928961745
LPPT,2019-01-29,TXOT,241,2788.7666666666673,83.38999999999989,0.34601659751037295
LPPT,2019-01-30,TXIT,239,1179.0166666666662,150.48666666666676,0.6296513249651329
LPPT,2019-01-30,TXOT,248,3178.433333333333,82.42666666666663,0.3323655913978493
LPPT,2019-01-31,TXIT,263,1308.4333333333338,184.26333333333324,0.7006210392902404
LPPT,2019-01-31,TXOT,259,3551.8833333333355,274.15666666666675,1.0585199485199488
LPPT,2019-02-01,TXIT,266,1436.3000000000009,226.53333333333325,0.851629072681704
LPPT,2019-02-01,TXOT,273,4487.9,1225.186666666666,4.487863247863245
LPPT,2019-02-02,TXIT,257,1392.9666666666662,121.34333333333328,0.47215304798962365
LPPT,2019-02-02,TXOT,245,2863.183333333333,178.5233333333333,0.7286666666666666
LPPT,2019-02-03,TXIT,270,1484.4499999999998,154.34666666666666,0.5716543209876543
LPPT,2019-02-03,TXOT,274,3223.8166666666675,223.9200000000001,0.8172262773722632
LPPT,2019-02-04,TXIT,281,1499.1166666666659,111.44333333333327,0.39659549228944224
LPPT,2019-02-04,TXOT,277,3291.2666666666637,249.96333333333342,0.9023947051744889
LPPT,2019-02-05,TXIT,243,1407.100000000001,216.06666666666678,0.8891632373113859
LPPT,2019-02-05,TXOT,238,2628.4499999999994,33.0566666666667,0.13889355742296933
LPPT,2019-02-06,TXIT,244,1469.0833333333328,268.2033333333333,1.0991939890710383
LPPT,2019-02-06,TXOT,253,2888.4999999999995,122.61333333333329,0.48463768115942013
LPPT,2019-02-07,TXIT,252,1333.1500000000003,92.03666666666668,0.3652248677248678
LPPT,2019-02-07,TXOT,252,2858.2499999999995,142.96666666666658,0.567328042328042
LPPT,2019-02-08,TXIT,286,1574.8166666666666,161.2433333333333,0.5637878787878787
LPPT,2019-02-08,TXOT,287,3540.566666666668,394.76999999999987,1.3755052264808358
LPPT,2019-02-09,TXIT,251,1211.533333333334,102.61666666666669,0.4088313413014609
LPPT,2019-02-09,TXOT,250,3183.883333333335,129.88333333333324,0.519533333333333
LPPT,2019-02-10,TXIT,268,1290.7333333333322,114.02333333333334,0.42546019900497517
LPPT,2019-02-10,TXOT,274,3651.1333333333355,252.65999999999994,0.9221167883211676
LPPT,2019-02-11,TXIT,274,1485.1333333333341,121.1833333333334,0.4422749391727496
LPPT,2019-02-11,TXOT,265,3133.66666666667,246.5166666666667,0.9302515723270441
LPPT,2019-02-12,TXIT,250,1421.2166666666667,184.7699999999999,0.7390799999999996
LPPT,2019-02-12,TXOT,243,2908.666666666666,253.09,1.041522633744856
LPPT,2019-02-13,TXIT,237,1286.0333333333324,109.05999999999997,0.46016877637130793
LPPT,2019-02-13,TXOT,246,2640.933333333334,-65.47999999999998,-0.26617886178861777
LPPT,2019-02-14,TXIT,265,1436.8833333333323,119.11666666666665,0.4494968553459119
LPPT,2019-02-14,TXOT,259,2977.8333333333335,154.05666666666664,0.5948133848133847
LPPT,2019-02-15,TXIT,290,1611.5166666666662,170.87666666666652,0.5892298850574708
LPPT,2019-02-15,TXOT,301,3674.033333333333,389.1466666666666,1.2928460686600218
LPPT,2019-02-16,TXIT,260,1338.7833333333333,123.94333333333324,0.47670512820512784
LPPT,2019-02-16,TXOT,255,2927.2,5.219999999999969,0.020470588235293994
LPPT,2019-02-17,TXIT,272,1426.9833333333331,185.49666666666658,0.681973039215686
LPPT,2019-02-17,TXOT,276,3783.616666666668,530.4066666666666,1.9217632850241544
LPPT,2019-02-18,TXIT,282,1582.383333333334,176.43333333333317,0.6256501182033091
LPPT,2019-02-18,TXOT,271,3277.316666666666,334.3399999999999,1.2337269372693724
LPPT,2019-02-19,TXIT,254,1505.2333333333343,241.6866666666665,0.9515223097112854
LPPT,2019-02-19,TXOT,254,2869.566666666666,107.93333333333328,0.42493438320209953
LPPT,2019-02-20,TXIT,253,1320.2000000000007,160.23333333333335,0.6333333333333334
LPPT,2019-02-20,TXOT,264,3118.6833333333357,-23.69000000000004,-0.08973484848484864
LPPT,2019-02-21,TXIT,276,1413.2333333333324,172.91333333333336,0.6264975845410629
LPPT,2019-02-21,TXOT,274,3357.0499999999984,83.12333333333335,0.30336982968369836
LPPT,2019-02-22,TXIT,293,1503.2499999999986,160.5000000000001,0.5477815699658707
LPPT,2019-02-22,TXOT,294,3642.483333333335,163.81333333333345,0.5571882086167804
LPPT,2019-02-23,TXIT,259,1407.4333333333332,150.41333333333344,0.5807464607464612
LPPT,2019-02-23,TXOT,255,2918.149999999997,93.52333333333331,0.36675816993464044
LPPT,2019-02-24,TXIT,271,1496.7166666666667,156.86,0.5788191881918819
LPPT,2019-02-24,TXOT,276,3212.4833333333327,189.5499999999999,0.6867753623188402
LPPT,2019-02-25,TXIT,282,1691.0333333333347,287.7666666666668,1.0204491725768328
LPPT,2019-02-25,TXOT,273,3094.400000000003,108.58333333333334,0.39774114774114777
LPPT,2019-02-26,TXIT,257,1448.1999999999996,215.79000000000005,0.839649805447471
LPPT,2019-02-26,TXOT,255,2885.5666666666684,-3.229999999999949,-0.012666666666666467
LPPT,2019-02-27,TXIT,254,1452.6333333333337,204.23999999999987,0.8040944881889759
LPPT,2019-02-27,TXOT,261,2976.3000000000015,110.23999999999995,0.4223754789272029
LPPT,2019-02-28,TXIT,277,1589.3666666666657,207.39000000000013,0.7487003610108308
LPPT,2019-02-28,TXOT,274,3348.55,359.33333333333314,1.3114355231143546
LPPT,2019-03-01,TXIT,295,1611.2999999999993,143.1366666666667,0.48520903954802275
LPPT,2019-03-01,TXOT,300,3629.45,349.53333333333325,1.1651111111111108
LPPT,2019-03-02,TXIT,267,1474.6166666666663,155.79666666666657,0.5835081148564291
LPPT,2019-03-02,TXOT,267,3121.3000000000025,189.87,0.711123595505618
LPPT,2019-03-03,TXIT,270,1416.2333333333327,243.48666666666648,0.9018024691358018
LPPT,2019-03-03,TXOT,276,3769.799999999999,379.6933333333335,1.375700483091788
LPPT,2019-03-04,TXIT,288,1441.9000000000005,157.63999999999996,0.547361111111111
LPPT,2019-03-04,TXOT,285,3559.633333333332,82.1533333333333,0.2882573099415203
LPPT,2019-03-05,TXIT,263,1261.3666666666659,158.60333333333327,0.6030544993662862
LPPT,2019-03-05,TXOT,255,3460.333333333333,223.85666666666657,0.8778692810457512
LPPT,2019-03-06,TXIT,268,1372.0666666666666,229.82333333333327,0.8575497512437809
LPPT,2019-03-06,TXOT,272,3740.0333333333333,304.72,1.1202941176470589
LPPT,2019-03-07,TXIT,273,1407.7333333333345,178.74999999999983,0.6547619047619041
LPPT,2019-03-07,TXOT,273,3406.0833333333344,125.3033333333333,0.45898656898656887
LPPT,2019-03-08,TXIT,301,1726.7999999999986,226.53333333333327,0.7526024363233663
LPPT,2019-03-08,TXOT,303,3907.683333333331,605.4699999999997,1.9982508250825073
LPPT,2019-03-09,TXIT,267,1521.6333333333323,204.90999999999994,0.767453183520599
LPPT,2019-03-09,TXOT,265,2998.5833333333317,87.37000000000002,0.3296981132075472
LPPT,2019-03-10,TXIT,285,1570.2499999999998,168.6866666666666,0.5918830409356723
LPPT,2019-03-10,TXOT,288,3394.9333333333343,223.53999999999976,0.7761805555555548
LPPT,2019-03-11,TXIT,292,1648.1833333333323,189.2166666666667,0.648002283105023
LPPT,2019-03-11,TXOT,285,3244.900000000001,152.67333333333326,0.5356959064327483
LPPT,2019-03-12,TXIT,263,1448.7333333333333,136.76,0.52
LPPT,2019-03-12,TXOT,253,3004.3666666666654,244.00333333333325,0.9644400527009219
LPPT,2019-03-13,TXIT,244,1309.2499999999995,99.87999999999991,0.4093442622950816
LPPT,2019-03-13,TXOT,256,2929.5833333333326,149.36999999999992,0.5834765624999997
LPPT,2019-03-14,TXIT,262,1461.8333333333321,154.8966666666666,0.5912086513994907
LPPT,2019-03-14,TXOT,266,3099.233333333335,198.65999999999988,0.7468421052631574
LPPT,2019-03-15,TXIT,304,1741.0666666666673,234.5566666666665,0.7715679824561398
LPPT,2019-03-15,TXOT,300,3676.333333333334,418.8233333333332,1.3960777777777773
LPPT,2019-03-16,TXIT,264,1502.683333333333,199.3933333333332,0.7552777777777773
LPPT,2019-03-16,TXOT,263,3130.6000000000013,244.6533333333332,0.9302408111533581
LPPT,2019-03-17,TXIT,282,1660.666666666667,273.7566666666667,0.9707683215130025
LPPT,2019-03-17,TXOT,286,3279.516666666668,156.21333333333328,0.546200466200466
LPPT,2019-03-18,TXIT,291,1674.7499999999995,227.6933333333332,0.7824513172966776
LPPT,2019-03-18,TXOT,284,3426.2499999999986,338.92666666666645,1.1934037558685437
LPPT,2019-03-19,TXIT,263,1543.3500000000008,259.05000000000007,0.9849809885931562
LPPT,2019-03-19,TXOT,261,3287.383333333332,425.8199999999997,1.631494252873562
LPPT,2019-03-20,TXIT,265,1511.7166666666665,198.51333333333315,0.749106918238993
LPPT,2019-03-20,TXOT,276,3225.7166666666676,222.4833333333333,0.806099033816425
LPPT,2019-03-21,TXIT,268,1500.6666666666674,168.98333333333323,0.6305348258706464
LPPT,2019-03-21,TXOT,268,3055.4666666666653,145.84666666666664,0.5442039800995023
LPPT,2019-03-22,TXIT,300,1735.2333333333336,243.44666666666663,0.8114888888888888
LPPT,2019-03-22,TXOT,297,3570.5666666666643,346.42666666666685,1.1664197530864204
LPPT,2019-03-23,TXIT,256,1435.8333333333326,161.31666666666672,0.6301432291666669
LPPT,2019-03-23,TXOT,257,2918.0666666666675,131.57000000000002,0.5119455252918289
LPPT,2019-03-24,TXIT,282,1627.8499999999997,254.58999999999997,0.9028014184397162
LPPT,2019-03-24,TXOT,284,3375.399999999999,241.83666666666622,0.8515375586854445
LPPT,2019-03-25,TXIT,300,1837.0666666666666,338.70333333333326,1.129011111111111
LPPT,2019-03-25,TXOT,293,3428.016666666668,250.7566666666667,0.8558248009101252
LPPT,2019-03-26,TXIT,264,1473.5166666666667,168.94333333333327,0.6399368686868685
LPPT,2019-03-26,TXOT,263,3131.266666666666,282.0933333333332,1.0725982256020274
LPPT,2019-03-27,TXIT,270,1591.083333333334,258.57333333333327,0.9576790123456788
LPPT,2019-03-27,TXOT,283,3162.616666666664,82.9266666666667,0.2930270906949354
LPPT,2019-03-28,TXIT,280,1711.216666666668,324.63666666666677,1.159416666666667
LPPT,2019-03-28,TXOT,274,3291.9833333333327,302.31999999999994,1.1033576642335765
LPPT,2019-03-29,TXIT,298,1742.3833333333318,260.19333333333327,0.8731319910514539
LPPT,2019-03-29,TXOT,305,3655.616666666666,323.1999999999999,1.0596721311475406
LPPT,2019-03-30,TXIT,260,1439.983333333334,155.53333333333322,0.5982051282051277
LPPT,2019-03-30,TXOT,257,2984.299999999999,170.05666666666642,0.6616990920881962
LPPT,2019-03-31,TXIT,304,1741.3333333333342,237.79666666666648,0.7822258771929819
LPPT,2019-03-31,TXOT,304,3701.6166666666627,361.6033333333331,1.1894846491228064
LPPT,2019-04-01,TXIT,312,1801.6666666666665,247.46000000000004,0.7931410256410257
LPPT,2019-04-01,TXOT,311,3695.866666666667,295.26666666666677,0.9494105037513401
LPPT,2019-04-02,TXIT,298,1691.2833333333333,221.84666666666664,0.7444519015659954
LPPT,2019-04-02,TXOT,295,3584.000000000002,342.0033333333336,1.1593333333333342
LPPT,2019-04-03,TXIT,292,1658.7499999999995,207.08000000000007,0.709178082191781
LPPT,2019-04-03,TXOT,296,3548.9833333333354,323.7099999999997,1.0936148648648638
LPPT,2019-04-04,TXIT,304,1656.9666666666674,251.34999999999994,0.8268092105263156
LPPT,2019-04-04,TXOT,298,3915.283333333337,474.36333333333334,1.5918232662192393
LPPT,2019-04-05,TXIT,314,1605.9666666666665,274.52666666666653,0.8742887473460718
LPPT,2019-04-05,TXOT,323,4843.583333333336,760.8100000000005,2.3554489164086703
LPPT,2019-04-06,TXIT,309,1520.4999999999998,199.8866666666666,0.6468824163969793
LPPT,2019-04-06,TXOT,308,4577.783333333334,690.1933333333336,2.240887445887447
LPPT,2019-04-07,TXIT,313,1553.9666666666665,214.41666666666688,0.6850372736954213
LPPT,2019-04-07,TXOT,310,4683.033333333333,776.7399999999998,2.505612903225806
LPPT,2019-04-08,TXIT,310,1521.5499999999995,209.75000000000006,0.6766129032258066
LPPT,2019-04-08,TXOT,309,4249.383333333332,366.8633333333331,1.1872599784250262
LPPT,2019-04-09,TXIT,310,1663.1833333333334,212.89333333333326,0.6867526881720428
LPPT,2019-04-09,TXOT,306,3969.8666666666672,327.30666666666673,1.06962962962963
LPPT,2019-04-10,TXIT,304,1725.2666666666664,232.16000000000005,0.763684210526316
LPPT,2019-04-10,TXOT,311,3857.1666666666656,442.52666666666676,1.4229153269024655
LPPT,2019-04-11,TXIT,319,1794.6333333333325,218.98666666666662,0.6864785788923718
LPPT,2019-04-11,TXOT,315,3885.549999999997,479.70333333333326,1.5228677248677247
LPPT,2019-04-12,TXIT,322,1946.8,357.6966666666666,1.1108592132505173
LPPT,2019-04-12,TXOT,327,4125.9000000000005,524.6133333333333,1.604322120285423
LPPT,2019-04-13,TXIT,309,1519.083333333334,191.22000000000008,0.618834951456311
LPPT,2019-04-13,TXOT,311,4372.6,442.9933333333333,1.4244158628081456
LPPT,2019-04-14,TXIT,314,1566.599999999999,227.48666666666668,0.7244798301486199
LPPT,2019-04-14,TXOT,313,4676.58333333333,690.9033333333333,2.2073588924387644
LPPT,2019-04-15,TXIT,324,1666.2999999999993,192.00333333333336,0.5926028806584362
LPPT,2019-04-15,TXOT,312,3999.133333333331,252.66333333333318,0.8098183760683756
LPPT,2019-04-16,TXIT,300,1634.4833333333324,264.5766666666667,0.8819222222222224
LPPT,2019-04-16,TXOT,311,3853.333333333335,177.6233333333333,0.5711361200428724
LPPT,2019-04-17,TXIT,310,1562.7999999999997,246.23333333333338,0.7943010752688173
LPPT,2019-04-17,TXOT,309,4380.316666666667,450.4766666666664,1.4578532901833865
LPPT,2019-04-18,TXIT,310,1698.1,273.02,0.8807096774193548
LPPT,2019-04-18,TXOT,311,4033.050000000001,358.3900000000002,1.1523794212218657
LPPT,2019-04-19,TXIT,325,1916.4833333333331,316.9766666666667,0.9753128205128205
LPPT,2019-04-19,TXOT,327,4238.483333333334,613.9000000000003,1.8773700305810408
LPPT,2019-04-20,TXIT,313,1812.9833333333336,273.23000000000025,0.8729392971246014
LPPT,2019-04-20,TXOT,310,3943.6333333333355,525.0066666666669,1.693569892473119
LPPT,2019-04-21,TXIT,316,1871.9333333333332,308.5900000000002,0.976550632911393
LPPT,2019-04-21,TXOT,315,4007.8833333333328,546.1533333333332,1.7338201058201055
LPPT,2019-04-22,TXIT,320,1724.116666666667,264.99333333333345,0.8281041666666671
LPPT,2019-04-22,TXOT,319,4550.333333333334,756.9733333333332,2.372957157784744
LPPT,2019-04-23,TXIT,319,1635.816666666667,228.50000000000006,0.7163009404388716
LPPT,2019-04-23,TXOT,320,4606.6666666666615,702.2299999999999,2.1944687499999995
LPPT,2019-04-24,TXIT,304,1486.0499999999993,195.39000000000001,0.6427302631578948
LPPT,2019-04-24,TXOT,304,4485.833333333332,628.896666666667,2.06873903508772
LPPT,2019-04-25,TXIT,307,1536.1333333333328,220.7466666666667,0.7190445168295332
LPPT,2019-04-25,TXOT,305,4318.183333333335,488.50999999999993,1.6016721311475408
LPPT,2019-04-26,TXIT,315,1782.3,226.72999999999993,0.7197777777777775
LPPT,2019-04-26,TXOT,319,4142.933333333337,637.3800000000002,1.998056426332289
LPPT,2019-04-27,TXIT,312,1754.9166666666663,216.60333333333315,0.6942414529914525
LPPT,2019-04-27,TXOT,313,3834.3833333333337,391.9333333333333,1.2521831735889242
LPPT,2019-04-28,TXIT,310,1716.3500000000001,181.5699999999999,0.5857096774193545
LPPT,2019-04-28,TXOT,313,3897.466666666665,441.5800000000003,1.4107987220447296
LPPT,2019-04-29,TXIT,320,1833.650000000001,253.7066666666666,0.7928333333333331
LPPT,2019-04-29,TXOT,314,3919.483333333333,454.3766666666667,1.447059447983015
LPPT,2019-04-30,TXIT,308,1772.716666666667,237.54666666666662,0.7712554112554111
LPPT,2019-04-30,TXOT,304,3718.0833333333326,388.15666666666664,1.2768311403508772
LPPT,2019-05-01,TXIT,301,1677.4999999999984,196.8133333333332,0.6538648947951269
LPPT,2019-05-01,TXOT,304,4082.9500000000016,750.8500000000004,2.4699013157894747
LPPT,2019-05-02,TXIT,310,1757.2999999999993,221.4566666666667,0.7143763440860217
LPPT,2019-05-02,TXOT,309,3701.6333333333337,335.5199999999998,1.085825242718446
LPPT,2019-05-03,TXIT,325,1896.8833333333328,303.49666666666684,0.933835897435898
LPPT,2019-05-03,TXOT,326,4176.283333333334,574.0133333333335,1.7607770961145202
LPPT,2019-05-04,TXIT,310,1790.8333333333321,258.6033333333332,0.8342043010752683
LPPT,2019-05-04,TXOT,312,3835.7833333333333,403.14,1.2921153846153846
LPPT,2019-05-05,TXIT,324,1778.4333333333332,220.21,0.6796604938271605
LPPT,2019-05-05,TXOT,322,4083.466666666667,459.50999999999976,1.427049689440993
LPPT,2019-05-06,TXIT,322,1826.833333333334,255.54666666666657,0.7936231884057968
LPPT,2019-05-06,TXOT,323,3947.016666666665,409.18333333333305,1.2668214654282757
LPPT,2019-05-07,TXIT,316,1601.7999999999995,250.88999999999987,0.7939556962025313
LPPT,2019-05-07,TXOT,310,4457.300000000004,546.8066666666662,1.763892473118278
LPPT,2019-05-08,TXIT,313,1532.0000000000007,202.23333333333323,0.646112886048988
LPPT,2019-05-08,TXOT,317,4374.333333333333,357.5066666666668,1.1277812828601474
LPPT,2019-05-09,TXIT,290,1513.316666666666,300.14333333333315,1.0349770114942523
LPPT,2019-05-09,TXOT,287,4178.183333333336,493.48999999999995,1.7194773519163762
LPPT,2019-05-10,TXIT,325,1778.7333333333322,294.31333333333333,0.9055794871794872
LPPT,2019-05-10,TXOT,330,4575.766666666668,589.0633333333334,1.7850404040404042
LPPT,2019-05-11,TXIT,320,1806.8333333333346,224.07999999999987,0.7002499999999996
LPPT,2019-05-11,TXOT,316,4084.2166666666653,589.5433333333333,1.8656434599156118
LPPT,2019-05-12,TXIT,315,1819.4166666666667,267.0766666666663,0.8478624338624328
LPPT,2019-05-12,TXOT,319,4194.216666666668,672.6833333333332,2.1087251828631133
LPPT,2019-05-13,TXIT,320,1831.0166666666655,239.73333333333318,0.7491666666666662
LPPT,2019-05-13,TXOT,319,4056.7333333333368,554.5666666666667,1.7384535005224662
LPPT,2019-05-14,TXIT,310,1735.533333333333,274.19,0.884483870967742
LPPT,2019-05-14,TXOT,306,3893.033333333331,346.7666666666664,1.133224400871459
LPPT,2019-05-15,TXIT,305,1766.2999999999995,249.7799999999998,0.8189508196721305
LPPT,2019-05-15,TXOT,309,3602.3333333333335,235.0666666666665,0.7607335490830631
LPPT,2019-05-16,TXIT,311,1821.9166666666656,271.28333333333353,0.8722936763129695
LPPT,2019-05-16,TXOT,310,3660.4999999999986,301.1099999999997,0.9713225806451602
LPPT,2019-05-17,TXIT,321,1822.0333333333335,234.81333333333353,0.731505711318796
LPPT,2019-05-17,TXOT,325,4179.8,632.7566666666669,1.9469435897435905
LPPT,2019-05-18,TXIT,314,1816.2000000000007,257.01666666666654,0.8185244161358807
LPPT,2019-05-18,TXOT,310,3684.3166666666643,278.45666666666665,0.8982473118279569
LPPT,2019-05-19,TXIT,319,1823.0499999999997,263.45,0.8258620689655172
LPPT,2019-05-19,TXOT,316,3832.283333333332,319.46333333333337,1.0109599156118145
LPPT,2019-05-20,TXIT,320,1821.0000000000011,236.84666666666655,0.740145833333333
LPPT,2019-05-20,TXOT,319,3961.983333333333,469.9999999999999,1.4733542319749213
LPPT,2019-05-21,TXIT,303,1778.2499999999995,272.5299999999999,0.8994389438943892
LPPT,2019-05-21,TXOT,302,3669.5166666666664,360.35000000000014,1.1932119205298017
LPPT,2019-05-22,TXIT,308,1757.2833333333342,231.26333333333324,0.750854978354978
LPPT,2019-05-22,TXOT,310,3667.7833333333324,278.8533333333332,0.8995268817204296
LPPT,2019-05-23,TXIT,316,1778.8500000000001,220.29000000000008,0.6971202531645572
LPPT,2019-05-23,TXOT,319,3988.2833333333333,501.54333333333335,1.5722361546499477
LPPT,2019-05-24,TXIT,322,1843.966666666666,245.9266666666665,0.7637474120082811
LPPT,2019-05-24,TXOT,326,4116.049999999998,547.9100000000003,1.6807055214723936
LPPT,2019-05-25,TXIT,316,1818.0833333333326,250.15666666666664,0.7916350210970463
LPPT,2019-05-25,TXOT,310,3786.0499999999984,378.5166666666666,1.2210215053763438
LPPT,2019-05-26,TXIT,322,1871.6166666666677,285.10999999999984,0.8854347826086951
LPPT,2019-05-26,TXOT,326,4241.56666666667,645.5233333333329,1.980132924335377
LPPT,2019-05-27,TXIT,324,1897.2166666666667,287.2400000000001,0.8865432098765436
LPPT,2019-05-27,TXOT,319,4054.883333333333,545.8066666666666,1.710992685475444
LPPT,2019-05-28,TXIT,309,1733.7333333333343,193.40666666666655,0.6259115426105714
LPPT,2019-05-28,TXOT,305,3664.1666666666665,350.43333333333334,1.14896174863388
LPPT,2019-05-29,TXIT,310,1778.2833333333338,239.58999999999995,0.7728709677419353
LPPT,2019-05-29,TXOT,322,3993.6,483.9299999999999,1.5028881987577636
LPPT,2019-05-30,TXIT,323,1902.4999999999995,299.04333333333346,0.9258307533539736
LPPT,2019-05-30,TXOT,315,3911.3333333333326,470.1999999999997,1.4926984126984117
LPPT,2019-05-31,TXIT,321,1807.8499999999979,251.48,0.7834267912772586
LPPT,2019-05-31,TXOT,320,4212.816666666668,599.7733333333333,1.8742916666666667
LPPT,2019-06-01,TXIT,320,1802.1833333333323,343.7566666666666,1.0742395833333331
LPPT,2019-06-01,TXOT,325,4350.116666666664,382.3866666666667,1.1765743589743591
LPPT,2019-06-02,TXIT,325,1840.65,235.26333333333338,0.7238871794871796
LPPT,2019-06-02,TXOT,328,4089.449999999997,457.43666666666644,1.3946239837398366
LPPT,2019-06-03,TXIT,326,1791.3499999999995,184.47000000000003,0.5658588957055215
LPPT,2019-06-03,TXOT,318,3964.9333333333343,469.30666666666673,1.4758071278825997
LPPT,2019-06-04,TXIT,320,1750.083333333333,216.47333333333333,0.6764791666666666
LPPT,2019-06-04,TXOT,320,4095.583333333335,451.7300000000002,1.4116562500000005
LPPT,2019-06-05,TXIT,313,1836.3666666666663,288.0833333333332,0.9203940362087323
LPPT,2019-06-05,TXOT,321,4082.866666666669,568.1633333333333,1.7699792315680165
LPPT,2019-06-06,TXIT,321,1646.8333333333335,225.75666666666663,0.7032917964693665
LPPT,2019-06-06,TXOT,319,4454.316666666668,505.2233333333337,1.5837722048066887
