REG,DATE,A,D,I,O,ARRS,DEPS,ARRS_DOM,DEPS_DOM,OVR_FLTS
EUR,2019-01-01T00:00:00Z,2975,3176,16092,1252,19067,19268,16092,16092,544
EUR,2019-01-02T00:00:00Z,2814,2823,20207,558,23021,23030,20207,20207,558
EUR,2019-01-03T00:00:00Z,2903,2879,20412,595,23315,23291,20412,20412,595
EUR,2019-01-04T00:00:00Z,2885,2939,20937,544,23822,23876,20937,20937,544
EUR,2019-01-05T00:00:00Z,3054,3053,16796,516,19850,19849,16796,16796,516
EUR,2019-01-06T00:00:00Z,3102,3023,19348,540,22450,22371,19348,19348,540
EUR,2019-01-07T00:00:00Z,2831,2692,20872,496,23703,23564,20872,20872,496
EUR,2019-01-08T00:00:00Z,2669,2692,18873,546,21542,21565,18873,18873,546
EUR,2019-01-09T00:00:00Z,2748,2721,19750,540,22498,22471,19750,19750,540
EUR,2019-01-10T00:00:00Z,2782,2770,19935,544,22717,22705,19935,19935,544
EUR,2019-01-11T00:00:00Z,2794,2850,20736,499,23530,23586,20736,20736,499
EUR,2019-01-12T00:00:00Z,2864,2902,15431,503,18295,18333,15431,15431,503
EUR,2019-01-13T00:00:00Z,2906,2883,18041,546,20947,20924,18041,18041,546
EUR,2019-01-14T00:00:00Z,2681,2601,20691,478,23372,23292,20691,20691,478
EUR,2019-01-15T00:00:00Z,2586,2525,18676,482,21262,21201,18676,18676,482
EUR,2019-01-16T00:00:00Z,2542,2557,20055,490,22597,22612,20055,20055,490
EUR,2019-01-17T00:00:00Z,2673,2670,20573,493,23246,23243,20573,20573,493
EUR,2019-01-18T00:00:00Z,2722,2762,22223,466,24945,24985,22223,22223,466
EUR,2019-01-19T00:00:00Z,2766,2773,15584,462,18350,18357,15584,15584,462
EUR,2019-01-20T00:00:00Z,2823,2755,18648,490,21471,21403,18648,18648,490
EUR,2019-01-21T00:00:00Z,2713,2589,21194,443,23907,23783,21194,21194,443
EUR,2019-01-22T00:00:00Z,2534,2487,19299,468,21833,21786,19299,19299,468
EUR,2019-01-23T00:00:00Z,2482,2526,19840,454,22322,22366,19840,19840,454
EUR,2019-01-24T00:00:00Z,2659,2708,20619,466,23278,23327,20619,20619,466
EUR,2019-01-25T00:00:00Z,2674,2765,21797,447,24471,24562,21797,21797,447
EUR,2019-01-26T00:00:00Z,2730,2778,15408,451,18138,18186,15408,15408,451
EUR,2019-01-27T00:00:00Z,2768,2796,18423,492,21191,21219,18423,18423,492
EUR,2019-01-28T00:00:00Z,2648,2521,20819,430,23467,23340,20819,20819,430
EUR,2019-01-29T00:00:00Z,2479,2463,19492,455,21971,21955,19492,19492,455
EUR,2019-01-30T00:00:00Z,2476,2496,19945,483,22421,22441,19945,19945,483
EUR,2019-01-31T00:00:00Z,2673,2724,20701,478,23374,23425,20701,20701,478
EUR,2019-02-01T00:00:00Z,3265,3316,22619,1218,25884,25935,22619,22619,427
EUR,2019-02-02T00:00:00Z,2762,2808,15804,433,18566,18612,15804,15804,433
EUR,2019-02-03T00:00:00Z,2797,2764,18128,483,20925,20892,18128,18128,483
EUR,2019-02-04T00:00:00Z,2620,2532,21030,427,23650,23562,21030,21030,427
EUR,2019-02-05T00:00:00Z,2515,2445,19760,452,22275,22205,19760,19760,452
EUR,2019-02-06T00:00:00Z,2494,2504,20644,455,23138,23148,20644,20644,455
EUR,2019-02-07T00:00:00Z,2646,2658,21380,463,24026,24038,21380,21380,463
EUR,2019-02-08T00:00:00Z,2652,2720,22475,457,25127,25195,22475,22475,457
EUR,2019-02-09T00:00:00Z,2719,2760,16289,459,19008,19049,16289,16289,459
EUR,2019-02-10T00:00:00Z,2762,2773,18776,475,21538,21549,18776,18776,475
EUR,2019-02-11T00:00:00Z,2630,2531,21406,442,24036,23937,21406,21406,442
EUR,2019-02-12T00:00:00Z,2494,2497,20243,449,22737,22740,20243,20243,449
EUR,2019-02-13T00:00:00Z,2438,2459,20400,473,22838,22859,20400,20400,473
EUR,2019-02-14T00:00:00Z,2715,2718,21787,476,24502,24505,21787,21787,476
EUR,2019-02-15T00:00:00Z,2744,2760,23358,450,26102,26118,23358,23358,450
EUR,2019-02-16T00:00:00Z,2771,2854,17516,443,20287,20370,17516,17516,443
EUR,2019-02-17T00:00:00Z,2835,2801,19722,507,22557,22523,19722,19722,507
EUR,2019-02-18T00:00:00Z,2657,2597,21626,434,24283,24223,21626,21626,434
EUR,2019-02-19T00:00:00Z,2528,2531,20476,443,23004,23007,20476,20476,443
EUR,2019-02-20T00:00:00Z,2540,2516,20913,441,23453,23429,20913,20913,441
EUR,2019-02-21T00:00:00Z,2703,2754,21926,463,24629,24680,21926,21926,463
EUR,2019-02-22T00:00:00Z,2775,2786,22817,478,25592,25603,22817,22817,478
EUR,2019-02-23T00:00:00Z,2839,2854,17510,441,20349,20364,17510,17510,441
EUR,2019-02-24T00:00:00Z,2918,2908,20061,490,22979,22969,20061,20061,490
EUR,2019-02-25T00:00:00Z,2715,2615,22120,424,24835,24735,22120,22120,424
EUR,2019-02-26T00:00:00Z,2580,2553,20851,448,23431,23404,20851,20851,448
EUR,2019-02-27T00:00:00Z,2628,2599,21451,478,24079,24050,21451,21451,478
EUR,2019-02-28T00:00:00Z,2751,2836,22131,504,24882,24967,22131,22131,504
EUR,2019-03-01T00:00:00Z,3459,3545,23992,1412,27451,27537,23992,23992,478
EUR,2019-03-02T00:00:00Z,2847,2896,17374,495,20221,20270,17374,17374,495
EUR,2019-03-03T00:00:00Z,2938,2892,19530,525,22468,22422,19530,19530,525
EUR,2019-03-04T00:00:00Z,2716,2625,21686,478,24402,24311,21686,21686,478
EUR,2019-03-05T00:00:00Z,2609,2598,20931,508,23540,23529,20931,20931,508
EUR,2019-03-06T00:00:00Z,2661,2674,21637,497,24298,24311,21637,21637,497
EUR,2019-03-07T00:00:00Z,2817,2849,22072,501,24889,24921,22072,22072,501
EUR,2019-03-08T00:00:00Z,2800,2811,23243,479,26043,26054,23243,23243,479
EUR,2019-03-09T00:00:00Z,2870,2946,17010,488,19880,19956,17010,17010,488
EUR,2019-03-10T00:00:00Z,2964,2976,19395,542,22359,22371,19395,19395,542
EUR,2019-03-11T00:00:00Z,2776,2708,22365,476,25141,25073,22365,22365,476
EUR,2019-03-12T00:00:00Z,2645,2628,21147,507,23792,23775,21147,21147,507
EUR,2019-03-13T00:00:00Z,2644,2676,21224,525,23868,23900,21224,21224,525
EUR,2019-03-14T00:00:00Z,2790,2801,22171,527,24961,24972,22171,22171,527
EUR,2019-03-15T00:00:00Z,2825,2854,23487,513,26312,26341,23487,23487,513
EUR,2019-03-16T00:00:00Z,2912,2927,17110,522,20022,20037,17110,17110,522
EUR,2019-03-17T00:00:00Z,2954,2951,19665,550,22619,22616,19665,19665,550
EUR,2019-03-18T00:00:00Z,2754,2705,22594,509,25348,25299,22594,22594,509
EUR,2019-03-19T00:00:00Z,2612,2658,21142,500,23754,23800,21142,21142,500
EUR,2019-03-20T00:00:00Z,2707,2708,22064,550,24771,24772,22064,22064,550
EUR,2019-03-21T00:00:00Z,2872,2837,22596,529,25468,25433,22596,22596,529
EUR,2019-03-22T00:00:00Z,2882,2918,23759,525,26641,26677,23759,23759,525
EUR,2019-03-23T00:00:00Z,2895,2944,17120,509,20015,20064,17120,17120,509
EUR,2019-03-24T00:00:00Z,2941,2958,20014,530,22955,22972,20014,20014,530
EUR,2019-03-25T00:00:00Z,2777,2703,22224,502,25001,24927,22224,22224,502
EUR,2019-03-26T00:00:00Z,2693,2678,21480,508,24173,24158,21480,21480,508
EUR,2019-03-27T00:00:00Z,2715,2711,22052,526,24767,24763,22052,22052,526
EUR,2019-03-28T00:00:00Z,2878,2864,22626,533,25504,25490,22626,22626,533
EUR,2019-03-29T00:00:00Z,2883,2905,23713,519,26596,26618,23713,23713,519
EUR,2019-03-30T00:00:00Z,2944,2974,17243,534,20187,20217,17243,17243,534
EUR,2019-03-31T00:00:00Z,3012,3053,20975,601,23987,24028,20975,20975,601
EUR,2019-04-01T00:00:00Z,3568,3525,25330,1564,28898,28855,25330,25330,560
EUR,2019-04-02T00:00:00Z,2850,2812,23765,537,26615,26577,23765,23765,537
EUR,2019-04-03T00:00:00Z,2880,2908,24263,542,27143,27171,24263,24263,542
EUR,2019-04-04T00:00:00Z,2987,2995,24541,560,27528,27536,24541,24541,560
EUR,2019-04-05T00:00:00Z,3008,2949,25350,534,28358,28299,25350,25350,534
EUR,2019-04-06T00:00:00Z,2918,2997,19501,530,22419,22498,19501,19501,530
EUR,2019-04-07T00:00:00Z,3022,3004,21647,566,24669,24651,21647,21647,566
EUR,2019-04-08T00:00:00Z,2909,2869,24212,502,27121,27081,24212,24212,502
EUR,2019-04-09T00:00:00Z,2829,2809,23899,500,26728,26708,23899,23899,500
EUR,2019-04-10T00:00:00Z,2905,2910,24670,532,27575,27580,24670,24670,532
EUR,2019-04-11T00:00:00Z,3011,3064,25164,515,28175,28228,25164,25164,515
EUR,2019-04-12T00:00:00Z,3067,3066,26164,516,29231,29230,26164,26164,516
EUR,2019-04-13T00:00:00Z,3091,3155,20665,501,23756,23820,20665,20665,501
EUR,2019-04-14T00:00:00Z,3117,3118,22187,559,25304,25305,22187,22187,559
EUR,2019-04-15T00:00:00Z,2998,2965,24223,481,27221,27188,24223,24223,481
EUR,2019-04-16T00:00:00Z,2907,2888,23776,517,26683,26664,23776,23776,517
EUR,2019-04-17T00:00:00Z,2913,2961,24688,525,27601,27649,24688,24688,525
EUR,2019-04-18T00:00:00Z,3086,3152,25022,572,28108,28174,25022,25022,572
EUR,2019-04-19T00:00:00Z,3089,3076,23039,507,26128,26115,23039,23039,507
EUR,2019-04-20T00:00:00Z,3108,3170,19971,506,23079,23141,19971,19971,506
EUR,2019-04-21T00:00:00Z,3154,3153,20937,554,24091,24090,20937,20937,554
EUR,2019-04-22T00:00:00Z,3049,2910,23112,537,26161,26022,23112,23112,537
EUR,2019-04-23T00:00:00Z,2943,2933,24524,508,27467,27457,24524,24524,508
EUR,2019-04-24T00:00:00Z,2984,2984,24600,542,27584,27584,24600,24600,542
EUR,2019-04-25T00:00:00Z,3099,3118,25073,595,28172,28191,25073,25073,595
EUR,2019-04-26T00:00:00Z,3130,3174,25054,542,28184,28228,25054,25054,542
EUR,2019-04-27T00:00:00Z,3310,3327,20536,535,23846,23863,20536,20536,535
EUR,2019-04-28T00:00:00Z,3361,3334,22243,561,25604,25577,22243,22243,561
EUR,2019-04-29T00:00:00Z,3068,2962,24552,528,27620,27514,24552,24552,528
EUR,2019-04-30T00:00:00Z,3077,3062,24010,571,27087,27072,24010,24010,571
EUR,2019-05-01T00:00:00Z,3866,3807,23893,1422,27759,27700,23893,23893,520
EUR,2019-05-02T00:00:00Z,3123,3109,24887,573,28010,27996,24887,24887,573
EUR,2019-05-03T00:00:00Z,3099,3108,26121,536,29220,29229,26121,26121,536
EUR,2019-05-04T00:00:00Z,3166,3263,21284,520,24450,24547,21284,21284,520
EUR,2019-05-05T00:00:00Z,3296,3216,23402,545,26698,26618,23402,23402,545
EUR,2019-05-06T00:00:00Z,3026,2940,25531,509,28557,28471,25531,25531,509
EUR,2019-05-07T00:00:00Z,2889,2854,25727,512,28616,28581,25727,25727,512
EUR,2019-05-08T00:00:00Z,2921,2920,25162,512,28083,28082,25162,25162,512
EUR,2019-05-09T00:00:00Z,2916,2947,24579,528,27495,27526,24579,24579,528
EUR,2019-05-10T00:00:00Z,3046,3065,27157,515,30203,30222,27157,27157,515
EUR,2019-05-11T00:00:00Z,3096,3191,21622,496,24718,24813,21622,21622,496
EUR,2019-05-12T00:00:00Z,3163,3199,23731,542,26894,26930,23731,23731,542
EUR,2019-05-13T00:00:00Z,3005,2897,26130,488,29135,29027,26130,26130,488
EUR,2019-05-14T00:00:00Z,2827,2762,25425,458,28252,28187,25425,25425,458
EUR,2019-05-15T00:00:00Z,2894,2885,25742,466,28636,28627,25742,25742,466
EUR,2019-05-16T00:00:00Z,2967,2972,26259,498,29226,29231,26259,26259,498
EUR,2019-05-17T00:00:00Z,2979,2990,26365,458,29344,29355,26365,26365,458
EUR,2019-05-18T00:00:00Z,3042,3069,21834,449,24876,24903,21834,21834,449
EUR,2019-05-19T00:00:00Z,3113,3113,23666,496,26779,26779,23666,23666,496
EUR,2019-05-20T00:00:00Z,2971,2914,26197,486,29168,29111,26197,26197,486
EUR,2019-05-21T00:00:00Z,2826,2786,25014,483,27840,27800,25014,25014,483
EUR,2019-05-22T00:00:00Z,2871,2862,26453,486,29324,29315,26453,26453,486
EUR,2019-05-23T00:00:00Z,3025,3036,27084,515,30109,30120,27084,27084,515
EUR,2019-05-24T00:00:00Z,3085,3105,27919,464,31004,31024,27919,27919,464
EUR,2019-05-25T00:00:00Z,3140,3189,22631,436,25771,25820,22631,22631,436
EUR,2019-05-26T00:00:00Z,3184,3169,24409,481,27593,27578,24409,24409,481
EUR,2019-05-27T00:00:00Z,2985,2994,26809,453,29794,29803,26809,26809,453
EUR,2019-05-28T00:00:00Z,2931,2903,26365,456,29296,29268,26365,26365,456
EUR,2019-05-29T00:00:00Z,3002,3041,27454,461,30456,30495,27454,27454,461
EUR,2019-05-30T00:00:00Z,3134,3146,25225,489,28359,28371,25225,25225,489
EUR,2019-05-31T00:00:00Z,3244,3197,26008,469,29252,29205,26008,26008,469
EUR,2019-06-01T00:00:00Z,4356,4495,24517,1246,28873,29012,24517,24517,547
EUR,2019-06-02T00:00:00Z,3443,3454,26416,496,29859,29870,26416,26416,496
EUR,2019-06-03T00:00:00Z,3342,3280,27321,514,30663,30601,27321,27321,514
EUR,2019-06-04T00:00:00Z,3207,3202,26998,547,30205,30200,26998,26998,547
EUR,2019-06-05T00:00:00Z,3364,3377,27317,564,30681,30694,27317,27317,564
EUR,2019-06-06T00:00:00Z,3427,3415,27361,569,30788,30776,27361,27361,569
EUR,2019-06-07T00:00:00Z,3529,3507,28381,572,31910,31888,28381,28381,572
EUR,2019-06-08T00:00:00Z,3520,3585,23697,538,27217,27282,23697,23697,538
EUR,2019-06-09T00:00:00Z,3511,3507,24660,551,28171,28167,24660,24660,551
EUR,2019-06-10T00:00:00Z,3467,3412,26670,570,30137,30082,26670,26670,570
EUR,2019-06-11T00:00:00Z,3328,3305,27525,544,30853,30830,27525,27525,544
EUR,2019-06-12T00:00:00Z,3358,3338,27825,569,31183,31163,27825,27825,569
EUR,2019-06-13T00:00:00Z,3457,3454,28684,576,32141,32138,28684,28684,576
EUR,2019-06-14T00:00:00Z,3505,3473,29091,565,32596,32564,29091,29091,565
EUR,2019-06-15T00:00:00Z,3489,3534,24149,509,27638,27683,24149,24149,509
EUR,2019-06-16T00:00:00Z,3649,3610,25902,539,29551,29512,25902,25902,539
EUR,2019-06-17T00:00:00Z,3487,3430,28309,502,31796,31739,28309,28309,502
EUR,2019-06-18T00:00:00Z,3370,3364,27772,516,31142,31136,27772,27772,516
EUR,2019-06-19T00:00:00Z,3418,3411,28124,523,31542,31535,28124,28124,523
EUR,2019-06-20T00:00:00Z,3519,3566,28010,547,31529,31576,28010,28010,547
EUR,2019-06-21T00:00:00Z,3606,3577,28244,525,31850,31821,28244,28244,525
EUR,2019-06-22T00:00:00Z,3542,3571,24025,484,27567,27596,24025,24025,484
EUR,2019-06-23T00:00:00Z,3669,3643,26045,538,29714,29688,26045,26045,538
EUR,2019-06-24T00:00:00Z,3506,3499,28153,507,31659,31652,28153,28153,507
EUR,2019-06-25T00:00:00Z,3434,3435,27725,505,31159,31160,27725,27725,505
EUR,2019-06-26T00:00:00Z,3480,3485,28095,544,31575,31580,28095,28095,544
EUR,2019-06-27T00:00:00Z,3600,3654,28834,537,32434,32488,28834,28834,537
EUR,2019-06-28T00:00:00Z,3641,3655,29215,537,32856,32870,29215,29215,537
EUR,2019-06-29T00:00:00Z,3600,3620,24786,492,28386,28406,24786,24786,492
EUR,2019-06-30T00:00:00Z,3696,3708,26378,554,30074,30086,26378,26378,554
EUR,2019-07-01T00:00:00Z,4781,4798,29477,1392,34258,34275,29477,29477,564
EUR,2019-07-02T00:00:00Z,3555,3579,27653,516,31208,31232,27653,27653,516
EUR,2019-07-03T00:00:00Z,3590,3576,28086,541,31676,31662,28086,28086,541
EUR,2019-07-04T00:00:00Z,3651,3671,28731,564,32382,32402,28731,28731,564
EUR,2019-07-05T00:00:00Z,3687,3650,29041,541,32728,32691,29041,29041,541
EUR,2019-07-06T00:00:00Z,3597,3660,24704,500,28301,28364,24704,24704,500
EUR,2019-07-07T00:00:00Z,3721,3718,25936,548,29657,29654,25936,25936,548
EUR,2019-07-08T00:00:00Z,3616,3558,28140,521,31756,31698,28140,28140,521
EUR,2019-07-09T00:00:00Z,3530,3553,27617,496,31147,31170,27617,27617,496
EUR,2019-07-10T00:00:00Z,3590,3560,27954,544,31544,31514,27954,27954,544
EUR,2019-07-11T00:00:00Z,3636,3694,28585,544,32221,32279,28585,28585,544
EUR,2019-07-12T00:00:00Z,3669,3615,28645,532,32314,32260,28645,28645,532
EUR,2019-07-13T00:00:00Z,3634,3683,24850,498,28484,28533,24850,24850,498
EUR,2019-07-14T00:00:00Z,3670,3732,26110,566,29780,29842,26110,26110,566
EUR,2019-07-15T00:00:00Z,3651,3640,28140,512,31791,31780,28140,28140,512
EUR,2019-07-16T00:00:00Z,3593,3565,27505,493,31098,31070,27505,27505,493
EUR,2019-07-17T00:00:00Z,3579,3601,27709,553,31288,31310,27709,27709,553
EUR,2019-07-18T00:00:00Z,3667,3699,28266,577,31933,31965,28266,28266,577
EUR,2019-07-19T00:00:00Z,3689,3683,28657,606,32346,32340,28657,28657,606
EUR,2019-07-20T00:00:00Z,3647,3679,24861,543,28508,28540,24861,24861,543
EUR,2019-07-21T00:00:00Z,3698,3680,25889,588,29587,29569,25889,25889,588
EUR,2019-07-22T00:00:00Z,3630,3595,27728,557,31358,31323,27728,27728,557
EUR,2019-07-23T00:00:00Z,3580,3580,27310,543,30890,30890,27310,27310,543
EUR,2019-07-24T00:00:00Z,3565,3574,27327,562,30892,30901,27327,27327,562
EUR,2019-07-25T00:00:00Z,3669,3655,27649,589,31318,31304,27649,27649,589
EUR,2019-07-26T00:00:00Z,3678,3710,28113,555,31791,31823,28113,28113,555
EUR,2019-07-27T00:00:00Z,3673,3695,24460,533,28133,28155,24460,24460,533
EUR,2019-07-28T00:00:00Z,3745,3768,25769,585,29514,29537,25769,25769,585
EUR,2019-07-29T00:00:00Z,3655,3613,27702,552,31357,31315,27702,27702,552
EUR,2019-07-30T00:00:00Z,3637,3620,26830,557,30467,30450,26830,26830,557
EUR,2019-07-31T00:00:00Z,3631,3728,27361,584,30992,31089,27361,27361,584
EUR,2019-08-01T00:00:00Z,4801,4817,28994,1421,33795,33811,28994,28994,587
EUR,2019-08-02T00:00:00Z,3694,3676,27871,584,31565,31547,27871,27871,584
EUR,2019-08-03T00:00:00Z,3666,3707,24780,524,28446,28487,24780,24780,524
EUR,2019-08-04T00:00:00Z,3726,3732,25778,587,29504,29510,25778,25778,587
EUR,2019-08-05T00:00:00Z,3639,3608,26949,529,30588,30557,26949,26949,529
EUR,2019-08-06T00:00:00Z,3549,3565,26444,506,29993,30009,26444,26444,506
EUR,2019-08-07T00:00:00Z,3603,3586,26349,537,29952,29935,26349,26349,537
EUR,2019-08-08T00:00:00Z,3690,3683,27236,539,30926,30919,27236,27236,539
EUR,2019-08-09T00:00:00Z,3678,3643,27856,534,31534,31499,27856,27856,534
EUR,2019-08-10T00:00:00Z,3653,3726,24720,489,28373,28446,24720,24720,489
EUR,2019-08-11T00:00:00Z,3677,3693,25792,538,29469,29485,25792,25792,538
EUR,2019-08-12T00:00:00Z,3619,3575,27038,486,30657,30613,27038,27038,486
EUR,2019-08-13T00:00:00Z,3576,3563,26630,497,30206,30193,26630,26630,497
EUR,2019-08-14T00:00:00Z,3647,3637,27031,523,30678,30668,27031,27031,523
EUR,2019-08-15T00:00:00Z,3675,3694,26739,552,30414,30433,26739,26739,552
EUR,2019-08-16T00:00:00Z,3663,3698,27658,551,31321,31356,27658,27658,551
EUR,2019-08-17T00:00:00Z,3688,3759,24563,524,28251,28322,24563,24563,524
EUR,2019-08-18T00:00:00Z,3758,3749,26089,589,29847,29838,26089,26089,589
EUR,2019-08-19T00:00:00Z,3685,3642,27439,562,31124,31081,27439,27439,562
EUR,2019-08-20T00:00:00Z,3620,3632,26952,575,30572,30584,26952,26952,575
EUR,2019-08-21T00:00:00Z,3674,3645,27387,595,31061,31032,27387,27387,595
EUR,2019-08-22T00:00:00Z,3723,3735,28073,620,31796,31808,28073,28073,620
EUR,2019-08-23T00:00:00Z,3767,3718,28379,584,32146,32097,28379,28379,584
EUR,2019-08-24T00:00:00Z,3735,3787,24453,542,28188,28240,24453,24453,542
EUR,2019-08-25T00:00:00Z,3775,3806,25945,585,29720,29751,25945,25945,585
EUR,2019-08-26T00:00:00Z,3724,3672,27712,549,31436,31384,27712,27712,549
EUR,2019-08-27T00:00:00Z,3629,3636,27419,546,31048,31055,27419,27419,546
EUR,2019-08-28T00:00:00Z,3650,3658,27846,568,31496,31504,27846,27846,568
EUR,2019-08-29T00:00:00Z,3764,3803,28400,593,32164,32203,28400,28400,593
EUR,2019-08-30T00:00:00Z,3757,3775,28758,573,32515,32533,28758,28758,573
EUR,2019-08-31T00:00:00Z,3725,3776,24643,521,28368,28419,24643,24643,521
EUR,2019-09-01T00:00:00Z,4555,4645,27033,1301,31588,31678,27033,27033,520
EUR,2019-09-02T00:00:00Z,3607,3530,27757,538,31364,31287,27757,27757,538
EUR,2019-09-03T00:00:00Z,3480,3490,27687,534,31167,31177,27687,27687,534
EUR,2019-09-04T00:00:00Z,3499,3486,28105,520,31604,31591,28105,28105,520
EUR,2019-09-05T00:00:00Z,3627,3612,28461,541,32088,32073,28461,28461,541
EUR,2019-09-06T00:00:00Z,3536,3502,28393,542,31929,31895,28393,28393,542
EUR,2019-09-07T00:00:00Z,3536,3591,23928,487,27464,27519,23928,23928,487
EUR,2019-09-08T00:00:00Z,3619,3646,25994,570,29613,29640,25994,25994,570
EUR,2019-09-09T00:00:00Z,3419,3301,27472,519,30891,30773,27472,27472,519
EUR,2019-09-10T00:00:00Z,3288,3245,26972,513,30260,30217,26972,26972,513
EUR,2019-09-11T00:00:00Z,3363,3350,27914,512,31277,31264,27914,27914,512
EUR,2019-09-12T00:00:00Z,3478,3534,28657,532,32135,32191,28657,28657,532
EUR,2019-09-13T00:00:00Z,3509,3470,28964,520,32473,32434,28964,28964,520
EUR,2019-09-14T00:00:00Z,3472,3512,23886,500,27358,27398,23886,23886,500
EUR,2019-09-15T00:00:00Z,3564,3557,25834,536,29398,29391,25834,25834,536
EUR,2019-09-16T00:00:00Z,3409,3362,27817,506,31226,31179,27817,27817,506
EUR,2019-09-17T00:00:00Z,3308,3285,27411,485,30719,30696,27411,27411,485
EUR,2019-09-18T00:00:00Z,3284,3285,27811,492,31095,31096,27811,27811,492
EUR,2019-09-19T00:00:00Z,3452,3477,28311,516,31763,31788,28311,28311,516
EUR,2019-09-20T00:00:00Z,3428,3434,28821,504,32249,32255,28821,28821,504
EUR,2019-09-21T00:00:00Z,3434,3471,23442,489,26876,26913,23442,23442,489
EUR,2019-09-22T00:00:00Z,3544,3556,25259,527,28803,28815,25259,25259,527
EUR,2019-09-23T00:00:00Z,3358,3307,27578,503,30936,30885,27578,27578,503
EUR,2019-09-24T00:00:00Z,3239,3257,26931,478,30170,30188,26931,26931,478
EUR,2019-09-25T00:00:00Z,3327,3330,27692,521,31019,31022,27692,27692,521
EUR,2019-09-26T00:00:00Z,3411,3444,27997,530,31408,31441,27997,27997,530
EUR,2019-09-27T00:00:00Z,3459,3449,27958,535,31417,31407,27958,27958,535
EUR,2019-09-28T00:00:00Z,3426,3488,23214,489,26640,26702,23214,23214,489
EUR,2019-09-29T00:00:00Z,3502,3454,25083,503,28585,28537,25083,25083,503
EUR,2019-09-30T00:00:00Z,3274,3197,27144,460,30418,30341,27144,27144,460
EUR,2019-10-01T00:00:00Z,3843,3973,26923,1264,30766,30896,26923,26923,503
EUR,2019-10-02T00:00:00Z,3292,3302,26479,510,29771,29781,26479,26479,510
EUR,2019-10-03T00:00:00Z,3292,3322,26648,523,29940,29970,26648,26648,523
EUR,2019-10-04T00:00:00Z,3280,3286,27146,503,30426,30432,27146,27146,503
EUR,2019-10-05T00:00:00Z,3299,3346,22075,473,25374,25421,22075,22075,473
EUR,2019-10-06T00:00:00Z,3369,3388,24286,543,27655,27674,24286,24286,543
EUR,2019-10-07T00:00:00Z,3208,3175,26202,505,29410,29377,26202,26202,505
EUR,2019-10-08T00:00:00Z,3064,2978,25219,449,28283,28197,25219,25219,449
EUR,2019-10-09T00:00:00Z,2916,2992,25576,436,28492,28568,25576,25576,436
EUR,2019-10-10T00:00:00Z,3268,3279,26391,513,29659,29670,26391,26391,513
EUR,2019-10-11T00:00:00Z,3328,3336,26929,508,30257,30265,26929,26929,508
EUR,2019-10-12T00:00:00Z,3291,3341,21602,472,24893,24943,21602,21602,472
EUR,2019-10-13T00:00:00Z,3361,3376,23613,532,26974,26989,23613,23613,532
EUR,2019-10-14T00:00:00Z,3188,3133,25762,504,28950,28895,25762,25762,504
EUR,2019-10-15T00:00:00Z,3111,3097,24909,487,28020,28006,24909,24909,487
EUR,2019-10-16T00:00:00Z,3114,3164,25376,516,28490,28540,25376,25376,516
EUR,2019-10-17T00:00:00Z,3267,3255,26238,515,29505,29493,26238,26238,515
EUR,2019-10-18T00:00:00Z,3283,3325,26549,524,29832,29874,26549,26549,524
EUR,2019-10-19T00:00:00Z,3302,3416,21298,500,24600,24714,21298,21298,500
EUR,2019-10-20T00:00:00Z,3377,3365,23036,532,26413,26401,23036,23036,532
EUR,2019-10-21T00:00:00Z,3189,3146,25719,486,28908,28865,25719,25719,486
EUR,2019-10-22T00:00:00Z,3072,3053,24663,525,27735,27716,24663,24663,525
EUR,2019-10-23T00:00:00Z,3126,3145,25361,508,28487,28506,25361,25361,508
EUR,2019-10-24T00:00:00Z,3223,3237,26075,551,29298,29312,26075,26075,551
EUR,2019-10-25T00:00:00Z,3223,3248,25913,562,29136,29161,25913,25913,562
EUR,2019-10-26T00:00:00Z,3234,3309,21243,521,24477,24552,21243,21243,521
EUR,2019-10-27T00:00:00Z,3198,3159,21364,558,24562,24523,21364,21364,558
EUR,2019-10-28T00:00:00Z,2976,2881,23545,469,26521,26426,23545,23545,469
EUR,2019-10-29T00:00:00Z,2809,2857,22321,506,25130,25178,22321,22321,506
EUR,2019-10-30T00:00:00Z,2889,2923,22769,506,25658,25692,22769,22769,506
EUR,2019-10-31T00:00:00Z,2984,3015,23232,520,26216,26247,23232,23232,520
EUR,2019-11-01T00:00:00Z,3459,3558,23288,1349,26747,26846,23288,23288,490
EUR,2019-11-02T00:00:00Z,3079,3121,17284,485,20363,20405,17284,17284,485
EUR,2019-11-03T00:00:00Z,3144,3071,20790,543,23934,23861,20790,20790,543
EUR,2019-11-04T00:00:00Z,2947,2897,22946,490,25893,25843,22946,22946,490
EUR,2019-11-05T00:00:00Z,2771,2798,21436,473,24207,24234,21436,21436,473
EUR,2019-11-06T00:00:00Z,2833,2789,21407,503,24240,24196,21407,21407,503
EUR,2019-11-07T00:00:00Z,2854,2852,21644,539,24498,24496,21644,21644,539
EUR,2019-11-08T00:00:00Z,2880,2888,22807,515,25687,25695,22807,22807,515
EUR,2019-11-09T00:00:00Z,2898,3040,15895,500,18793,18935,15895,15895,500
EUR,2019-11-10T00:00:00Z,2999,2984,19389,568,22388,22373,19389,19389,568
EUR,2019-11-11T00:00:00Z,2876,2771,21832,471,24708,24603,21832,21832,471
EUR,2019-11-12T00:00:00Z,2696,2703,20375,484,23071,23078,20375,20375,484
