REG,DATE,ARRS,DEPS,HEAVY,MED,LIGHT,ARRS_DOM,DEPS_DOM,OVR_FLTS,PAX,CARGO,OTHER
EUR,2019-10-02T00:00:00Z,29771,29781,4054,27622,1909,26479,26479,510,28458,1320,3978
EUR,2019-10-03T00:00:00Z,29940,29970,4063,27805,1918,26648,26648,523,28753,1247,3965
EUR,2019-10-04T00:00:00Z,30426,30432,4106,28245,1865,27146,27146,503,29435,1126,3826
EUR,2019-10-05T00:00:00Z,25374,25421,4022,24160,1013,22075,22075,473,26439,592,2321
EUR,2019-10-06T00:00:00Z,27655,27674,4026,26372,1190,24286,24286,543,28445,574,2717
EUR,2019-10-07T00:00:00Z,29410,29377,3852,27468,1771,26202,26202,505,28718,956,3569
EUR,2019-10-08T00:00:00Z,28283,28197,3857,26182,1673,25219,25219,449,27156,1212,3463
EUR,2019-10-09T00:00:00Z,28492,28568,3853,26249,1820,25576,25576,436,27062,1281,3695
EUR,2019-10-10T00:00:00Z,29659,29670,3968,27453,2031,26391,26391,513,28392,1297,3949
EUR,2019-10-11T00:00:00Z,30257,30265,4096,28068,1938,26929,26929,508,29218,1188,3877
EUR,2019-10-12T00:00:00Z,24893,24943,3999,23571,1137,21602,21602,472,25940,645,2271
EUR,2019-10-13T00:00:00Z,26974,26989,3990,25838,1056,23613,23613,532,27982,583,2485
EUR,2019-10-14T00:00:00Z,28950,28895,3905,26902,1781,25762,25762,504,28157,1027,3548
EUR,2019-10-15T00:00:00Z,28020,28006,3868,25965,1772,24909,24909,487,26964,1249,3569
EUR,2019-10-16T00:00:00Z,28490,28540,3922,26301,1949,25376,25376,516,27188,1328,3820
EUR,2019-10-17T00:00:00Z,29505,29493,3979,27278,2019,26238,26238,515,28098,1358,3996
EUR,2019-10-18T00:00:00Z,29832,29874,4070,27778,1835,26549,26549,524,28870,1203,3784
EUR,2019-10-19T00:00:00Z,24600,24714,4035,23533,949,21298,21298,500,25773,662,2233
EUR,2019-10-20T00:00:00Z,26413,26401,3977,25346,988,23036,23036,532,27477,622,2367
EUR,2019-10-21T00:00:00Z,28908,28865,3908,26882,1751,25719,25719,486,28247,1021,3443
EUR,2019-10-22T00:00:00Z,27735,27716,3850,25684,1780,24663,24663,525,26730,1293,3477
EUR,2019-10-23T00:00:00Z,28487,28506,3944,26361,1836,25361,25361,508,27212,1365,3721
EUR,2019-10-24T00:00:00Z,29298,29312,3963,27073,2051,26075,26075,551,27844,1368,4058
EUR,2019-10-25T00:00:00Z,29136,29161,4064,26965,1918,25913,25913,562,27976,1195,3933
EUR,2019-10-26T00:00:00Z,24477,24552,3982,23235,1092,21243,21243,521,25392,679,2382
EUR,2019-10-27T00:00:00Z,24562,24523,3725,23497,1058,21364,21364,558,25391,597,2476
EUR,2019-10-28T00:00:00Z,26521,26426,3623,24608,1642,23545,23545,469,25759,991,3282
EUR,2019-10-29T00:00:00Z,25130,25178,3548,23175,1772,22321,22321,506,23935,1284,3448
EUR,2019-10-30T00:00:00Z,25658,25692,3673,23591,1824,22769,22769,506,24312,1356,3600
EUR,2019-10-31T00:00:00Z,26216,26247,3686,24346,1720,23232,23232,520,25108,1329,3484
EUR,2019-11-01T00:00:00Z,26747,26846,4037,26339,1277,23288,23288,503,25379,986,2465
EUR,2019-11-02T00:00:00Z,20363,20405,3639,19606,726,17284,17284,485,21705,635,1782
EUR,2019-11-03T00:00:00Z,23934,23861,3601,23104,844,20790,20790,543,24876,629,2220
EUR,2019-11-04T00:00:00Z,25893,25843,3590,24199,1493,22946,22946,490,25262,1026,3147
EUR,2019-11-05T00:00:00Z,24207,24234,3525,22266,1688,21436,21436,473,22957,1298,3385
EUR,2019-11-06T00:00:00Z,24240,24196,3634,22160,1740,21407,21407,503,22890,1364,3431
EUR,2019-11-07T00:00:00Z,24498,24496,3553,22571,1766,21644,21644,539,23053,1359,3639
EUR,2019-11-08T00:00:00Z,25687,25695,3637,23795,1660,22807,22807,515,24519,1241,3505
EUR,2019-11-09T00:00:00Z,18793,18935,3561,18037,737,15895,15895,500,20088,635,1771
EUR,2019-11-10T00:00:00Z,22388,22373,3565,21493,884,19389,19389,568,23474,607,2033
EUR,2019-11-11T00:00:00Z,24708,24603,3487,23195,1269,21832,21832,471,24235,970,2903
EUR,2019-11-12T00:00:00Z,23071,23078,3489,21229,1541,20375,20375,484,21889,1299,3228
EUR,2019-11-13T00:00:00Z,23387,23380,3547,21415,1611,20680,20680,485,22162,1348,3238
EUR,2019-11-14T00:00:00Z,24765,24826,3603,22854,1725,21930,21930,520,23438,1376,3539
EUR,2019-11-15T00:00:00Z,26017,26004,3674,24155,1586,23104,23104,497,25042,1228,3298
EUR,2019-11-16T00:00:00Z,18752,18817,3604,17748,855,15831,15831,468,19825,689,1847
EUR,2019-11-17T00:00:00Z,22244,22219,3530,21392,769,19293,19293,519,23321,630,1914
EUR,2019-11-18T00:00:00Z,24905,24836,3511,23030,1539,22105,22105,442,24091,1054,3115
EUR,2019-11-19T00:00:00Z,22943,22964,3504,20807,1802,20279,20279,484,21463,1339,3462
EUR,2019-11-20T00:00:00Z,23404,23430,3570,21333,1746,20698,20698,511,21935,1416,3472
EUR,2019-11-21T00:00:00Z,24343,24387,3556,22542,1603,21552,21552,521,23206,1373,3275
EUR,2019-11-22T00:00:00Z,25984,25990,3703,24055,1622,23118,23118,522,24898,1283,3350
EUR,2019-11-23T00:00:00Z,18494,18561,3577,17494,856,15612,15612,483,19583,681,1796
EUR,2019-11-24T00:00:00Z,22169,22167,3534,21173,916,19236,19236,521,23179,640,1997
EUR,2019-11-25T00:00:00Z,24005,23961,3451,22204,1484,21279,21279,451,23083,1096,3139
EUR,2019-11-26T00:00:00Z,22817,22793,3372,20749,1716,20231,20231,457,21242,1384,3373
EUR,2019-11-27T00:00:00Z,23239,23274,3433,21190,1742,20632,20632,483,21713,1409,3421
EUR,2019-11-28T00:00:00Z,24359,24308,3319,22426,1747,21661,21661,484,22868,1390,3406
EUR,2019-11-29T00:00:00Z,25604,25657,3399,23689,1740,22926,22926,492,24484,1274,3232
EUR,2019-11-30T00:00:00Z,18535,18639,3431,17395,1052,15773,15773,475,19311,713,2011
EUR,2019-12-01T00:00:00Z,23169,23236,3798,22982,865,19886,19886,474,22976,616,1890
EUR,2019-12-02T00:00:00Z,24736,24616,3503,22825,1569,21923,21923,467,23799,1127,3144
EUR,2019-12-03T00:00:00Z,22971,22991,3448,20916,1709,20364,20364,474,21536,1415,3301
EUR,2019-12-04T00:00:00Z,23796,23749,3598,21539,1806,21090,21090,487,22058,1480,3568
EUR,2019-12-05T00:00:00Z,23406,23426,3563,21517,1536,20686,20686,469,22113,1437,3245
EUR,2019-12-06T00:00:00Z,24865,24913,3655,23049,1512,22060,22060,496,23859,1242,3275
EUR,2019-12-07T00:00:00Z,18370,18434,3537,17343,846,15545,15545,466,19309,704,1852
EUR,2019-12-08T00:00:00Z,22064,22010,3531,21121,810,19133,19133,520,23010,642,1998
EUR,2019-12-09T00:00:00Z,24813,24765,3512,23069,1377,22064,22064,443,23980,1090,3065
EUR,2019-12-10T00:00:00Z,22350,22340,3497,20315,1632,19731,19731,484,20989,1364,3268
EUR,2019-12-11T00:00:00Z,23819,23834,3597,21620,1783,21146,21146,491,22126,1428,3641
EUR,2019-12-12T00:00:00Z,24326,24346,3616,22438,1575,21540,21540,495,23003,1430,3385
EUR,2019-12-13T00:00:00Z,25154,25180,3649,23557,1317,22315,22315,502,24284,1262,3147
EUR,2019-12-14T00:00:00Z,19030,19112,3624,18122,713,16147,16147,462,19953,730,1923
EUR,2019-12-15T00:00:00Z,22234,22214,3605,21200,889,19272,19272,516,23127,646,2109
EUR,2019-12-16T00:00:00Z,24872,24842,3615,22796,1720,22057,22057,473,23801,1108,3401
EUR,2019-12-17T00:00:00Z,22897,22917,3619,20862,1649,20184,20184,499,21613,1422,3248
EUR,2019-12-18T00:00:00Z,24310,24348,3701,22088,1849,21551,21551,529,22720,1486,3621
EUR,2019-12-19T00:00:00Z,25537,25550,3713,23758,1573,22589,22589,544,24389,1478,3364
EUR,2019-12-20T00:00:00Z,26468,26504,3872,24821,1397,23459,23459,576,25730,1320,3227
EUR,2019-12-21T00:00:00Z,21559,21662,3725,20507,986,18512,18512,507,22322,745,2310
EUR,2019-12-22T00:00:00Z,22667,22634,3671,21953,638,19589,19589,548,24076,634,1748
EUR,2019-12-23T00:00:00Z,23379,23325,3579,22153,972,20488,20488,487,23599,1027,2282
EUR,2019-12-24T00:00:00Z,16390,16275,3216,15761,388,13820,13820,519,17627,900,1030
EUR,2019-12-25T00:00:00Z,11540,11540,2828,11290,268,9211,9211,515,13432,327,824
EUR,2019-12-26T00:00:00Z,20474,20643,3106,20121,648,17776,17776,532,21720,518,1852
EUR,2019-12-27T00:00:00Z,23459,23510,3499,22613,908,20523,20523,573,23996,932,2273
EUR,2019-12-28T00:00:00Z,20309,20384,3471,19631,839,17276,17276,522,21708,515,1884
EUR,2019-12-29T00:00:00Z,21843,21752,3444,21261,684,18798,18798,591,23480,490,1627
EUR,2019-12-30T00:00:00Z,22335,22270,3333,21341,952,19495,19495,515,22966,898,1975
EUR,2019-12-31T00:00:00Z,16734,16659,3136,16075,459,14205,14205,480,18012,832,1016
EUR,2020-01-01T00:00:00Z,18380,18553,3316,18911,350,15623,15623,566,19273,275,927
EUR,2020-01-02T00:00:00Z,22985,23048,3453,22241,875,20057,20057,592,23662,922,2189
EUR,2020-01-03T00:00:00Z,23635,23650,3609,22658,934,20662,20662,577,24175,997,2209
EUR,2020-01-04T00:00:00Z,20428,20481,3602,19766,792,17293,17293,543,21824,514,1987
EUR,2020-01-05T00:00:00Z,22767,22688,3587,22022,812,19601,19601,566,24042,455,2139
EUR,2020-01-06T00:00:00Z,23472,23345,3490,22121,1183,20518,20518,494,23927,704,2371
EUR,2020-01-07T00:00:00Z,21586,21567,3541,20046,1276,18842,18842,550,21292,1129,2631
EUR,2020-01-08T00:00:00Z,21827,21869,3504,20192,1409,19137,19137,545,21240,1261,2781
EUR,2020-01-09T00:00:00Z,22474,22470,3540,20994,1296,19626,19626,510,21936,1259,2825
EUR,2020-01-10T00:00:00Z,24282,24319,3631,22589,1494,21425,21425,537,23711,1127,3027
EUR,2020-01-11T00:00:00Z,18411,18461,3501,17547,897,15417,15417,488,19526,597,1958
EUR,2020-01-12T00:00:00Z,21356,21307,3521,20586,844,18285,18285,571,22566,553,2027
EUR,2020-01-13T00:00:00Z,23148,23033,3474,21453,1365,20355,20355,464,22679,956,2828
EUR,2020-01-14T00:00:00Z,20394,20352,3381,18685,1347,17824,17824,489,19520,1235,2848
EUR,2020-01-15T00:00:00Z,21587,21614,3430,19684,1568,19005,19005,485,20386,1291,3190
EUR,2020-01-16T00:00:00Z,22850,22830,3490,20897,1686,20116,20116,507,21645,1273,3352
EUR,2020-01-17T00:00:00Z,24296,24282,3627,22496,1458,21508,21508,509,23456,1167,3131
EUR,2020-01-18T00:00:00Z,17902,17917,3490,17044,740,15015,15015,469,19111,598,1699
EUR,2020-01-19T00:00:00Z,21348,21278,3512,20353,876,18416,18416,530,22204,573,2145
EUR,2020-01-20T00:00:00Z,23327,23225,3457,21578,1426,20562,20562,469,22578,1017,3077
EUR,2020-01-21T00:00:00Z,21406,21338,3343,19435,1612,18821,18821,465,20034,1240,3306
EUR,2020-01-22T00:00:00Z,21625,21669,3388,19799,1505,19097,19097,494,20455,1301,3106
EUR,2020-01-23T00:00:00Z,23147,23188,3448,21212,1725,20450,20450,498,21707,1291,3568
EUR,2020-01-24T00:00:00Z,24502,24587,3534,22759,1521,21770,21770,493,23508,1150,3337
EUR,2020-01-25T00:00:00Z,17835,17932,3455,16992,715,15068,15068,462,19072,616,1620
EUR,2020-01-26T00:00:00Z,21382,21335,3437,20446,822,18521,18521,507,22258,561,2056
EUR,2020-01-27T00:00:00Z,23471,23420,3394,21681,1443,20810,20810,436,22587,959,3134
EUR,2020-01-28T00:00:00Z,21072,21053,3233,19396,1353,18598,18598,454,20044,1196,2896
EUR,2020-01-29T00:00:00Z,21662,21706,3256,19875,1510,19200,19200,471,20434,1240,3144
EUR,2020-01-30T00:00:00Z,23140,23162,3359,21218,1698,20512,20512,483,21872,1243,3329
EUR,2020-01-31T00:00:00Z,24696,24734,3467,22882,1585,21979,21979,482,23740,1092,3266
EUR,2020-02-01T00:00:00Z,19567,19675,3657,19287,922,16393,16393,458,19486,544,1787
EUR,2020-02-02T00:00:00Z,21475,21414,3319,20648,815,18623,18623,515,22513,508,1943
EUR,2020-02-03T00:00:00Z,23622,23543,3273,21867,1483,20988,20988,444,22833,951,2999
EUR,2020-02-04T00:00:00Z,21325,21284,3134,19778,1281,18857,18857,440,20369,1179,2800
EUR,2020-02-05T00:00:00Z,22196,22165,3181,20215,1691,19734,19734,458,20682,1232,3345
EUR,2020-02-06T00:00:00Z,23544,23614,3281,21495,1876,20968,20968,461,21994,1266,3561
EUR,2020-02-07T00:00:00Z,24655,24685,3341,22784,1646,22012,22012,442,23635,1121,3194
EUR,2020-02-08T00:00:00Z,18883,18971,3327,17830,1024,16127,16127,453,19652,576,2105
EUR,2020-02-09T00:00:00Z,18789,18692,3113,18181,599,16097,16097,507,20085,449,1525
EUR,2020-02-10T00:00:00Z,21198,21172,3201,20043,899,18656,18656,427,21191,952,2167
EUR,2020-02-11T00:00:00Z,21322,21332,3131,19877,1211,18870,18870,433,20514,1227,2627
EUR,2020-02-12T00:00:00Z,22659,22665,3193,20864,1575,20153,20153,459,21290,1300,3205
EUR,2020-02-13T00:00:00Z,23914,23899,3320,22006,1699,21242,21242,453,22427,1315,3462
EUR,2020-02-14T00:00:00Z,25613,25650,3435,23785,1648,22869,22869,472,24309,1143,3560
EUR,2020-02-15T00:00:00Z,19821,19894,3331,18800,1023,17009,17009,447,20322,596,2374
EUR,2020-02-16T00:00:00Z,21711,21658,3308,21038,637,18885,18885,498,22828,536,1793
EUR,2020-02-17T00:00:00Z,24064,24012,3257,22479,1340,21443,21443,441,23438,977,2803
EUR,2020-02-18T00:00:00Z,22705,22708,3177,20738,1734,20225,20225,459,21247,1218,3328
EUR,2020-02-19T00:00:00Z,23262,23283,3241,21307,1732,20742,20742,476,21725,1305,3408
EUR,2020-02-20T00:00:00Z,24016,24057,3326,22345,1574,21319,21319,489,22800,1288,3326
EUR,2020-02-21T00:00:00Z,25755,25754,3453,23852,1682,23005,23005,482,24563,1169,3406
EUR,2020-02-22T00:00:00Z,20271,20280,3414,19228,985,17384,17384,459,20812,626,2346
EUR,2020-02-23T00:00:00Z,22332,22270,3356,21426,903,19423,19423,504,22832,574,2438
EUR,2020-02-24T00:00:00Z,24641,24556,3324,22923,1474,21931,21931,454,23702,997,3186
EUR,2020-02-25T00:00:00Z,22778,22768,3235,20990,1539,20243,20243,460,21439,1246,3225
EUR,2020-02-26T00:00:00Z,23019,23044,3309,21371,1386,20463,20463,464,21807,1316,3110
EUR,2020-02-27T00:00:00Z,23743,23778,3329,22145,1411,21121,21121,484,22711,1305,3046
EUR,2020-02-28T00:00:00Z,25464,25560,3472,23635,1677,22753,22753,512,24353,1181,3406
EUR,2020-02-29T00:00:00Z,19520,19579,3371,18808,697,16674,16674,449,20542,637,1844
EUR,2020-03-01T00:00:00Z,23391,23426,3589,23140,847,20210,20210,478,23213,578,2067
EUR,2020-03-02T00:00:00Z,24169,24066,3254,22636,1272,21516,21516,442,23555,985,2771
EUR,2020-03-03T00:00:00Z,22514,22509,3244,20786,1488,19975,19975,469,21339,1279,3040
EUR,2020-03-04T00:00:00Z,23010,23046,3209,21122,1696,20510,20510,480,21550,1323,3318
EUR,2020-03-05T00:00:00Z,23394,23393,3304,21573,1624,20765,20765,478,22072,1318,3291
EUR,2020-03-06T00:00:00Z,24323,24325,3323,22715,1415,21684,21684,487,23445,1161,3011
EUR,2020-03-07T00:00:00Z,18656,18738,3238,17806,838,15972,15972,458,19628,643,1751
EUR,2020-03-08T00:00:00Z,21363,21288,3189,20342,962,18635,18635,475,22007,586,2059
EUR,2020-03-09T00:00:00Z,22667,22610,3083,20925,1528,20174,20174,431,21682,999,2999
EUR,2020-03-10T00:00:00Z,20462,20437,3038,18651,1548,18103,18103,440,19039,1267,3080
EUR,2020-03-11T00:00:00Z,20458,20466,3084,18292,1856,18140,18140,447,18682,1344,3362
EUR,2020-03-12T00:00:00Z,20920,20953,3098,18984,1664,18549,18549,421,19293,1341,3248
EUR,2020-03-13T00:00:00Z,21718,21767,3171,19735,1644,19380,19380,443,20273,1204,3186
EUR,2020-03-14T00:00:00Z,16033,16016,2996,14844,964,13640,13640,394,15940,649,2339
EUR,2020-03-15T00:00:00Z,17299,17202,2863,16081,962,15038,15038,442,17179,599,2262
EUR,2020-03-16T00:00:00Z,16743,16626,2740,15049,1204,14748,14748,370,15218,1091,2775
EUR,2020-03-17T00:00:00Z,13174,13119,2531,11605,1021,11461,11461,324,11536,1337,2332
EUR,2020-03-18T00:00:00Z,11815,11779,2384,10389,959,10203,10203,340,10253,1366,2152
EUR,2020-03-19T00:00:00Z,10920,10861,2292,9543,794,9445,9445,291,9426,1352,1893
EUR,2020-03-20T00:00:00Z,10495,10500,2248,9174,720,9170,9170,316,9192,1210,1774
EUR,2020-03-21T00:00:00Z,6567,6535,1946,5592,402,5422,5422,258,6267,620,1073
EUR,2020-03-22T00:00:00Z,6340,6278,1788,5450,282,5343,5343,243,6156,590,791
EUR,2020-03-23T00:00:00Z,5834,5725,1618,4645,560,4950,4950,212,4550,1033,1256
EUR,2020-03-24T00:00:00Z,5322,5296,1525,4189,531,4576,4576,201,3720,1275,1269
EUR,2020-03-25T00:00:00Z,4957,4914,1444,3827,533,4225,4225,157,3195,1294,1323
EUR,2020-03-26T00:00:00Z,5009,4965,1440,3841,602,4241,4241,148,3112,1334,1458
EUR,2020-03-27T00:00:00Z,4809,4800,1350,3712,573,4124,4124,149,3238,1193,1213
EUR,2020-03-28T00:00:00Z,2854,2828,1193,2047,343,2226,2226,126,2194,635,755
EUR,2020-03-29T00:00:00Z,2696,2673,1088,2036,221,2140,2140,115,2118,634,603
EUR,2020-03-30T00:00:00Z,3491,3459,981,2628,435,2998,2998,91,2021,962,1071
EUR,2020-03-31T00:00:00Z,3599,3605,1127,2557,513,3097,3097,88,1849,1186,1167
EUR,2020-04-01T00:00:00Z,4364,4340,1226,3595,630,3722,3722,74,1818,1210,1383
EUR,2020-04-02T00:00:00Z,3509,3521,1119,2448,515,3023,3023,74,1751,1236,1102
EUR,2020-04-03T00:00:00Z,3490,3487,1107,2476,503,2972,2972,79,1903,1065,1122
EUR,2020-04-04T00:00:00Z,2044,2046,944,1358,259,1577,1577,47,1223,623,722
EUR,2020-04-05T00:00:00Z,2162,2129,972,1481,212,1692,1692,65,1462,635,575
EUR,2020-04-06T00:00:00Z,3107,3112,928,2209,496,2657,2657,69,1490,1000,1151
EUR,2020-04-07T00:00:00Z,3274,3293,1050,2287,525,2791,2791,84,1448,1158,1277
EUR,2020-04-08T00:00:00Z,3486,3485,1087,2321,660,2977,2977,73,1532,1152,1387
EUR,2020-04-09T00:00:00Z,3282,3277,1141,2057,662,2780,2780,80,1429,1094,1347
EUR,2020-04-10T00:00:00Z,2454,2456,996,1633,394,1975,1975,86,1301,785,942
EUR,2020-04-11T00:00:00Z,1675,1683,966,1010,242,1220,1220,79,1017,562,649
EUR,2020-04-12T00:00:00Z,1587,1571,889,1047,158,1136,1136,70,1169,515,415
EUR,2020-04-13T00:00:00Z,2157,2104,813,1548,254,1727,1727,79,1274,602,751
EUR,2020-04-14T00:00:00Z,3194,3199,964,2186,557,2754,2754,66,1425,1077,1220
EUR,2020-04-15T00:00:00Z,3438,3467,1094,2301,628,2974,2974,90,1456,1204,1368
EUR,2020-04-16T00:00:00Z,3529,3526,1147,2332,671,2995,2995,89,1460,1235,1470
EUR,2020-04-17T00:00:00Z,3298,3326,1100,2163,656,2795,2795,89,1561,1014,1352
EUR,2020-04-18T00:00:00Z,1756,1752,955,1029,308,1278,1278,61,1017,614,668
EUR,2020-04-19T00:00:00Z,1928,1886,969,1198,283,1439,1439,73,1242,612,601
EUR,2020-04-20T00:00:00Z,3237,3216,1022,2161,602,2732,2732,63,1517,995,1284
EUR,2020-04-21T00:00:00Z,3432,3443,1120,2310,597,2928,2928,78,1506,1177,1354
EUR,2020-04-22T00:00:00Z,3691,3719,1242,2383,743,3149,3149,105,1609,1203,1573
EUR,2020-04-23T00:00:00Z,3802,3800,1285,2444,760,3214,3214,99,1682,1243,1584
EUR,2020-04-24T00:00:00Z,3581,3570,1205,2344,703,2996,2996,98,1715,1064,1475
EUR,2020-04-25T00:00:00Z,1889,1891,1070,1080,318,1376,1376,64,1151,634,683
EUR,2020-04-26T00:00:00Z,2076,2084,1088,1284,317,1554,1554,82,1432,623,639
EUR,2020-04-27T00:00:00Z,3472,3435,1111,2270,714,2906,2906,95,1638,1018,1455
EUR,2020-04-28T00:00:00Z,3596,3627,1238,2360,680,3045,3045,99,1621,1196,1468
EUR,2020-04-29T00:00:00Z,3868,3865,1288,2513,763,3273,3273,105,1706,1216,1645
EUR,2020-04-30T00:00:00Z,3776,3773,1342,2410,750,3153,3153,104,1692,1194,1628
EUR,2020-05-01T00:00:00Z,3500,3507,1395,2827,455,2782,2782,115,1665,736,982
EUR,2020-05-02T00:00:00Z,1806,1823,1141,1088,221,1282,1282,104,1236,614,602
EUR,2020-05-03T00:00:00Z,2256,2220,1119,1413,344,1698,1698,96,1514,635,732
EUR,2020-05-04T00:00:00Z,3699,3691,1108,2405,813,3164,3164,98,1716,987,1637
EUR,2020-05-05T00:00:00Z,3794,3795,1287,2414,792,3213,3213,115,1682,1205,1625
EUR,2020-05-06T00:00:00Z,4040,4056,1360,2492,939,3422,3422,115,1794,1224,1787
EUR,2020-05-07T00:00:00Z,4256,4255,1384,2597,1016,3641,3641,125,1794,1243,1976
EUR,2020-05-08T00:00:00Z,3755,3749,1331,2374,804,3111,3111,115,1931,968,1619
EUR,2020-05-09T00:00:00Z,2210,2219,1189,1254,437,1632,1632,82,1381,635,866
EUR,2020-05-10T00:00:00Z,2340,2334,1226,1477,308,1748,1748,84,1646,645,730
EUR,2020-05-11T00:00:00Z,3818,3791,1244,2501,755,3211,3211,100,1895,1046,1569
EUR,2020-05-12T00:00:00Z,4267,4277,1341,2550,1103,3645,3645,93,1779,1224,2003
EUR,2020-05-13T00:00:00Z,4365,4393,1444,2647,1093,3680,3680,104,1902,1234,2061
EUR,2020-05-14T00:00:00Z,4556,4581,1473,2722,1181,3872,3872,109,1905,1250,2233
EUR,2020-05-15T00:00:00Z,4509,4499,1493,2670,1194,3783,3783,131,2070,1137,2155
EUR,2020-05-16T00:00:00Z,2508,2534,1275,1377,588,1899,1899,96,1509,623,1115
EUR,2020-05-17T00:00:00Z,2565,2530,1301,1493,495,1913,1913,105,1732,655,913
EUR,2020-05-18T00:00:00Z,4338,4355,1322,2577,1165,3728,3728,98,1952,1043,2082
EUR,2020-05-19T00:00:00Z,4538,4537,1384,2646,1282,3884,3884,119,1894,1227,2204
EUR,2020-05-20T00:00:00Z,5040,5051,1485,2929,1475,4326,4326,123,2095,1211,2593
EUR,2020-05-21T00:00:00Z,4026,4044,1445,2333,1067,3334,3334,107,1899,1110,1856
EUR,2020-05-22T00:00:00Z,4218,4207,1446,2527,1038,3522,3522,107,2024,1096,1896
EUR,2020-05-23T00:00:00Z,2623,2622,1326,1521,527,1964,1964,92,1593,664,1124
EUR,2020-05-24T00:00:00Z,2973,2942,1286,1778,618,2330,2330,96,1908,649,1134
EUR,2020-05-25T00:00:00Z,4412,4384,1204,2630,1230,3819,3819,85,1957,972,2156
EUR,2020-05-26T00:00:00Z,4816,4808,1413,2769,1385,4149,4149,91,1949,1233,2403
EUR,2020-05-27T00:00:00Z,5197,5202,1487,3016,1521,4483,4483,107,2133,1302,2605
EUR,2020-05-28T00:00:00Z,5117,5126,1477,2978,1471,4425,4425,106,2057,1305,2585
EUR,2020-05-29T00:00:00Z,5085,5100,1463,2953,1500,4377,4377,106,2192,1148,2588
EUR,2020-05-30T00:00:00Z,2827,2829,1319,1506,771,2172,2172,110,1638,656,1330
EUR,2020-05-31T00:00:00Z,2870,2834,1233,1778,561,2222,2222,88,1852,627,1107
EUR,2020-06-01T00:00:00Z,5415,5425,1403,4241,1115,4643,4643,130,2307,873,1907
EUR,2020-06-02T00:00:00Z,5250,5273,1326,3240,1428,4639,4639,109,2300,1188,2527
EUR,2020-06-03T00:00:00Z,5750,5790,1443,3585,1566,5079,5079,132,2516,1292,2802
EUR,2020-06-04T00:00:00Z,5973,5974,1493,3852,1443,5272,5272,111,2761,1322,2741
EUR,2020-06-05T00:00:00Z,5859,5839,1454,3911,1351,5122,5122,138,3067,1166,2498
EUR,2020-06-06T00:00:00Z,3622,3639,1345,2282,800,2966,2966,130,2288,672,1485
EUR,2020-06-07T00:00:00Z,4012,3986,1312,2753,729,3320,3320,114,2680,668,1460
EUR,2020-06-08T00:00:00Z,5825,5788,1277,3846,1428,5174,5174,110,3040,1063,2482
EUR,2020-06-09T00:00:00Z,5921,5922,1281,3901,1501,5277,5277,115,2756,1270,2678
EUR,2020-06-10T00:00:00Z,6326,6349,1460,4113,1624,5597,5597,118,3007,1296,2929
EUR,2020-06-11T00:00:00Z,6076,6052,1432,3962,1508,5357,5357,130,2971,1262,2701
EUR,2020-06-12T00:00:00Z,6394,6410,1455,4211,1606,5683,5683,150,3320,1176,2788
EUR,2020-06-13T00:00:00Z,3859,3874,1317,2548,799,3183,3183,113,2576,668,1435
EUR,2020-06-14T00:00:00Z,4392,4380,1316,3105,780,3709,3709,136,2996,655,1572
EUR,2020-06-15T00:00:00Z,7079,7060,1308,4975,1617,6383,6383,143,3759,1084,3088
EUR,2020-06-16T00:00:00Z,6974,6974,1329,4729,1719,6317,6317,144,3398,1315,3100
EUR,2020-06-17T00:00:00Z,7352,7353,1481,4863,1850,6643,6643,131,3751,1343,3134
EUR,2020-06-18T00:00:00Z,7535,7536,1463,5022,1894,6817,6817,124,3735,1371,3300
EUR,2020-06-19T00:00:00Z,7725,7742,1478,5320,1815,7005,7005,149,4302,1125,3196
EUR,2020-06-20T00:00:00Z,5132,5168,1345,3549,1081,4448,4448,122,3360,687,1952
EUR,2020-06-21T00:00:00Z,6113,6072,1293,4504,1135,5391,5391,136,4144,674,2136
EUR,2020-06-22T00:00:00Z,8072,8014,1308,5487,2065,7362,7362,137,4460,1116,3308
EUR,2020-06-23T00:00:00Z,7899,7914,1333,5460,1951,7234,7234,164,4017,1321,3432
EUR,2020-06-24T00:00:00Z,8305,8330,1484,5629,2078,7586,7586,140,4354,1357,3510
EUR,2020-06-25T00:00:00Z,8637,8598,1466,5789,2291,7850,7850,159,4326,1359,3897
EUR,2020-06-26T00:00:00Z,8879,8914,1508,6332,1987,8128,8128,160,5077,1212,3572
EUR,2020-06-27T00:00:00Z,5890,5904,1284,4465,964,5211,5211,129,4176,664,1901
EUR,2020-06-28T00:00:00Z,6700,6663,1307,5160,1068,5977,5977,148,4875,656,2033
EUR,2020-06-29T00:00:00Z,8354,8330,1292,6145,1740,7673,7673,164,4908,1101,3196
EUR,2020-06-30T00:00:00Z,8451,8453,1343,5962,1965,7771,7771,136,4459,1289,3549
EUR,2020-07-01T00:00:00Z,12880,12962,1796,10675,2152,11863,11863,171,7337,1376,4030
EUR,2020-07-02T00:00:00Z,11688,11694,1527,8958,2202,10861,10861,164,7414,1360,3954
EUR,2020-07-03T00:00:00Z,12893,12933,1538,10279,2115,12082,12082,186,8900,1181,3872
EUR,2020-07-04T00:00:00Z,10110,10107,1413,8403,1253,9321,9321,171,8092,656,2341
EUR,2020-07-05T00:00:00Z,10866,10846,1387,9156,1290,10058,10058,178,8740,641,2481
