REG,DATE,ARRS,DEPS,HEAVY,MED,LIGHT,ARRS_DOM,DEPS_DOM,OVR_FLTS,PAX,CARGO,OTHER
EUR,2019-02-20T00:00:00Z,23453,23429,3316,21444,1652,20913,20913,441,22038,1285,3256
EUR,2019-02-21T00:00:00Z,24629,24680,3415,22653,1778,21926,21926,463,23291,1281,3474
EUR,2019-02-22T00:00:00Z,25592,25603,3555,23732,1570,22817,22817,478,24659,1180,3187
EUR,2019-02-23T00:00:00Z,20349,20364,3397,19225,1024,17510,17510,441,20886,583,2321
EUR,2019-02-24T00:00:00Z,22979,22969,3441,21874,1063,20061,20061,490,23372,581,2606
EUR,2019-02-25T00:00:00Z,24835,24735,3379,22833,1663,22120,22120,424,23893,972,3168
EUR,2019-02-26T00:00:00Z,23431,23404,3339,21332,1763,20851,20851,448,22039,1235,3329
EUR,2019-02-27T00:00:00Z,24079,24050,3419,21844,1895,21451,21451,478,22508,1312,3520
EUR,2019-02-28T00:00:00Z,24882,24967,3478,22897,1848,22131,22131,504,23483,1287,3646
EUR,2019-03-01T00:00:00Z,27451,27537,4044,26749,1613,23992,23992,501,24888,1155,3184
EUR,2019-03-02T00:00:00Z,20221,20270,3522,19195,897,17374,17374,495,21106,670,1985
EUR,2019-03-03T00:00:00Z,22468,22422,3500,21640,747,19530,19530,525,23571,559,1940
EUR,2019-03-04T00:00:00Z,24402,24311,3411,22985,1110,21686,21686,478,24124,959,2609
EUR,2019-03-05T00:00:00Z,23540,23529,3428,21672,1547,20931,20931,508,22527,1220,3055
EUR,2019-03-06T00:00:00Z,24298,24311,3466,22354,1650,21637,21637,497,22877,1295,3463
EUR,2019-03-07T00:00:00Z,24889,24921,3516,23178,1547,22072,22072,501,23887,1298,3238
EUR,2019-03-08T00:00:00Z,26043,26054,3625,24118,1592,23243,23243,479,25082,1166,3252
EUR,2019-03-09T00:00:00Z,19880,19956,3496,19122,698,17010,17010,488,21109,618,1748
EUR,2019-03-10T00:00:00Z,22359,22371,3478,21721,679,19395,19395,542,23527,560,1971
EUR,2019-03-11T00:00:00Z,25141,25073,3438,23429,1460,22365,22365,476,24392,963,3138
EUR,2019-03-12T00:00:00Z,23792,23775,3399,21913,1617,21147,21147,507,22565,1261,3260
EUR,2019-03-13T00:00:00Z,23868,23900,3500,22160,1410,21224,21224,525,22772,1310,3144
EUR,2019-03-14T00:00:00Z,24961,24972,3509,23232,1550,22171,22171,527,23831,1278,3352
EUR,2019-03-15T00:00:00Z,26312,26341,3634,24490,1556,23487,23487,513,25239,1178,3425
EUR,2019-03-16T00:00:00Z,20022,20037,3587,18957,929,17110,17110,522,21022,640,1968
EUR,2019-03-17T00:00:00Z,22619,22616,3548,21719,855,19665,19665,550,23665,557,2082
EUR,2019-03-18T00:00:00Z,25348,25299,3510,23402,1651,22594,22594,509,24428,980,3324
EUR,2019-03-19T00:00:00Z,23754,23800,3480,21659,1775,21142,21142,500,22466,1234,3361
EUR,2019-03-20T00:00:00Z,24771,24772,3554,22391,2086,22064,22064,550,23088,1291,3822
EUR,2019-03-21T00:00:00Z,25468,25433,3589,23180,2066,22596,22596,529,23837,1292,3888
EUR,2019-03-22T00:00:00Z,26641,26677,3714,24336,2036,23759,23759,525,25232,1216,3805
EUR,2019-03-23T00:00:00Z,20015,20064,3583,18872,1014,17120,17120,509,20989,614,2019
EUR,2019-03-24T00:00:00Z,22955,22972,3556,21732,1157,20014,20014,530,23613,596,2402
EUR,2019-03-25T00:00:00Z,25001,24927,3506,23111,1591,22224,22224,502,24162,990,3227
EUR,2019-03-26T00:00:00Z,24173,24158,3495,22090,1776,21480,21480,508,22753,1275,3497
EUR,2019-03-27T00:00:00Z,24767,24763,3584,22497,1925,22052,22052,526,23210,1303,3676
EUR,2019-03-28T00:00:00Z,25504,25490,3578,23279,2046,22626,22626,533,23972,1314,3813
EUR,2019-03-29T00:00:00Z,26596,26618,3717,24402,1902,23713,23713,519,25371,1213,3630
EUR,2019-03-30T00:00:00Z,20187,20217,3604,19102,991,17243,17243,534,21128,644,2089
EUR,2019-03-31T00:00:00Z,23987,24028,3712,22842,1088,20975,20975,601,24938,591,2296
EUR,2019-04-01T00:00:00Z,28898,28855,4121,28096,1768,25330,25330,542,26619,997,3293
EUR,2019-04-02T00:00:00Z,26615,26577,3694,24581,1691,23765,23765,537,25610,1223,3320
EUR,2019-04-03T00:00:00Z,27143,27171,3773,25055,1766,24263,24263,542,26005,1294,3482
EUR,2019-04-04T00:00:00Z,27528,27536,3785,25582,1718,24541,24541,560,26451,1308,3519
EUR,2019-04-05T00:00:00Z,28358,28299,3839,26141,1862,25350,25350,534,27113,1167,3725
EUR,2019-04-06T00:00:00Z,22419,22498,3592,21226,1129,19501,19501,530,23191,600,2310
EUR,2019-04-07T00:00:00Z,24669,24651,3652,23535,1053,21647,21647,566,25515,570,2333
EUR,2019-04-08T00:00:00Z,27121,27081,3640,25187,1667,24212,24212,502,26460,985,3209
EUR,2019-04-09T00:00:00Z,26728,26708,3628,24635,1775,23899,23899,500,25444,1243,3513
EUR,2019-04-10T00:00:00Z,27575,27580,3738,25332,1949,24670,24670,532,26015,1304,3870
EUR,2019-04-11T00:00:00Z,28175,28228,3769,25981,2006,25164,25164,515,26750,1307,3883
EUR,2019-04-12T00:00:00Z,29231,29230,3877,26853,2085,26164,26164,516,27901,1136,3942
EUR,2019-04-13T00:00:00Z,23756,23820,3794,22548,1071,20665,20665,501,24693,614,2269
EUR,2019-04-14T00:00:00Z,25304,25305,3757,24300,925,22187,22187,559,26448,585,2126
EUR,2019-04-15T00:00:00Z,27221,27188,3657,25327,1685,24223,24223,481,26643,952,3261
EUR,2019-04-16T00:00:00Z,26683,26664,3666,24638,1785,23776,23776,517,25529,1221,3530
EUR,2019-04-17T00:00:00Z,27601,27649,3721,25350,2017,24688,24688,525,26204,1309,3764
EUR,2019-04-18T00:00:00Z,28108,28174,3726,26026,2082,25022,25022,572,26871,1248,3903
EUR,2019-04-19T00:00:00Z,26128,26115,3736,24528,1448,23039,23039,507,26208,826,2881
EUR,2019-04-20T00:00:00Z,23079,23141,3707,22104,946,19971,19971,506,24444,568,1904
EUR,2019-04-21T00:00:00Z,24091,24090,3644,23491,665,20937,20937,554,25896,489,1626
EUR,2019-04-22T00:00:00Z,26161,26022,3502,24956,1152,23112,23112,537,26624,536,2632
EUR,2019-04-23T00:00:00Z,27467,27457,3626,25629,1654,24524,24524,508,26666,1105,3310
EUR,2019-04-24T00:00:00Z,27584,27584,3706,25763,1642,24600,24600,542,26720,1233,3345
EUR,2019-04-25T00:00:00Z,28172,28191,3731,26437,1718,25073,25073,595,27452,1222,3398
EUR,2019-04-26T00:00:00Z,28184,28228,3792,26406,1704,25054,25054,542,27592,1092,3390
EUR,2019-04-27T00:00:00Z,23846,23863,3776,22994,939,20536,20536,535,25139,640,2115
EUR,2019-04-28T00:00:00Z,25604,25577,3792,24732,976,22243,22243,561,26732,596,2360
EUR,2019-04-29T00:00:00Z,27620,27514,3635,25795,1682,24552,24552,528,27177,965,3147
EUR,2019-04-30T00:00:00Z,27087,27072,3754,25072,1896,24010,24010,571,26049,1190,3653
EUR,2019-05-01T00:00:00Z,27759,27700,4134,27359,1493,23893,23893,536,25721,780,2982
EUR,2019-05-02T00:00:00Z,28010,27996,3762,26230,1700,24887,24887,573,27249,1169,3477
EUR,2019-05-03T00:00:00Z,29220,29229,3902,27384,1580,26121,26121,536,28606,1113,3330
EUR,2019-05-04T00:00:00Z,24450,24547,3857,23541,836,21284,21284,520,25742,587,2059
EUR,2019-05-05T00:00:00Z,26698,26618,3843,25632,986,23402,23402,545,27707,570,2360
EUR,2019-05-06T00:00:00Z,28557,28471,3681,26820,1506,25531,25531,509,27944,880,3338
EUR,2019-05-07T00:00:00Z,28616,28581,3683,26326,1974,25727,25727,512,27096,1152,3866
EUR,2019-05-08T00:00:00Z,28083,28082,3705,26247,1564,25162,25162,512,26989,1174,3510
EUR,2019-05-09T00:00:00Z,27495,27526,3773,25578,1621,24579,24579,528,26291,1254,3548
EUR,2019-05-10T00:00:00Z,30203,30222,3927,27917,1940,27157,27157,515,28779,1191,3950
EUR,2019-05-11T00:00:00Z,24718,24813,3846,23651,910,21622,21622,496,25687,622,2234
EUR,2019-05-12T00:00:00Z,26894,26930,3789,25809,1039,23731,23731,542,27591,602,2605
EUR,2019-05-13T00:00:00Z,29135,29027,3699,26979,1844,26130,26130,488,28042,970,3660
EUR,2019-05-14T00:00:00Z,28252,28187,3656,25913,1904,25425,25425,458,26718,1224,3665
EUR,2019-05-15T00:00:00Z,28636,28627,3707,26401,1880,25742,25742,466,27135,1282,3732
EUR,2019-05-16T00:00:00Z,29226,29231,3765,26908,2024,26259,26259,498,27693,1314,3862
EUR,2019-05-17T00:00:00Z,29344,29355,3870,27090,1834,26365,26365,458,28127,1122,3692
EUR,2019-05-18T00:00:00Z,24876,24903,3830,23517,1049,21834,21834,449,25734,604,2193
EUR,2019-05-19T00:00:00Z,26779,26779,3808,25558,1023,23666,23666,496,27453,599,2489
EUR,2019-05-20T00:00:00Z,29168,29111,3746,27015,1809,26197,26197,486,28089,988,3646
EUR,2019-05-21T00:00:00Z,27840,27800,3717,25593,1800,25014,25014,483,26375,1218,3643
EUR,2019-05-22T00:00:00Z,29324,29315,3718,26808,2147,26453,26453,486,27425,1270,4129
EUR,2019-05-23T00:00:00Z,30109,30120,3829,27583,2249,27084,27084,515,28211,1307,4310
EUR,2019-05-24T00:00:00Z,31004,31024,3962,28546,2067,27919,27919,464,29270,1188,4256
EUR,2019-05-25T00:00:00Z,25771,25820,3883,24414,1101,22631,22631,436,26497,614,2432
EUR,2019-05-26T00:00:00Z,27593,27578,3831,26157,1257,24409,24409,481,28222,570,2622
EUR,2019-05-27T00:00:00Z,29794,29803,3708,27594,1940,26809,26809,453,28478,942,3980
EUR,2019-05-28T00:00:00Z,29296,29268,3767,26979,1910,26365,26365,456,27701,1234,3854
EUR,2019-05-29T00:00:00Z,30456,30495,3810,27826,2323,27454,27454,461,28244,1271,4595
EUR,2019-05-30T00:00:00Z,28359,28371,3809,26458,1729,25225,25225,489,27520,1048,3597
EUR,2019-05-31T00:00:00Z,29252,29205,4033,27190,1697,26008,26008,469,28214,1130,3740
EUR,2019-06-01T00:00:00Z,28873,29012,4559,28765,1289,24517,24517,564,27416,615,2650
EUR,2019-06-02T00:00:00Z,29859,29870,4082,28036,1692,26416,26416,496,29535,598,3851
EUR,2019-06-03T00:00:00Z,30663,30601,4042,28615,1801,27321,27321,514,29847,988,3803
EUR,2019-06-04T00:00:00Z,30205,30200,3945,28153,1857,26998,26998,547,29004,1212,3874
EUR,2019-06-05T00:00:00Z,30681,30694,4041,28624,1959,27317,27317,564,29330,1238,4197
EUR,2019-06-06T00:00:00Z,30788,30776,4092,28681,2001,27361,27361,569,29652,1250,4029
EUR,2019-06-07T00:00:00Z,31910,31888,4253,29706,2032,28381,28381,572,30653,1139,4380
EUR,2019-06-08T00:00:00Z,27217,27282,4157,25991,1193,23697,23697,538,28085,590,2782
EUR,2019-06-09T00:00:00Z,28171,28167,4090,27127,1014,24660,24660,551,29269,554,2567
EUR,2019-06-10T00:00:00Z,30137,30082,4002,28504,1614,26670,26670,570,29788,829,3709
EUR,2019-06-11T00:00:00Z,30853,30830,4017,28743,1943,27525,27525,544,29583,1176,4132
EUR,2019-06-12T00:00:00Z,31183,31163,4102,28964,2025,27825,27825,569,29687,1307,4278
EUR,2019-06-13T00:00:00Z,32141,32138,4140,29847,2186,28684,28684,576,30418,1301,4646
EUR,2019-06-14T00:00:00Z,32596,32564,4239,30251,2146,29091,29091,565,31173,1176,4452
EUR,2019-06-15T00:00:00Z,27638,27683,4153,26358,1172,24149,24149,509,28441,619,2788
EUR,2019-06-16T00:00:00Z,29551,29512,4140,28255,1306,25902,25902,539,30087,614,3188
EUR,2019-06-17T00:00:00Z,31796,31739,4067,29637,2025,28309,28309,502,30712,981,4211
EUR,2019-06-18T00:00:00Z,31142,31136,4047,28967,2009,27772,27772,516,29767,1246,4188
EUR,2019-06-19T00:00:00Z,31542,31535,4099,29301,2078,28124,28124,523,29984,1296,4374
EUR,2019-06-20T00:00:00Z,31529,31576,4164,29513,1966,28010,28010,547,30350,1279,4189
EUR,2019-06-21T00:00:00Z,31850,31821,4275,29775,1903,28244,28244,525,30773,1115,4243
EUR,2019-06-22T00:00:00Z,27567,27596,4184,26282,1158,24025,24025,484,28456,613,2720
EUR,2019-06-23T00:00:00Z,29714,29688,4250,28276,1371,26045,26045,538,30192,618,3270
EUR,2019-06-24T00:00:00Z,31659,31652,4103,29586,1978,28153,28153,507,30727,969,4121
EUR,2019-06-25T00:00:00Z,31159,31160,4107,29055,1939,27725,27725,505,29950,1273,4050
EUR,2019-06-26T00:00:00Z,31575,31580,4161,29414,2030,28095,28095,544,30080,1309,4391
EUR,2019-06-27T00:00:00Z,32434,32488,4287,30123,2216,28834,28834,537,30737,1352,4738
EUR,2019-06-28T00:00:00Z,32856,32870,4306,30545,2199,29215,29215,537,31285,1207,4738
EUR,2019-06-29T00:00:00Z,28386,28406,4224,26918,1358,24786,24786,492,28989,642,3048
EUR,2019-06-30T00:00:00Z,30074,30086,4214,28676,1448,26378,26378,554,30370,592,3572
EUR,2019-07-01T00:00:00Z,34258,34275,4796,33507,2143,29477,29477,541,30815,1014,4304
EUR,2019-07-02T00:00:00Z,31208,31232,4174,29241,1890,27653,27653,516,30193,1255,4029
EUR,2019-07-03T00:00:00Z,31676,31662,4245,29600,1949,28086,28086,541,30406,1324,4243
EUR,2019-07-04T00:00:00Z,32382,32402,4296,30129,2194,28731,28731,564,30987,1331,4505
EUR,2019-07-05T00:00:00Z,32728,32691,4321,30563,2036,29041,29041,541,31559,1154,4370
EUR,2019-07-06T00:00:00Z,28301,28364,4250,27019,1193,24704,24704,500,29208,621,2790
EUR,2019-07-07T00:00:00Z,29657,29654,4269,28400,1255,25936,25936,548,30429,609,3074
EUR,2019-07-08T00:00:00Z,31756,31698,4171,29811,1855,28140,28140,521,30915,1024,4075
EUR,2019-07-09T00:00:00Z,31147,31170,4179,29238,1781,27617,27617,496,30210,1254,3904
EUR,2019-07-10T00:00:00Z,31544,31514,4235,29348,2066,27954,27954,544,30227,1305,4282
EUR,2019-07-11T00:00:00Z,32221,32279,4296,30096,2069,28585,28585,544,30915,1339,4405
EUR,2019-07-12T00:00:00Z,32314,32260,4349,30203,1910,28645,28645,532,31333,1158,4139
EUR,2019-07-13T00:00:00Z,28484,28533,4264,27229,1174,24850,24850,498,29335,627,2865
EUR,2019-07-14T00:00:00Z,29780,29842,4279,28505,1295,26110,26110,566,30524,590,3159
EUR,2019-07-15T00:00:00Z,31791,31780,4235,29847,1862,28140,28140,512,31025,995,4109
EUR,2019-07-16T00:00:00Z,31098,31070,4182,29062,1913,27505,27505,493,30139,1274,3921
EUR,2019-07-17T00:00:00Z,31288,31310,4265,29289,1889,27709,27709,553,30270,1308,4043
EUR,2019-07-18T00:00:00Z,31933,31965,4283,29977,1950,28266,28266,577,30859,1321,4227
EUR,2019-07-19T00:00:00Z,32346,32340,4371,30279,1986,28657,28657,606,31491,1130,4170
EUR,2019-07-20T00:00:00Z,28508,28540,4348,27231,1153,24861,24861,543,29424,623,2849
EUR,2019-07-21T00:00:00Z,29587,29569,4304,28339,1213,25889,25889,588,30516,565,2962
EUR,2019-07-22T00:00:00Z,31358,31323,4225,29520,1766,27728,27728,557,30865,988,3856
EUR,2019-07-23T00:00:00Z,30890,30890,4215,28971,1828,27310,27310,543,30100,1233,3858
EUR,2019-07-24T00:00:00Z,30892,30901,4265,28911,1853,27327,27327,562,29934,1306,3967
EUR,2019-07-25T00:00:00Z,31318,31304,4283,29354,1927,27649,27649,589,30376,1264,4129
EUR,2019-07-26T00:00:00Z,31791,31823,4379,29752,1926,28113,28113,555,30952,1126,4164
EUR,2019-07-27T00:00:00Z,28133,28155,4281,26908,1174,24460,24460,533,28960,611,2956
EUR,2019-07-28T00:00:00Z,29514,29537,4306,28403,1160,25769,25769,585,30507,572,2980
EUR,2019-07-29T00:00:00Z,31357,31315,4226,29382,1914,27702,27702,552,30689,996,4040
EUR,2019-07-30T00:00:00Z,30467,30450,4212,28697,1736,26830,26830,557,29978,1184,3670
EUR,2019-07-31T00:00:00Z,30992,31089,4252,29161,1893,27361,27361,584,30142,1246,4115
EUR,2019-08-01T00:00:00Z,33795,33811,4847,33160,2025,28994,28994,537,30597,1276,3985
EUR,2019-08-02T00:00:00Z,31565,31547,4398,29668,1760,27871,27871,584,31205,1116,3682
EUR,2019-08-03T00:00:00Z,28446,28487,4306,27173,1199,24780,24780,524,29493,594,2745
EUR,2019-08-04T00:00:00Z,29504,29510,4302,28279,1243,25778,25778,587,30656,563,2805
EUR,2019-08-05T00:00:00Z,30588,30557,4157,29008,1562,26949,26949,529,30548,938,3413
EUR,2019-08-06T00:00:00Z,29993,30009,4169,28233,1664,26444,26444,506,29796,1194,3249
EUR,2019-08-07T00:00:00Z,29952,29935,4234,28398,1444,26349,26349,537,29735,1242,3262
EUR,2019-08-08T00:00:00Z,30926,30919,4270,29019,1861,27236,27236,539,30403,1267,3676
EUR,2019-08-09T00:00:00Z,31534,31499,4336,29658,1719,27856,27856,534,31210,1102,3575
EUR,2019-08-10T00:00:00Z,28373,28446,4213,27327,1050,24720,24720,489,29564,556,2636
EUR,2019-08-11T00:00:00Z,29469,29485,4229,28285,1187,25792,25792,538,30608,563,2720
EUR,2019-08-12T00:00:00Z,30657,30613,4116,29101,1502,27038,27038,486,30661,930,3310
EUR,2019-08-13T00:00:00Z,30206,30193,4129,28484,1655,26630,26630,497,30049,1159,3219
EUR,2019-08-14T00:00:00Z,30678,30668,4251,28909,1679,27031,27031,523,30309,1191,3514
EUR,2019-08-15T00:00:00Z,30414,30433,4200,28944,1518,26739,26739,552,30615,982,3262
EUR,2019-08-16T00:00:00Z,31321,31356,4309,29690,1573,27658,27658,551,31422,1047,3275
EUR,2019-08-17T00:00:00Z,28251,28322,4248,27100,1188,24563,24563,524,29482,517,2709
EUR,2019-08-18T00:00:00Z,29847,29838,4284,28655,1247,26089,26089,589,30864,546,2985
EUR,2019-08-19T00:00:00Z,31124,31081,4160,29518,1651,27439,27439,562,31013,946,3559
EUR,2019-08-20T00:00:00Z,30572,30584,4244,28842,1694,26952,26952,575,30303,1170,3522
EUR,2019-08-21T00:00:00Z,31061,31032,4305,29083,1915,27387,27387,595,30472,1247,3754
EUR,2019-08-22T00:00:00Z,31796,31808,4359,29714,2079,28073,28073,620,31015,1235,4114
EUR,2019-08-23T00:00:00Z,32146,32097,4401,30140,1909,28379,28379,584,31710,1124,3787
EUR,2019-08-24T00:00:00Z,28188,28240,4292,26955,1272,24453,24453,542,29340,569,2773
EUR,2019-08-25T00:00:00Z,29720,29751,4305,28513,1295,25945,25945,585,30759,558,2993
EUR,2019-08-26T00:00:00Z,31436,31384,4185,29745,1729,27712,27712,549,31107,923,3815
EUR,2019-08-27T00:00:00Z,31048,31055,4209,29097,1925,27419,27419,546,30344,1213,3825
EUR,2019-08-28T00:00:00Z,31496,31504,4280,29581,1862,27846,27846,568,30821,1280,3800
EUR,2019-08-29T00:00:00Z,32164,32203,4323,30328,1910,28400,28400,593,31335,1322,4091
EUR,2019-08-30T00:00:00Z,32515,32533,4381,30640,1843,28758,28758,573,31930,1132,3967
EUR,2019-08-31T00:00:00Z,28368,28419,4271,27137,1258,24643,24643,521,29362,604,2878
EUR,2019-09-01T00:00:00Z,31588,31678,4809,31286,1437,27033,27033,538,30417,590,3068
EUR,2019-09-02T00:00:00Z,31364,31287,4157,29642,1634,27757,27757,538,31166,979,3469
EUR,2019-09-03T00:00:00Z,31167,31177,4131,29314,1747,27687,27687,534,30492,1217,3645
EUR,2019-09-04T00:00:00Z,31604,31591,4183,29510,1919,28105,28105,520,30551,1291,3933
EUR,2019-09-05T00:00:00Z,32088,32073,4240,30072,1931,28461,28461,541,31129,1284,4004
EUR,2019-09-06T00:00:00Z,31929,31895,4261,29829,1884,28393,28393,542,31223,1125,3790
EUR,2019-09-07T00:00:00Z,27464,27519,4221,26240,1083,23928,23928,487,28697,618,2386
EUR,2019-09-08T00:00:00Z,29613,29640,4243,28362,1226,25994,25994,570,30424,606,2993
EUR,2019-09-09T00:00:00Z,30891,30773,3902,28952,1859,27472,27472,519,30099,970,3827
EUR,2019-09-10T00:00:00Z,30260,30217,3863,28282,1875,26972,26972,513,29103,1250,3837
EUR,2019-09-11T00:00:00Z,31277,31264,4075,29037,2028,27914,27914,512,29982,1303,4020
EUR,2019-09-12T00:00:00Z,32135,32191,4159,29821,2223,28657,28657,532,30738,1333,4319
EUR,2019-09-13T00:00:00Z,32473,32434,4259,30050,2156,28964,28964,520,31232,1174,4220
EUR,2019-09-14T00:00:00Z,27358,27398,4104,26149,1118,23886,23886,500,28438,631,2458
EUR,2019-09-15T00:00:00Z,29398,29391,4120,28085,1288,25834,25834,536,30169,602,2898
EUR,2019-09-16T00:00:00Z,31226,31179,4005,29266,1825,27817,27817,506,30449,994,3818
EUR,2019-09-17T00:00:00Z,30719,30696,4016,28533,1941,27411,27411,485,29538,1205,3898
EUR,2019-09-18T00:00:00Z,31095,31096,4067,28791,2016,27811,27811,492,29597,1304,4133
EUR,2019-09-19T00:00:00Z,31763,31788,4147,29554,2056,28311,28311,516,30265,1320,4351
EUR,2019-09-20T00:00:00Z,32249,32255,4210,29879,2100,28821,28821,504,30904,1154,4283
EUR,2019-09-21T00:00:00Z,26876,26913,4137,25551,1149,23442,23442,489,27898,625,2471
EUR,2019-09-22T00:00:00Z,28803,28815,4122,27609,1156,25259,25259,527,29606,598,2863
EUR,2019-09-23T00:00:00Z,30936,30885,4088,28729,1931,27578,27578,503,29949,1028,3940
EUR,2019-09-24T00:00:00Z,30170,30188,4055,27907,1944,26931,26931,478,28897,1292,3873
EUR,2019-09-25T00:00:00Z,31019,31022,4137,28661,2073,27692,27692,521,29437,1329,4261
EUR,2019-09-26T00:00:00Z,31408,31441,4194,29135,2055,27997,27997,530,30005,1336,4211
EUR,2019-09-27T00:00:00Z,31417,31407,4203,29102,2098,27958,27958,535,30032,1206,4330
EUR,2019-09-28T00:00:00Z,26640,26702,4167,25396,1056,23214,23214,489,27629,654,2482
EUR,2019-09-29T00:00:00Z,28585,28537,4124,27287,1132,25083,25083,503,29205,627,2867
EUR,2019-09-30T00:00:00Z,30418,30341,4015,28369,1693,27144,27144,460,29451,1037,3729
EUR,2019-10-01T00:00:00Z,30766,30896,4413,29731,1857,26923,26923,510,28020,1275,3678
