ICAO,DATE,PHASE,ARRS100,ADD100,TOT_A100,AVG_ADD_TIME
LPPT,2019-08-22,ARR,333,1251.846666666667,9355.06666666667,3.7592992992993004
LPPT,2019-08-23,ARR,331,1182.9766666666665,9202.099999999997,3.5739476334340377
LPPT,2019-08-24,ARR,322,921.3399999999999,8693.933333333329,2.8613043478260867
LPPT,2019-08-25,ARR,328,1059.1633333333332,8950.566666666668,3.22915650406504
LPPT,2019-08-26,ARR,336,839.913333333333,8849.050000000003,2.499742063492062
LPPT,2019-08-27,ARR,330,812.6166666666667,8832.55,2.4624747474747477
LPPT,2019-08-28,ARR,325,950.9399999999998,8840.850000000002,2.92596923076923
LPPT,2019-08-29,ARR,331,1538.5499999999997,9584.71666666667,4.648187311178247
LPPT,2019-08-30,ARR,333,679.703333333333,8754.866666666667,2.0411511511511504
LPPT,2019-08-31,ARR,318,521.053333333333,8219.100000000004,1.6385324947589086
LPPT,2019-09-01,ARR,323,610.1666666666665,8371.350000000002,1.8890608875128994
LPPT,2019-09-02,ARR,336,750.9399999999998,8770.483333333334,2.234940476190476
LPPT,2019-09-03,ARR,326,1010.1433333333331,8771.083333333336,3.0985991820040892
LPPT,2019-09-04,ARR,319,1501.5800000000006,9213.383333333335,4.707147335423199
LPPT,2019-09-05,ARR,332,939.6733333333333,9014.383333333331,2.8303413654618472
LPPT,2019-09-06,ARR,323,779.7866666666665,8613.816666666671,2.4142002063983483
LPPT,2019-09-07,ARR,315,616.11,8048.3499999999995,1.955904761904762
LPPT,2019-09-08,ARR,338,1706.5033333333333,9605.93333333333,5.048826429980276
LPPT,2019-09-09,ARR,333,1014.123333333333,9055.800000000001,3.0454154154154143
LPPT,2019-09-10,ARR,318,766.6099999999994,8517.483333333332,2.4107232704402497
LPPT,2019-09-11,ARR,322,840.9633333333331,8655.616666666667,2.6116873706004133
LPPT,2019-09-12,ARR,329,1167.3966666666665,9163.016666666668,3.548318135764944
LPPT,2019-09-13,ARR,330,1022.7133333333331,9022.433333333336,3.0991313131313127
LPPT,2019-09-14,ARR,323,740.6899999999998,8562.916666666668,2.2931578947368414
LPPT,2019-09-15,ARR,336,960.9566666666666,8891.016666666665,2.859990079365079
LPPT,2019-09-16,ARR,350,1616.543333333333,9601.750000000002,4.6186952380952375
LPPT,2019-09-17,ARR,317,1092.8933333333334,8563.566666666666,3.4476130389064146
LPPT,2019-09-18,ARR,320,756.8533333333332,8302.216666666667,2.365166666666666
LPPT,2019-09-19,ARR,330,1186.5266666666666,9217.633333333333,3.5955353535353534
LPPT,2019-09-20,ARR,335,1856.4366666666656,9475.966666666662,5.541601990049748
LPPT,2019-09-21,ARR,320,2397.9766666666665,9755.883333333333,7.493677083333333
LPPT,2019-09-22,ARR,334,866.6566666666669,8941.016666666668,2.5947804391217573
LPPT,2019-09-23,ARR,334,1289.2166666666667,8991.73333333333,3.859930139720559
LPPT,2019-09-24,ARR,315,1330.1433333333334,8792.133333333335,4.222677248677249
LPPT,2019-09-25,ARR,315,837.053333333333,8493.233333333332,2.657312169312168
LPPT,2019-09-26,ARR,327,1176.06,9107.883333333333,3.59651376146789
LPPT,2019-09-27,ARR,323,998.5533333333333,8802.366666666669,3.0914963880288955
LPPT,2019-09-28,ARR,318,701.6133333333335,8401.85,2.206331236897275
LPPT,2019-09-29,ARR,329,1302.2833333333333,9230.250000000002,3.958308004052685
LPPT,2019-09-30,ARR,321,775.28,8458.916666666664,2.415202492211838
LPPT,2019-10-01,ARR,305,676.1766666666664,8078.283333333334,2.2169726775956273
LPPT,2019-10-02,ARR,296,485.25666666666655,7711.900000000003,1.6393806306306302
LPPT,2019-10-03,ARR,322,1309.996666666667,9127.933333333334,4.068312629399586
LPPT,2019-10-04,ARR,313,663.0866666666667,8272.983333333335,2.1184877529286474
LPPT,2019-10-05,ARR,311,700.0266666666665,8231.483333333334,2.250889603429796
LPPT,2019-10-06,ARR,318,907.7733333333334,8595.183333333336,2.8546331236897275
LPPT,2019-10-07,ARR,323,928.7099999999999,8770.883333333331,2.8752631578947367
LPPT,2019-10-08,ARR,300,764.0166666666667,8039.633333333336,2.5467222222222223
LPPT,2019-10-09,ARR,304,1096.5499999999995,8491.483333333335,3.607072368421051
LPPT,2019-10-10,ARR,308,574.2599999999996,8074.299999999995,1.8644805194805183
LPPT,2019-10-11,ARR,312,693.1066666666666,7874.716666666665,2.2214957264957262
LPPT,2019-10-12,ARR,314,1248.4299999999998,8419.38333333333,3.9758917197452224
LPPT,2019-10-13,ARR,320,1173.1800000000003,8475.08333333333,3.666187500000001
LPPT,2019-10-14,ARR,319,1553.6733333333336,9046.15,4.870449320794149
LPPT,2019-10-15,ARR,306,502.8600000000004,7484.483333333334,1.6433333333333346
LPPT,2019-10-16,ARR,303,848.8366666666667,7786.549999999998,2.8014411441144116
LPPT,2019-10-17,ARR,310,866.82,7947.783333333335,2.7961935483870968
LPPT,2019-10-18,ARR,316,730.6899999999999,7958.549999999999,2.312310126582278
LPPT,2019-10-19,ARR,309,2062.0466666666666,9391.05,6.67329018338727
LPPT,2019-10-20,ARR,313,834.3433333333331,8412.483333333334,2.6656336528221507
LPPT,2019-10-21,ARR,315,822.0466666666664,8471.733333333334,2.609671957671957
LPPT,2019-10-22,ARR,306,784.7399999999998,8242.916666666666,2.564509803921568
LPPT,2019-10-23,ARR,299,1071.7433333333329,8360.333333333334,3.58442586399108
LPPT,2019-10-24,ARR,320,635.0199999999999,7993.283333333334,1.9844374999999996
LPPT,2019-10-25,ARR,313,929.2233333333335,8254.449999999999,2.968764643237487
LPPT,2019-10-26,ARR,303,677.7666666666667,7824.9000000000005,2.236853685368537
LPPT,2019-10-27,ARR,299,1185.2299999999998,7969.616666666666,3.9639799331103673
LPPT,2019-10-28,ARR,288,1363.2299999999998,7961.116666666663,4.733437499999999
LPPT,2019-10-29,ARR,272,1029.8166666666668,7270.366666666668,3.7860906862745103
LPPT,2019-10-30,ARR,281,888.2833333333333,7349.816666666667,3.161150652431791
LPPT,2019-10-31,ARR,12,24.366666666666667,305.8,2.0305555555555554
LPPT,2019-11-01,ARR,303,576.3833333333333,7506.049999999998,1.9022552255225522
LPPT,2019-11-02,ARR,275,1089.9833333333333,7396.9333333333325,3.9635757575757578
LPPT,2019-11-03,ARR,303,693.0900000000001,7816.966666666668,2.287425742574258
LPPT,2019-11-04,ARR,297,1207.0533333333335,8149.750000000001,4.0641526374859716
LPPT,2019-11-05,ARR,275,621.0299999999997,7315.466666666664,2.258290909090908
LPPT,2019-11-06,ARR,268,197.36,6436.816666666667,0.7364179104477613
LPPT,2019-11-07,ARR,271,674.4999999999998,7288.4,2.488929889298892
LPPT,2019-11-08,ARR,298,1139.6033333333332,8380.899999999998,3.82417225950783
LPPT,2019-11-09,ARR,271,359.7866666666667,6703.566666666666,1.3276260762607628
LPPT,2019-11-10,ARR,286,593.3533333333331,7526.583333333333,2.074662004662004
LPPT,2019-11-11,ARR,292,593.7366666666666,7704.833333333335,2.0333447488584473
LPPT,2019-11-12,ARR,251,365.96999999999997,6310.533333333333,1.4580478087649402
LPPT,2019-11-13,ARR,248,403.40666666666664,6461.583333333333,1.6266397849462364
LPPT,2019-11-14,ARR,272,2302.836666666666,8934.7,8.466311274509803
LPPT,2019-11-15,ARR,296,932.063333333333,8135.733333333331,3.1488626126126116
LPPT,2019-11-16,ARR,257,488.8566666666667,6608.7,1.902166018158236
LPPT,2019-11-17,ARR,290,881.8866666666669,7645.6,3.0409885057471273
LPPT,2019-11-18,ARR,277,386.35666666666646,7137.899999999999,1.3947894103489764
LPPT,2019-11-19,ARR,255,190.09666666666672,6009.466666666667,0.7454771241830067
LPPT,2019-11-20,ARR,242,407.9,6073.416666666668,1.6855371900826446
