ICAO,DATE,PHASE,ARRS100,ADD100,TOT_A100,AVG_ADD_TIME
LPPT,2019-11-21,ARR,273,312.84666666666675,6554.983333333334,1.1459584859584862
LPPT,2019-11-22,ARR,291,1475.0766666666668,8124.466666666665,5.0689919816723945
LPPT,2019-11-23,ARR,262,362.94666666666654,6705.466666666666,1.3852926208651395
LPPT,2019-11-24,ARR,285,593.0500000000003,7097.683333333334,2.080877192982457
LPPT,2019-11-25,ARR,279,575.3333333333334,6975.9,2.0621266427718044
LPPT,2019-11-26,ARR,247,642.5133333333334,6336.616666666669,2.6012685560053983
LPPT,2019-11-27,ARR,241,304.51,5885.500000000003,1.2635269709543568
LPPT,2019-11-28,ARR,271,605.1466666666666,6839.7666666666655,2.233013530135301
LPPT,2019-11-29,ARR,297,659.7600000000002,7474.483333333336,2.221414141414142
LPPT,2019-11-30,ARR,250,553.1066666666666,6316.916666666666,2.212426666666666
LPPT,2019-12-01,ARR,278,712.5633333333335,7471.116666666666,2.5631774580335738
LPPT,2019-12-02,ARR,269,797.2400000000002,7367.233333333335,2.96371747211896
LPPT,2019-12-03,ARR,244,118.7433333333332,6055.950000000001,0.4866530054644803
LPPT,2019-12-04,ARR,240,331.36333333333323,6186.333333333332,1.380680555555555
LPPT,2019-12-05,ARR,238,350.4433333333333,6140.033333333333,1.4724509803921568
LPPT,2019-12-06,ARR,284,687.1666666666665,7572,2.4196009389671356
LPPT,2019-12-07,ARR,247,76.34333333333326,6025.65,0.30908232118758405
LPPT,2019-12-08,ARR,280,218.92333333333337,6782.616666666666,0.7818690476190477
LPPT,2019-12-09,ARR,288,793.6466666666665,7826.2833333333365,2.755717592592592
LPPT,2019-12-10,ARR,245,537.4866666666665,6344.5999999999995,2.1938231292516996
LPPT,2019-12-11,ARR,251,608.9033333333333,6736.733333333334,2.425909694555113
LPPT,2019-12-12,ARR,267,420.9000000000001,6568.483333333333,1.5764044943820228
LPPT,2019-12-13,ARR,307,354.2133333333333,7440.4833333333345,1.1537893593919653
LPPT,2019-12-14,ARR,275,588.3200000000002,6935.050000000004,2.139345454545455
LPPT,2019-12-15,ARR,290,1061.4133333333336,7710.216666666667,3.6600459770114955
LPPT,2019-12-16,ARR,286,1116.76,8071.633333333334,3.9047552447552447
LPPT,2019-12-17,ARR,275,543.62,6939.333333333336,1.9768000000000001
LPPT,2019-12-18,ARR,275,1666.5333333333328,7997.633333333333,6.06012121212121
LPPT,2019-12-19,ARR,259,3776.4133333333343,9724.133333333333,14.580746460746465
LPPT,2019-12-20,ARR,304,2956.616666666667,9922.700000000003,9.725712719298246
LPPT,2019-12-21,ARR,289,1025.9,7685.2833333333365,3.5498269896193775
LPPT,2019-12-22,ARR,311,954.51,8304.766666666666,3.0691639871382637
LPPT,2019-12-23,ARR,246,2704.2000000000003,8386.783333333335,10.99268292682927
LPPT,2019-12-24,ARR,281,861.5066666666665,7611.183333333335,3.065860023724792
LPPT,2019-12-25,ARR,213,309.16999999999985,5312.483333333334,1.4515023474178397
LPPT,2019-12-26,ARR,282,873.2166666666666,7751.1,3.0965130023640657
LPPT,2019-12-27,ARR,306,938.7299999999998,8347.000000000002,3.067745098039215
LPPT,2019-12-28,ARR,290,326.5166666666666,7357.183333333336,1.1259195402298847
LPPT,2019-12-29,ARR,288,283.44333333333327,7205.466666666666,0.9841782407407406
LPPT,2019-12-30,ARR,305,920.8733333333331,8348.86666666667,3.0192568306010923
LPPT,2019-12-31,ARR,260,1007.98,7168.033333333335,3.876846153846154
LPPT,2020-01-01,ARR,263,1186.243333333333,7536.4000000000005,4.510430925221799
LPPT,2020-01-02,ARR,291,1250.2233333333331,8302.116666666667,4.296300114547536
LPPT,2020-01-03,ARR,317,1370.0899999999997,9075.800000000001,4.322050473186119
LPPT,2020-01-04,ARR,290,1357.2966666666664,8323.916666666666,4.680333333333333
LPPT,2020-01-05,ARR,308,896.4499999999995,8352.016666666665,2.910551948051946
LPPT,2020-01-06,ARR,298,919.9766666666666,8115.666666666667,3.0871700223713643
LPPT,2020-01-07,ARR,268,922.2266666666665,7451.866666666666,3.4411442786069646
LPPT,2020-01-08,ARR,254,450.17333333333335,6622.9000000000005,1.7723359580052493
LPPT,2020-01-09,ARR,265,831.1033333333332,7284.383333333333,3.1362389937106916
LPPT,2020-01-10,ARR,288,1103.0766666666668,8101.583333333332,3.830127314814815
LPPT,2020-01-11,ARR,262,498.86999999999995,6845.366666666665,1.9040839694656486
LPPT,2020-01-12,ARR,281,457.66999999999985,7261.050000000001,1.628718861209964
LPPT,2020-01-13,ARR,275,2040.8099999999997,8504.116666666669,7.421127272727272
LPPT,2020-01-14,ARR,214,716.3333333333333,5691.866666666666,3.347352024922118
LPPT,2020-01-15,ARR,212,577.63,5525.666666666667,2.7246698113207546
LPPT,2020-01-16,ARR,247,1103.646666666667,6811.716666666666,4.468205128205129
LPPT,2020-01-17,ARR,272,1388.97,7851.433333333332,5.106507352941176
LPPT,2020-01-18,ARR,246,538.51,6473.516666666668,2.1890650406504064
LPPT,2020-01-19,ARR,264,348.7433333333333,6759.449999999998,1.3209974747474746
LPPT,2020-01-20,ARR,261,774.6933333333332,7128.366666666669,2.968173690932311
LPPT,2020-01-21,ARR,224,561.7466666666667,5992.783333333335,2.507797619047619
LPPT,2020-01-22,ARR,219,356.83333333333326,5690.183333333334,1.6293759512937591
LPPT,2020-01-23,ARR,246,422.25999999999993,6380.716666666667,1.7165040650406502
LPPT,2020-01-24,ARR,278,1366.3366666666668,8063.3499999999995,4.914880095923262
LPPT,2020-01-25,ARR,244,364.2033333333332,6296.500000000002,1.4926366120218575
LPPT,2020-01-26,ARR,269,1085.0200000000002,7286.183333333335,4.033531598513012
LPPT,2020-01-27,ARR,270,916.4600000000003,7156.850000000001,3.3942962962962975
LPPT,2020-01-28,ARR,226,279.6933333333333,5523.516666666667,1.2375811209439527
LPPT,2020-01-29,ARR,238,514.1833333333333,6060.200000000002,2.1604341736694677
LPPT,2020-01-30,ARR,258,723.4200000000001,6663.200000000001,2.8039534883720934
LPPT,2020-01-31,ARR,287,1095.1933333333334,7752.2666666666655,3.8160046457607435
LPPT,2020-02-01,ARR,256,266.1366666666667,6213.166666666665,1.0395963541666668
LPPT,2020-02-02,ARR,273,998.3899999999999,7620.066666666666,3.6571062271062265
LPPT,2020-02-03,ARR,271,611.8333333333333,7049.5166666666655,2.2576875768757683
LPPT,2020-02-04,ARR,225,264.4699999999999,5747.466666666667,1.175422222222222
LPPT,2020-02-05,ARR,236,327.70666666666654,5998,1.3885875706214683
LPPT,2020-02-06,ARR,256,398.21333333333314,6602.033333333332,1.5555208333333326
LPPT,2020-02-07,ARR,285,453.1233333333332,7136.816666666667,1.5899064327485377
LPPT,2020-02-08,ARR,264,369.3033333333333,6570.883333333333,1.3988762626262625
LPPT,2020-02-09,ARR,265,190.1066666666666,6620.550000000002,0.7173836477987419
LPPT,2020-02-10,ARR,268,486.2333333333333,6992.6833333333325,1.8143034825870645
LPPT,2020-02-11,ARR,240,292.79666666666657,6115.416666666669,1.2199861111111108
LPPT,2020-02-12,ARR,235,357.48999999999995,6046.916666666664,1.5212340425531914
LPPT,2020-02-13,ARR,268,485.97666666666663,6913.683333333333,1.8133457711442784
LPPT,2020-02-14,ARR,280,2647.256666666666,9355.133333333333,9.454488095238094
LPPT,2020-02-15,ARR,275,303.35666666666674,6637.316666666667,1.1031151515151518
LPPT,2020-02-16,ARR,281,1078.8700000000001,7561.4000000000005,3.8393950177935947
LPPT,2020-02-17,ARR,288,1073.0733333333335,8146.8499999999985,3.725949074074075
LPPT,2020-02-18,ARR,245,581.6599999999997,6565.950000000001,2.3741224489795907
LPPT,2020-02-19,ARR,255,224.75999999999988,6447.883333333333,0.8814117647058819
LPPT,2020-02-20,ARR,263,531.9466666666667,6925,2.0226108998732575
LPPT,2020-02-21,ARR,299,651.8133333333333,7939.833333333335,2.179977703455964
LPPT,2020-02-22,ARR,270,469.7833333333334,7025.833333333335,1.7399382716049385
LPPT,2020-02-23,ARR,285,647.2166666666666,7558.816666666667,2.2709356725146197
LPPT,2020-02-24,ARR,288,693.7133333333333,7712.283333333335,2.4087268518518514
LPPT,2020-02-25,ARR,256,531.8166666666666,6787.233333333334,2.0774088541666664
LPPT,2020-02-26,ARR,255,455.2,6671.516666666666,1.7850980392156863
LPPT,2020-02-27,ARR,270,495.79666666666645,7071.6500000000005,1.8362839506172832
LPPT,2020-02-28,ARR,302,1001.9833333333333,8058.5999999999985,3.3178256070640177
LPPT,2020-02-29,ARR,269,616.3433333333335,6853.033333333334,2.291239157372987
LPPT,2020-03-01,ARR,290,1123.1833333333334,7773.16666666667,3.8730459770114947
LPPT,2020-03-02,ARR,284,860.5,7800.28333333333,3.0299295774647885
LPPT,2020-03-03,ARR,252,387.22666666666674,6196.6,1.536613756613757
LPPT,2020-03-04,ARR,257,717.8400000000003,6671.85,2.7931517509727635
LPPT,2020-03-05,ARR,264,977.1599999999996,7489.116666666664,3.701363636363635
LPPT,2020-03-06,ARR,299,1163.7799999999995,8460.016666666665,3.8922408026755835
LPPT,2020-03-07,ARR,257,396.68999999999994,6633.683333333333,1.5435408560311281
LPPT,2020-03-08,ARR,288,744.4366666666665,7748.399999999999,2.5848495370370363
LPPT,2020-03-09,ARR,281,621.1966666666668,7494.999999999997,2.2106642941874264
LPPT,2020-03-10,ARR,247,355.9899999999999,6355.683333333333,1.4412550607287444
LPPT,2020-03-11,ARR,227,250.0566666666666,5752.399999999997,1.1015712187958882
LPPT,2020-03-12,ARR,248,463.7499999999998,6519.716666666665,1.8699596774193539
LPPT,2020-03-13,ARR,282,540.8466666666665,7408.966666666666,1.9178959810874698
LPPT,2020-03-14,ARR,248,265.89666666666653,6280.1500000000005,1.072163978494623
LPPT,2020-03-15,ARR,255,549.7066666666666,6736.816666666667,2.1557124183006535
LPPT,2020-03-16,ARR,225,933.1833333333333,6460.116666666666,4.147481481481481
LPPT,2020-03-17,ARR,155,-41.42333333333347,3749.100000000001,-0.26724731182795786
LPPT,2020-03-18,ARR,147,-0.2333333333334302,3551.6500000000005,-0.0015873015873022463
LPPT,2020-03-19,ARR,116,-32.863333333333415,2788.116666666667,-0.28330459770115013
LPPT,2020-03-20,ARR,122,160.69999999999993,3028.816666666667,1.3172131147540977
LPPT,2020-03-21,ARR,86,-88.98333333333338,1923.1166666666668,-1.0346899224806207
LPPT,2020-03-22,ARR,84,-100.76000000000009,1968.8666666666663,-1.1995238095238105
LPPT,2020-03-23,ARR,54,-49.440000000000055,1269.6333333333332,-0.9155555555555566
LPPT,2020-03-24,ARR,43,-27.116666666666667,1031.5500000000002,-0.6306201550387597
LPPT,2020-03-25,ARR,29,-19.25666666666668,682.3666666666666,-0.6640229885057475
LPPT,2020-03-26,ARR,34,1.6066666666666514,824.8666666666666,0.047254901960783864
LPPT,2020-03-27,ARR,34,-46.68000000000001,758.5833333333334,-1.3729411764705883
LPPT,2020-03-28,ARR,25,-15.236666666666675,597.0333333333333,-0.609466666666667
LPPT,2020-03-29,ARR,24,-19.666666666666664,515.6333333333333,-0.8194444444444443
LPPT,2020-03-30,ARR,24,7.583333333333329,600.2833333333333,0.31597222222222204
LPPT,2020-03-31,ARR,25,-2.730000000000011,606.3166666666665,-0.10920000000000045
LPPT,2020-04-01,ARR,16,14.026666666666674,383.5166666666667,0.8766666666666671
LPPT,2020-04-02,ARR,12,-25.123333333333342,273.73333333333335,-2.093611111111112
LPPT,2020-04-03,ARR,17,0.09666666666666046,424.81666666666666,0.005686274509803557
LPPT,2020-04-04,ARR,16,0.5500000000000007,376.1666666666667,0.034375000000000044
LPPT,2020-04-05,ARR,15,5.403333333333347,339.45000000000005,0.3602222222222231
LPPT,2020-04-06,ARR,19,22.383333333333336,448.59999999999997,1.1780701754385967
LPPT,2020-04-07,ARR,14,6.286666666666672,333.83333333333337,0.4490476190476195
LPPT,2020-04-08,ARR,18,-22.656666666666652,383.06666666666666,-1.258703703703703
LPPT,2020-04-09,ARR,12,-6.2633333333333425,278.2833333333333,-0.5219444444444452
LPPT,2020-04-10,ARR,4,-2.2333333333333307,85.89999999999999,-0.5583333333333327
LPPT,2020-04-11,ARR,5,2.706666666666674,119.21666666666667,0.5413333333333348
LPPT,2020-04-12,ARR,3,-3.9466666666666654,68.35,-1.3155555555555551
LPPT,2020-04-13,ARR,9,0.5033333333333232,228.05,0.055925925925924797
LPPT,2020-04-14,ARR,16,12.756666666666668,396.4166666666667,0.7972916666666667
LPPT,2020-04-15,ARR,21,4.136666666666674,484.45000000000005,0.19698412698412732
LPPT,2020-04-16,ARR,19,56.18,496.08333333333337,2.9568421052631577
LPPT,2020-04-17,ARR,15,11.266666666666666,355.65000000000003,0.7511111111111111
LPPT,2020-04-18,ARR,11,-9.173333333333332,251.38333333333333,-0.8339393939393939
LPPT,2020-04-19,ARR,12,-2.3000000000000007,287.8666666666667,-0.19166666666666674
LPPT,2020-04-20,ARR,17,14.36666666666666,393.8666666666667,0.8450980392156859
LPPT,2020-04-21,ARR,19,-22.90333333333334,442.6333333333333,-1.2054385964912284
LPPT,2020-04-22,ARR,13,-5.600000000000012,325.8833333333333,-0.4307692307692317
LPPT,2020-04-23,ARR,15,-19.87000000000001,350.28333333333336,-1.3246666666666675
LPPT,2020-04-24,ARR,15,-1.0000000000000142,373.1833333333333,-0.06666666666666761
LPPT,2020-04-25,ARR,11,-6.180000000000003,258.9333333333334,-0.5618181818181821
LPPT,2020-04-26,ARR,10,8.163333333333338,227.28333333333333,0.8163333333333338
LPPT,2020-04-27,ARR,13,-4.359999999999999,290.1333333333333,-0.33538461538461534
LPPT,2020-04-28,ARR,15,-1.610000000000003,341.41666666666663,-0.10733333333333353
LPPT,2020-04-29,ARR,15,2.7633333333333354,346.5833333333333,0.18422222222222237
LPPT,2020-04-30,ARR,18,14.68666666666666,433.16666666666663,0.8159259259259256
LPPT,2020-05-01,ARR,12,5.213333333333338,277.85,0.43444444444444485
LPPT,2020-05-02,ARR,16,-10.370000000000001,349.6666666666667,-0.6481250000000001
LPPT,2020-05-03,ARR,14,-0.04666666666667041,321.91666666666663,-0.0033333333333336007
LPPT,2020-05-04,ARR,17,30.059999999999988,423.65,1.7682352941176465
LPPT,2020-05-05,ARR,20,-4.223333333333329,464.9833333333333,-0.21116666666666645
LPPT,2020-05-06,ARR,20,4.846666666666653,490.2166666666667,0.24233333333333268
LPPT,2020-05-07,ARR,11,-13.83666666666668,267.3,-1.2578787878787892
LPPT,2020-05-08,ARR,20,-5.1666666666666785,485.54999999999995,-0.2583333333333339
LPPT,2020-05-09,ARR,15,0.35333333333333883,340.8333333333333,0.023555555555555923
LPPT,2020-05-10,ARR,15,-9.70666666666666,323.4,-0.6471111111111106
LPPT,2020-05-11,ARR,21,19.333333333333343,498.33333333333337,0.9206349206349211
LPPT,2020-05-12,ARR,18,-12.983333333333338,428.19999999999993,-0.7212962962962965
LPPT,2020-05-13,ARR,18,12.476666666666674,422.7,0.6931481481481485
LPPT,2020-05-14,ARR,21,-6.1766666666666765,518.0833333333334,-0.29412698412698457
LPPT,2020-05-15,ARR,19,-6.120000000000012,462.55,-0.32210526315789534
LPPT,2020-05-16,ARR,18,-7.723333333333343,426.25,-0.4290740740740746
LPPT,2020-05-17,ARR,14,-20.323333333333338,313.20000000000005,-1.4516666666666669
LPPT,2020-05-18,ARR,17,-18.43000000000001,397.84999999999997,-1.084117647058824
LPPT,2020-05-19,ARR,16,-28.833333333333332,364.93333333333334,-1.8020833333333333
LPPT,2020-05-20,ARR,20,-24.250000000000014,471.7333333333333,-1.2125000000000008
LPPT,2020-05-21,ARR,25,-26.330000000000013,603.6666666666667,-1.0532000000000006
LPPT,2020-05-22,ARR,21,-2.1233333333333384,522.0333333333334,-0.10111111111111135
LPPT,2020-05-23,ARR,21,-7.926666666666662,493,-0.3774603174603173
LPPT,2020-05-24,ARR,16,-16.656666666666677,355.3833333333334,-1.0410416666666673
LPPT,2020-05-25,ARR,20,-26.586666666666673,456.0666666666667,-1.3293333333333337
LPPT,2020-05-26,ARR,18,-16.49333333333334,429.96666666666664,-0.9162962962962966
LPPT,2020-05-27,ARR,21,-39.02333333333334,471.4333333333334,-1.8582539682539685
LPPT,2020-05-28,ARR,20,-25.88333333333333,468.3833333333334,-1.2941666666666665
LPPT,2020-05-29,ARR,27,-16.679999999999993,629.1666666666666,-0.6177777777777775
LPPT,2020-05-30,ARR,23,-32.95333333333333,489.6833333333333,-1.4327536231884057
LPPT,2020-05-31,ARR,17,-22.703333333333333,368.75,-1.3354901960784313
LPPT,2020-06-01,ARR,23,-9.430000000000007,550.7166666666667,-0.4100000000000003
LPPT,2020-06-02,ARR,17,-22.376666666666665,375.9833333333333,-1.3162745098039215
LPPT,2020-06-03,ARR,25,-21.079999999999995,570.2,-0.8431999999999998
LPPT,2020-06-04,ARR,31,-38.11333333333333,692.3333333333333,-1.2294623655913977
LPPT,2020-06-05,ARR,28,-24.093333333333337,655.4666666666666,-0.8604761904761906
LPPT,2020-06-06,ARR,21,-9.479999999999993,501.5,-0.4514285714285711
LPPT,2020-06-07,ARR,30,-15.87666666666669,718.2333333333333,-0.529222222222223
LPPT,2020-06-08,ARR,24,29.883333333333304,625.1833333333333,1.2451388888888877
LPPT,2020-06-09,ARR,24,-29.596666666666675,551.8499999999999,-1.2331944444444447
LPPT,2020-06-10,ARR,22,-7.323333333333348,525.3666666666667,-0.33287878787878855
LPPT,2020-06-11,ARR,23,-23.573333333333327,509.01666666666665,-1.0249275362318837
LPPT,2020-06-12,ARR,28,-22.19333333333332,616.6333333333333,-0.7926190476190472
LPPT,2020-06-13,ARR,20,-15.896666666666665,433.8833333333333,-0.7948333333333333
LPPT,2020-06-14,ARR,31,-34.739999999999995,698.3666666666666,-1.1206451612903223
LPPT,2020-06-15,ARR,34,-3.660000000000011,831.9333333333335,-0.10764705882352973
LPPT,2020-06-16,ARR,29,-11.463333333333328,655.3999999999999,-0.39528735632183887
LPPT,2020-06-17,ARR,28,-23.716666666666683,658.3999999999999,-0.8470238095238101
LPPT,2020-06-18,ARR,34,-17.416666666666696,822.0666666666666,-0.5122549019607852
LPPT,2020-06-19,ARR,37,-21.13666666666668,870.8000000000001,-0.5712612612612616
LPPT,2020-06-20,ARR,30,-23.053333333333338,708.7833333333333,-0.7684444444444446
LPPT,2020-06-21,ARR,37,-11.236666666666672,882.2500000000001,-0.3036936936936938
LPPT,2020-06-22,ARR,40,-0.3233333333333377,971.9833333333333,-0.008083333333333442
LPPT,2020-06-23,ARR,33,-36.58333333333334,768.4333333333334,-1.1085858585858588
LPPT,2020-06-24,ARR,31,-26.540000000000017,727.2,-0.856129032258065
LPPT,2020-06-25,ARR,33,-8.223333333333347,801.4000000000001,-0.2491919191919196
LPPT,2020-06-26,ARR,41,-12.83666666666669,983.2,-0.3130894308943095
LPPT,2020-06-27,ARR,36,-19.080000000000016,860.9999999999999,-0.5300000000000005
LPPT,2020-06-28,ARR,42,-39.27333333333333,973.35,-0.9350793650793651
LPPT,2020-06-29,ARR,45,-16.973333333333347,1089.5999999999997,-0.3771851851851855
LPPT,2020-06-30,ARR,35,-9.153333333333357,854.7333333333332,-0.2615238095238102
LPPT,2020-07-01,ARR,72,34.15666666666664,1817.6499999999999,0.47439814814814774
LPPT,2020-07-02,ARR,83,85.26666666666664,2129.916666666667,1.0273092369477907
LPPT,2020-07-03,ARR,100,-49.02333333333341,2413.8166666666666,-0.49023333333333413
LPPT,2020-07-04,ARR,91,-74.53666666666675,2179.316666666667,-0.8190842490842499
LPPT,2020-07-05,ARR,85,-73.97666666666673,2021.0166666666664,-0.8703137254901968
LPPT,2020-07-06,ARR,90,-61.06666666666671,2155.6833333333334,-0.6785185185185191
LPPT,2020-07-07,ARR,84,20.08333333333333,2023.3999999999994,0.23908730158730154
LPPT,2020-07-08,ARR,84,-44.34333333333332,1925.4833333333333,-0.5278968253968253
LPPT,2020-07-09,ARR,87,-20.99333333333341,2123.766666666667,-0.24130268199233806
LPPT,2020-07-10,ARR,110,18.72333333333328,2699.9666666666667,0.17021212121212073
LPPT,2020-07-11,ARR,91,78.59666666666664,2318.7999999999997,0.8636996336996333
LPPT,2020-07-12,ARR,90,-102.81333333333336,2055.6833333333334,-1.1423703703703707
LPPT,2020-07-13,ARR,96,-86.86333333333333,2280.733333333333,-0.9048263888888889
LPPT,2020-07-14,ARR,87,0.11999999999995836,2155.2166666666667,0.0013793103448271075
LPPT,2020-07-15,ARR,92,-104.24333333333341,2134.399999999999,-1.1330797101449284
LPPT,2020-07-16,ARR,100,-43.57000000000003,2413.183333333333,-0.4357000000000003
LPPT,2020-07-17,ARR,110,-72.9366666666667,2516.483333333333,-0.6630606060606064
LPPT,2020-07-18,ARR,101,-66.89666666666668,2208.3,-0.6623432343234325
LPPT,2020-07-19,ARR,102,-81.2133333333334,2369.383333333333,-0.796209150326798
LPPT,2020-07-20,ARR,104,43.74333333333327,2580.1666666666674,0.4206089743589737
LPPT,2020-07-21,ARR,94,-14.470000000000066,2288.4666666666667,-0.15393617021276668
LPPT,2020-07-22,ARR,93,-104.35666666666673,2118.5,-1.1221146953405023
LPPT,2020-07-23,ARR,106,-41.610000000000056,2506.5333333333333,-0.39254716981132126
LPPT,2020-07-24,ARR,110,99.01666666666661,2802.616666666667,0.9001515151515146
LPPT,2020-07-25,ARR,106,-5.686666666666721,2582.4333333333334,-0.053647798742138875
LPPT,2020-07-26,ARR,105,-27.393333333333377,2549.2166666666662,-0.2608888888888893
LPPT,2020-07-27,ARR,103,4.106666666666619,2519.833333333333,0.03987055016181184
LPPT,2020-07-28,ARR,89,27.329999999999966,2223.9333333333334,0.3070786516853929
LPPT,2020-07-29,ARR,99,-82.64333333333346,2355.3833333333346,-0.8347811447811461
LPPT,2020-07-30,ARR,107,-106.4366666666667,2478.016666666666,-0.9947352024922121
LPPT,2020-07-31,ARR,110,-17.593333333333376,2699.8999999999987,-0.15993939393939433
LPPT,2020-08-01,ARR,142,39.38999999999992,3500.0333333333333,0.27739436619718255
LPPT,2020-08-02,ARR,146,100.77666666666657,3680.0833333333344,0.6902511415525108
LPPT,2020-08-03,ARR,149,-15.396666666666764,3635.7,-0.10333333333333398
LPPT,2020-08-04,ARR,132,-123.30000000000013,3111.2833333333333,-0.9340909090909101
LPPT,2020-08-05,ARR,130,-70.85333333333338,3113.233333333333,-0.5450256410256414
LPPT,2020-08-06,ARR,140,-6.870000000000044,3362.45,-0.049071428571428884
LPPT,2020-08-07,ARR,150,20.173333333333243,3701.2000000000003,0.1344888888888883
LPPT,2020-08-08,ARR,156,112.88666666666661,3914.933333333332,0.7236324786324783
LPPT,2020-08-09,ARR,144,-48.66666666666674,3487.749999999999,-0.33796296296296346
LPPT,2020-08-10,ARR,142,33.6399999999999,3508.599999999999,0.23690140845070354
LPPT,2020-08-11,ARR,123,29.4166666666666,3031.933333333333,0.23915989159891546
LPPT,2020-08-12,ARR,132,29.91333333333328,3279.816666666666,0.22661616161616122
LPPT,2020-08-13,ARR,143,78.71333333333324,3577.9500000000003,0.5504428904428897
LPPT,2020-08-14,ARR,148,142.73666666666654,3782.5500000000006,0.9644369369369361
LPPT,2020-08-15,ARR,153,226.3266666666666,3956.9166666666665,1.4792592592592588
LPPT,2020-08-16,ARR,155,60.02333333333336,3634.966666666667,0.3872473118279572
LPPT,2020-08-17,ARR,147,-50.123333333333285,3312.266666666667,-0.3409750566893421
LPPT,2020-08-18,ARR,132,-32.89999999999998,3006.816666666667,-0.24924242424242407
LPPT,2020-08-19,ARR,138,28.31000000000004,3219.9666666666667,0.20514492753623217
LPPT,2020-08-20,ARR,144,159.71666666666673,3500.3666666666663,1.109143518518519
LPPT,2020-08-21,ARR,153,171.43333333333317,3940.8666666666663,1.1204793028322428
LPPT,2020-08-22,ARR,155,38.53666666666658,3835.199999999999,0.24862365591397792
LPPT,2020-08-23,ARR,166,90.64333333333316,4164.399999999999,0.5460441767068263
LPPT,2020-08-24,ARR,146,-65.93666666666671,3522.916666666666,-0.45162100456621035
LPPT,2020-08-25,ARR,139,-9.083333333333389,3372.716666666666,-0.06534772182254237
LPPT,2020-08-26,ARR,130,21.346666666666586,3226.05,0.1642051282051276
LPPT,2020-08-27,ARR,147,30.129999999999956,3634.5666666666666,0.20496598639455751
LPPT,2020-08-28,ARR,154,118.28333333333327,3893.4,0.7680735930735927
LPPT,2020-08-29,ARR,154,52.48666666666656,3799.933333333333,0.34082251082251014
LPPT,2020-08-30,ARR,147,-118.57333333333341,3493.1166666666672,-0.8066213151927443
LPPT,2020-08-31,ARR,143,-61.2133333333334,3422.6000000000004,-0.42806526806526857
LPPT,2020-09-01,ARR,120,-110.26333333333338,2820.1833333333343,-0.9188611111111115
LPPT,2020-09-02,ARR,113,-124.93666666666674,2658.3999999999996,-1.1056342182890861
LPPT,2020-09-03,ARR,140,-43.20333333333339,3350.616666666667,-0.3085952380952385
LPPT,2020-09-04,ARR,143,43.3133333333333,3530.85,0.30289044289044265
LPPT,2020-09-05,ARR,140,1.673333333333293,3400.05,0.011952380952380664
LPPT,2020-09-06,ARR,155,8.886666666666663,3642.4833333333327,0.05733333333333331
LPPT,2020-09-07,ARR,140,-17.486666666666757,3414.8833333333328,-0.12490476190476255
LPPT,2020-09-08,ARR,106,-171.30666666666667,2329.1500000000005,-1.6161006289308177
LPPT,2020-09-09,ARR,117,-132.86999999999995,2561.25,-1.1356410256410252
LPPT,2020-09-10,ARR,138,353.2000000000001,3607.2,2.559420289855073
LPPT,2020-09-11,ARR,136,-39.746666666666684,3215.1666666666674,-0.29225490196078446
LPPT,2020-09-12,ARR,134,-47.72666666666666,3071.4000000000005,-0.35616915422885564
LPPT,2020-09-13,ARR,153,84.14333333333336,3566.733333333334,0.5499564270152507
LPPT,2020-09-14,ARR,139,78.71333333333341,3235.433333333333,0.5662829736211037
LPPT,2020-09-15,ARR,106,-43.01333333333329,2391.8000000000006,-0.4057861635220122
LPPT,2020-09-16,ARR,112,-13.656666666666638,2530.316666666666,-0.12193452380952355
LPPT,2020-09-17,ARR,140,149.51666666666665,3363.1166666666663,1.0679761904761904
LPPT,2020-09-18,ARR,150,398.66666666666674,3838.8666666666672,2.6577777777777785
LPPT,2020-09-19,ARR,126,36.50000000000005,2910.0333333333324,0.2896825396825401
LPPT,2020-09-20,ARR,143,-62.32333333333331,3207.083333333333,-0.4358275058275057
LPPT,2020-09-21,ARR,131,39.82999999999991,3214.7166666666662,0.3040458015267169
LPPT,2020-09-22,ARR,98,-31.393333333333327,2233.933333333333,-0.3203401360544217
LPPT,2020-09-23,ARR,105,-35.99,2375.9666666666667,-0.34276190476190477
LPPT,2020-09-24,ARR,128,81.66666666666661,3186.7499999999995,0.6380208333333329
LPPT,2020-09-25,ARR,148,68.18333333333322,3717.366666666667,0.46069819819819746
LPPT,2020-09-26,ARR,128,-32.87000000000009,3083.1,-0.2567968750000007
LPPT,2020-09-27,ARR,146,119.72333333333324,3682.75,0.8200228310502277
LPPT,2020-09-28,ARR,138,29.91666666666658,3394.8333333333326,0.21678743961352592
LPPT,2020-09-29,ARR,98,-1.4633333333334093,2383.233333333333,-0.014931972789116421
LPPT,2020-09-30,ARR,112,6.96333333333326,2753.6333333333328,0.062172619047618394
LPPT,2020-10-01,ARR,134,33.54666666666657,3258.4333333333334,0.25034825870646693
LPPT,2020-10-02,ARR,148,56.1666666666666,3662.0833333333326,0.37950450450450407
LPPT,2020-10-03,ARR,127,-52.053333333333384,2980.366666666667,-0.4098687664041999
LPPT,2020-10-04,ARR,149,108.08999999999995,3764.6,0.7254362416107379
LPPT,2020-10-05,ARR,140,117.10333333333328,3544.016666666667,0.8364523809523806
LPPT,2020-10-06,ARR,102,55.58999999999995,2536.5166666666664,0.5449999999999995
